Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Pre_GLSZM_HighGrayLevelZoneEmphasis,Pre_GLSZM_HighGrayLevelZoneEmphasis,0.11568789926003785,2
Post1_GLRLM_ShortRunHighGreyLevelEmphasis,Post1_GLRLM_ShortRunHighGreyLevelEmphasis,0.08987015800657004,2
Post1_GLCM_InverseDifferenceMoment,Post1_GLCM_InverseDifferenceMoment,0.0718575080780329,2
Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,0.050181647452572975,2
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,0.04089096788082438,2
Post1_Morph_Compactness2,Post1_Morph_Compactness2,0.038210032265882606,3
Post1_Morph_Compactness1,Post1_Morph_Compactness1,0.036386247344753514,3
Post1_Morph_Sphericity,Post1_Morph_Sphericity,0.03568213146881674,3
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.024122975345067615,3
Pre_IB_IntensityBasedCoefficientOfVariation,Pre_IB_IntensityBasedCoefficientOfVariation,0.02301510710262059,3
Pre_IB_IntensityBasedEnergy,Pre_IB_IntensityBasedEnergy,0.016881001479998454,3
