Model,Mean_AUC,Std_AUC,Min_AUC,Max_AUC,Mean_PR_AUC,Std_PR_AUC,Min_PR_AUC,Max_PR_AUC,Mean_Accuracy,Std_Accuracy,Min_Accuracy,Max_Accuracy,Mean_Balanced_Accuracy,Std_Balanced_Accuracy,Min_Balanced_Accuracy,Max_Balanced_Accuracy,Mean_Precision,Std_Precision,Min_Precision,Max_Precision,Mean_Recall,Std_Recall,Min_Recall,Max_Recall,Mean_F1,Std_F1,Min_F1,Max_F1,Mean_Specificity,Std_Specificity,Min_Specificity,Max_Specificity,Mean_n_feats,Std_n_feats,Min_n_feats,Max_n_feats
SVM_RBF,0.7231746031746031,0.0904564340724559,0.6357142857142857,0.8472222222222222,0.7718159501811295,0.1333368486387022,0.5722222222222222,0.9062819125319125,0.6764145658263306,0.06447801133697086,0.5833333333333334,0.75,0.6831746031746031,0.04868968382687962,0.6285714285714286,0.75,0.7038095238095237,0.14957991061591108,0.5,0.9,0.8149206349206348,0.19169780219683005,0.5,1.0,0.7266666666666667,0.07770809966042448,0.6428571428571429,0.8,0.5514285714285714,0.20444050079998077,0.35714285714285715,0.9,9.2,5.585696017507576,4.0,16.0
SVM_Linear,0.7170634920634921,0.07652868058366775,0.6357142857142858,0.8055555555555556,0.7808271137947367,0.12252193779883838,0.611010101010101,0.913184518071736,0.6785574229691876,0.09270304843495969,0.5416666666666666,0.8,0.685873015873016,0.06980834360941784,0.5785714285714286,0.7619047619047619,0.7006977336389102,0.18176311544900076,0.47058823529411764,0.9090909090909091,0.8203174603174602,0.16496638380390216,0.5555555555555556,1.0,0.7302590768108009,0.09758507195527531,0.5925925925925926,0.8571428571428571,0.5514285714285714,0.23597628536833068,0.3333333333333333,0.9,9.2,5.585696017507576,4.0,16.0
LogisticRegression,0.7133333333333335,0.05918262003736634,0.6571428571428571,0.8055555555555556,0.7648074951858324,0.12481064592391637,0.5872619047619048,0.8881271506271505,0.6746498599439776,0.05255799351355517,0.625,0.75,0.6846825396825397,0.03813407411973592,0.6388888888888888,0.7261904761904762,0.7125819278760456,0.15427212557758072,0.5333333333333333,0.9,0.756031746031746,0.1538204985682773,0.5,0.9166666666666666,0.711258529465426,0.07558167874961148,0.64,0.8148148148148148,0.6133333333333333,0.1757523510195209,0.5,0.9,9.2,5.585696017507576,4.0,16.0
KNN,0.6935714285714286,0.10228185187745667,0.5857142857142856,0.8571428571428571,0.7209375854004529,0.17212767043941912,0.4807777261102069,0.9370748299319728,0.5931232492997198,0.1198304955369579,0.5,0.8,0.5872619047619048,0.04863386250869333,0.5416666666666666,0.6666666666666666,0.6236601307189542,0.14846829994542216,0.45,0.7777777777777778,0.7633333333333333,0.23199350778485373,0.3888888888888889,1.0,0.6561749680715198,0.133565155365119,0.5185185185185185,0.875,0.4111904761904762,0.22548700129963603,0.21428571428571427,0.8,9.2,5.585696017507576,4.0,16.0
NaiveBayes,0.6812698412698414,0.11223019212398885,0.5476190476190477,0.8055555555555555,0.741584803521594,0.1059266929503063,0.6178710178710178,0.8369368264079308,0.5630252100840336,0.08279276155770181,0.5,0.7083333333333334,0.5639285714285713,0.1224524990046004,0.40476190476190477,0.7357142857142858,0.6338528138528139,0.13323786428640022,0.5238095238095238,0.8571428571428571,0.6919047619047619,0.23740136990093172,0.3333333333333333,0.9166666666666666,0.621904761904762,0.09039093727774988,0.48,0.72,0.4359523809523809,0.30920817239774084,0.16666666666666666,0.9,9.2,5.585696017507576,4.0,16.0
LightGBM,0.6748015873015873,0.1435633448635486,0.5071428571428571,0.8571428571428572,0.7173336321264967,0.20178656843751683,0.43086497351977227,0.9246856318284888,0.6615966386554623,0.14763590254527767,0.5,0.85,0.6648809523809524,0.13080604498025378,0.5142857142857142,0.7976190476190477,0.7151515151515151,0.2064903300508045,0.42857142857142855,0.9090909090909091,0.6390476190476191,0.18093706423619152,0.4444444444444444,0.9285714285714286,0.6626959247648903,0.16772404957737921,0.5,0.896551724137931,0.6907142857142856,0.18557763592878346,0.42857142857142855,0.9,9.2,5.585696017507576,4.0,16.0
RandomForest,0.6701190476190477,0.08006359276456038,0.5714285714285714,0.75,0.7185506425165675,0.15892369904121725,0.4800257585551703,0.8677488598009531,0.6261204481792717,0.0818700530843894,0.5294117647058824,0.75,0.6286111111111111,0.08448961600634702,0.5347222222222222,0.7261904761904762,0.681163542340013,0.1793103788027526,0.5,0.9,0.5926984126984127,0.20178280733340231,0.4,0.8333333333333334,0.6183543149060391,0.14877274261788936,0.4444444444444444,0.8148148148148148,0.6645238095238095,0.17387148275955663,0.4166666666666667,0.9,9.2,5.585696017507576,4.0,16.0
GradientBoosting,0.6652777777777779,0.08302451281333216,0.5486111111111112,0.7361111111111112,0.705593426321293,0.16278392496220812,0.4973856209150327,0.8613323028266636,0.626218487394958,0.03794838538791929,0.5833333333333334,0.6666666666666666,0.6271825396825397,0.05376471597432137,0.5763888888888888,0.7,0.6755128205128205,0.15892679189111605,0.5,0.9,0.6850793650793652,0.13501677247133584,0.5,0.8333333333333334,0.662000962000962,0.07567193981046888,0.5454545454545454,0.7407407407407407,0.5692857142857143,0.1979422199758798,0.375,0.9,9.2,5.585696017507576,4.0,16.0
XGBoost,0.6546031746031745,0.09910097578409878,0.5285714285714286,0.7916666666666665,0.72693665810548,0.15642442449659716,0.4668677207725196,0.8461042809917716,0.5772128851540617,0.11913396522600979,0.4583333333333333,0.75,0.5655952380952382,0.1357339805165539,0.4642857142857143,0.75,0.6422008547008546,0.2006857070025306,0.38461538461538464,0.8888888888888888,0.6071428571428571,0.1524036854735835,0.4444444444444444,0.7857142857142857,0.6074048648190524,0.134893139760363,0.43478260869565216,0.75,0.5240476190476191,0.2964147061205553,0.16666666666666666,0.9,9.2,5.585696017507576,4.0,16.0
ExtraTrees,0.6532142857142857,0.07009873179699105,0.5694444444444444,0.7569444444444444,0.7182616301323443,0.13382496678151815,0.5436339385252429,0.8422317970250299,0.5818347338935574,0.05476395541590934,0.5294117647058824,0.6666666666666666,0.5963888888888889,0.05894366756558451,0.5208333333333333,0.6666666666666666,0.6615418894830659,0.160744389555729,0.47058823529411764,0.875,0.633015873015873,0.14986934765182397,0.3888888888888889,0.8,0.618005698005698,0.06161570545176384,0.5384615384615384,0.6923076923076923,0.5597619047619047,0.22691050809693072,0.35714285714285715,0.9,9.2,5.585696017507576,4.0,16.0
