Experiment_ID,FS_METHOD,Model,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
corr_mrmr_auto_k,corr_mrmr,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5294991582491583,0.5145103815937149,-0.014988776655443403,0.1249153671704246,0.1199266533997723,-0.004988713770652298,0.5514792899408285,0.527810650887574,-0.02366863905325456,0.6066099225745711,0.5937930726024773,-0.012816849972093869,0.6241121405491842,0.6147848679216001,-0.009327272627584038,0.5446212121212122,0.5246338383838384,-0.019987373737373804,0.5326923076923077,0.5096153846153846,-0.023076923076923106,0.5633362394652717,0.5198331209621532,-0.0435031185031185,0.5846153846153846,0.5511811023622047,-0.0334342822531799,16.0,16.0,0.0,47,47,0
corr_mrmr_auto_k,corr_mrmr,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5306242985409652,0.53337822671156,0.0027539281705948326,0.1181295379611105,0.1025162001173601,-0.015613337843750408,0.4717455621301775,0.5511834319526626,0.07943786982248513,0.6220676120920111,0.62254119326703,0.00047358117501883346,0.5459068921869239,0.5993039647421665,0.05339707255524262,0.4945454545454545,0.5305934343434344,0.03604797979797991,0.475,0.523076923076923,0.04807692307692302,0.5516705019504572,0.5239444765760556,-0.02772602537440161,0.593103448275862,0.5409836065573771,-0.05211984171848494,16.0,16.0,0.0,47,47,0
corr_mrmr_auto_k,corr_mrmr,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.4577763748597082,0.4415579405162739,-0.016218434343434285,0.1056256671360768,0.0779148832107514,-0.02771078392532539,0.4795857988165681,0.4732248520710059,-0.0063609467455622015,0.5428057583965977,0.5564586040216053,0.01365284562500757,0.5250289850658612,0.5424902553175949,0.017461270251733718,0.5004419191919192,0.4700378787878788,-0.030404040404040378,0.4884615384615385,0.4673076923076923,-0.02115384615384619,0.5937718036439265,0.5309401973238985,-0.06283160632002793,0.6174496644295302,0.5481481481481482,-0.06930151628138204,16.0,16.0,0.0,47,47,0
corr_mrmr_auto_k,corr_mrmr,LightGBM,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5248232323232322,0.5416750841750841,0.016851851851851896,0.1931754735869734,0.2023316209410023,0.009156147354028893,0.4952662721893491,0.5355029585798817,0.04023668639053263,0.6110043137352492,0.6118508104341214,0.0008464966988721567,0.5319941793766099,0.601703203578843,0.06970902420223313,0.5533712121212121,0.5419191919191919,-0.011452020202020186,0.5288461538461539,0.5326923076923077,0.0038461538461538325,0.5545073236906267,0.5646464646464646,0.0101391409558379,0.56,0.5846153846153846,0.024615384615384595,16.0,16.0,0.0,47,47,0
corr_mrmr_auto_k,corr_mrmr,LogisticRegression,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.4895650953984287,0.5170482603815938,0.02748316498316511,0.0612781279789009,0.1125982732745748,0.05132014529567391,0.520414201183432,0.5470414201183432,0.026627218934911268,0.5711479768574412,0.6135409915803767,0.04239301472293544,0.5719654828239303,0.6112827833229895,0.03931730049905913,0.4914267676767676,0.5086489898989899,0.017222222222222305,0.525,0.5173076923076924,-0.007692307692307665,0.4003314882571849,0.5329146730462521,0.13258318478906717,0.4864864864864865,0.5625,0.07601351351351349,16.0,16.0,0.0,47,47,0
corr_mrmr_auto_k,corr_mrmr,NaiveBayes,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5714576318742985,0.5601108305274972,-0.011346801346801327,0.1172732721793936,0.1278688436300409,0.010595571450647295,0.5822485207100592,0.5807692307692308,-0.0014792899408283544,0.623591659471013,0.6231976632889963,-0.0003939961820167426,0.6074945029970131,0.6184965650477079,0.01100206205069476,0.5424494949494949,0.5313383838383838,-0.011111111111111072,0.5788461538461538,0.5692307692307692,-0.009615384615384581,0.6086868686868687,0.6033535353535353,-0.005333333333333412,0.6758620689655173,0.6712328767123288,-0.004629192253188474,16.0,16.0,0.0,47,47,0
corr_mrmr_auto_k,corr_mrmr,RandomForest,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.4947783389450055,0.5218476430976431,0.027069304152637585,0.1545509088153494,0.1546082191746653,5.731035931588746e-05,0.4899408284023668,0.5260355029585799,0.036094674556213124,0.5895830152161997,0.6226707190191649,0.03308770380296522,0.5683237669573526,0.5827018840657598,0.014378117108407196,0.5324116161616161,0.5391414141414141,0.006729797979798002,0.5096153846153846,0.525,0.015384615384615441,0.5255026455026455,0.5209609650311737,-0.004541680471471743,0.5511811023622047,0.5333333333333333,-0.01784776902887142,16.0,16.0,0.0,47,47,0
corr_mrmr_auto_k,corr_mrmr,SVM_Linear,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5039604377104377,0.5159168069584736,0.011956369248035892,0.0984778555893135,0.1054925651591488,0.007014709569835298,0.5292899408284024,0.5183431952662721,-0.010946745562130267,0.5965212907547988,0.6005940162752458,0.004072725520447018,0.5816731299451798,0.5826743134943624,0.0010011835491825494,0.5684974747474747,0.5103156565656566,-0.05818181818181811,0.5423076923076923,0.5230769230769231,-0.019230769230769162,0.6560021455390668,0.5445809757437832,-0.1114211697952836,0.6794871794871795,0.6142857142857143,-0.06520146520146519,16.0,16.0,0.0,47,47,0
corr_mrmr_auto_k,corr_mrmr,SVM_RBF,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5270693041526375,0.537888608305275,0.010819304152637432,0.0372372116880071,0.120865435060066,0.0836282233720589,0.579585798816568,0.5353550295857988,-0.044230769230769185,0.6179456172682313,0.6200985453284519,0.0021529280602206047,0.6281458032826874,0.6352901580839061,0.007144354801218666,0.5101010101010102,0.4926767676767676,-0.017424242424242564,0.5384615384615385,0.5134615384615384,-0.025000000000000133,0.4104559270516718,0.5610259126216572,0.15056998556998547,0.6015037593984962,0.64,0.038496240601503806,16.0,16.0,0.0,47,47,0
corr_mrmr_auto_k,corr_mrmr,XGBoost,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5356032547699214,0.5653310886644219,0.02972783389450051,0.165174917008014,0.1593504422085201,-0.005824474799493912,0.5236686390532544,0.5807692307692308,0.05710059171597637,0.6258324288423914,0.6455494388970549,0.01971701005466342,0.6200052618947747,0.6764000616521972,0.056394799757422565,0.5153787878787879,0.5870454545454545,0.07166666666666666,0.5096153846153846,0.5576923076923077,0.04807692307692313,0.5697815909580616,0.6020062695924764,0.032224678634414805,0.5882352941176471,0.6106870229007634,0.022451728783116298,16.0,16.0,0.0,47,47,0
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,ExtraTrees,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.5760872615039283,0.6173835578002245,0.041296296296296164,0.1220465460216046,0.0342875439007157,-0.0877590021208889,0.5538461538461539,0.5603550295857989,0.0065088757396449815,0.6532483163293432,0.6473593784576204,-0.0058889378717228436,0.6037101365246307,0.6119754677778739,0.008265331253243247,0.5567676767676768,0.5820454545454545,0.025277777777777732,0.5442307692307693,0.5692307692307692,0.02499999999999991,0.5727690700104493,0.5853812853812854,0.012612215370836122,0.5826771653543307,0.609375,0.026697834645669327,9.6,9.6,0.0,34,34,0
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,GradientBoosting,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6081832210998879,0.5900953984287318,-0.01808782267115605,0.0476492186160281,0.0940171587547493,0.0463679401387212,0.5997041420118344,0.5923076923076923,-0.007396449704142105,0.6651281732111135,0.654018228894241,-0.011109944316872511,0.6272162839308028,0.6449105312702916,0.017694247339488878,0.621489898989899,0.564760101010101,-0.05672979797979805,0.625,0.551923076923077,-0.07307692307692304,0.6441269841269841,0.5732997557997559,-0.07082722832722821,0.6766917293233082,0.59375,-0.08294172932330823,9.6,9.6,0.0,34,34,0
