Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count,Rank_Mean_AUC,Rank_Pooled_AUC,Rank_Mean_PR_AUC,Rank_Pooled_PR_AUC,Rank_Mean_Bal_Acc,Rank_Pooled_Bal_Acc,Rank_Mean_F1,Rank_Pooled_F1,Rank_N_Unique_Selected_Features,Composite_Rank_Score
NaiveBayes,0.6651262626262626,0.0481892292544839,0.6325443786982249,0.692787189680582,0.1129375039013067,0.6758627820332497,0.5718325521551328,0.0840593025185507,0.5726495726495726,0.5832323232323232,0.0808274676870477,0.551923076923077,0.5944088669950739,0.1339966131445076,0.5925925925925926,0.7575757575757576,0.193752869583892,0.7384615384615385,0.6352213868003341,0.0904229037180884,0.6575342465753424,0.4088888888888889,0.235429735789316,0.3653846153846153,9.6,9.6,4.963869458396343,4,8.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,34,3,1.411764705882353,1.0,2.0,2.0,2.0,3.0,6.0,1.0,2.0,1.0,2.2222222222222223
NaiveBayes,0.6583052749719417,0.0544502421986015,0.6349112426035504,0.6874135124319047,0.1200485063150939,0.6735971740019302,0.5728995496737432,0.0894164663574883,0.5811965811965812,0.576010101010101,0.0618692537595137,0.5634615384615385,0.6023809523809525,0.1610622335741691,0.6025641025641025,0.7075757575757576,0.1526360056787664,0.7230769230769231,0.6219196008669693,0.1099196044994855,0.6573426573426573,0.4444444444444445,0.2409856304306837,0.4038461538461538,9.6,9.6,4.963869458396343,4,8.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,34,3,1.411764705882353,2.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,2.4444444444444446
LightGBM,0.6170896464646465,0.0683369785678417,0.5853550295857989,0.6748015406766635,0.0819971223406432,0.6483553272657434,0.5923527249333702,0.0803806675094797,0.5897435897435898,0.5939267676767676,0.0862908607070713,0.5865384615384616,0.6126984126984126,0.1079365079365079,0.6349206349206349,0.6256313131313131,0.0987693378729803,0.6153846153846154,0.6111821180084938,0.072957418246172,0.625,0.5622222222222222,0.0898833262940297,0.5576923076923077,12.0,12.0,2.8284271247461903,8,12.0,16,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,40,4,1.5,3.0,4.0,4.0,5.0,1.0,1.0,3.0,5.0,3.0,3.2222222222222223
ExtraTrees,0.612003367003367,0.1548450731484327,0.5887573964497042,0.6941289242984487,0.0897663112199404,0.6526550144741523,0.5693870048708758,0.0784488787146522,0.5726495726495726,0.5721843434343434,0.0933487322772714,0.5634615384615385,0.5884240759240759,0.1123036677286881,0.6086956521739131,0.6577020202020203,0.1325399181956695,0.6461538461538462,0.6070824972989659,0.0746607772523763,0.6268656716417911,0.4866666666666667,0.1217972409426197,0.4807692307692308,12.0,12.0,2.8284271247461903,8,12.0,16,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,40,4,1.5,4.0,3.0,1.0,4.0,5.0,3.0,5.0,4.0,3.0,3.5555555555555554
NaiveBayes,0.5714576318742985,0.1172732721793936,0.5822485207100592,0.623591659471013,0.1746177792053699,0.6074945029970131,0.5857016818307141,0.086717816231977,0.5982905982905983,0.5424494949494949,0.1084033040852459,0.5788461538461538,0.5563343050811081,0.1899280881942986,0.6125,0.6760101010101011,0.2152803326368733,0.7538461538461538,0.6086868686868687,0.1982554255340786,0.6758620689655173,0.4088888888888888,0.1753162926516979,0.4038461538461538,16.0,16.0,3.0983866769659336,10,18.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,47,5,1.702127659574468,5.0,5.0,6.0,6.0,6.0,2.0,4.0,1.0,5.0,4.444444444444445
XGBoost,0.5653310886644219,0.1593504422085201,0.5807692307692308,0.6455494388970549,0.1828875263347744,0.6764000616521972,0.5617700578990901,0.0807467265679261,0.5641025641025641,0.5870454545454545,0.0910639936595715,0.5576923076923077,0.5968151147098515,0.1331344602406206,0.6060606060606061,0.6674242424242424,0.1890777663944651,0.6153846153846154,0.6020062695924764,0.0794435845148822,0.6106870229007634,0.5066666666666666,0.1372750685464933,0.5,16.0,16.0,3.0983866769659336,10,18.0,18,corr_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Pre_T2/fs_method_comparison/corr_mrmr_auto_k_smote,corr_mrmr_auto_k,corr_mrmr,auto,True,47,5,1.702127659574468,6.0,6.0,5.0,1.0,2.0,5.0,6.0,6.0,5.0,4.666666666666667
