Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_GLSZM_LowGrayLevelZoneEmphasis,ADC_GLSZM_LowGrayLevelZoneEmphasis,0.07859972404074946,3
ADC_GLCM_ClusterTendency,ADC_GLCM_ClusterTendency,0.039840587508531866,3
ADC_Morph_Sphericity,ADC_Morph_Sphericity,0.038288400930905145,2
T2_GLRLM_ShortRunHighGreyLevelEmphasis,T2_GLRLM_ShortRunHighGreyLevelEmphasis,0.03399394867205264,2
T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,0.029829818573109207,3
T2_GLCM_SumVariance,T2_GLCM_SumVariance,0.02927005917998906,3
ADC_Morph_Compactness2,ADC_Morph_Compactness2,0.024935863755441916,2
ADC_GLRLM_RunEntropy,ADC_GLRLM_RunEntropy,0.02151498605979181,2
T2_GLRLM_HighGreyLevelRunEmphasis,T2_GLRLM_HighGreyLevelRunEmphasis,0.021266772960295607,2
T2_GLCM_JointVariance,T2_GLCM_JointVariance,0.019597391166407553,2
T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.015569270814943253,3
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.011713152457636997,2
T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.010574666342491715,2
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.005136021101669273,2
