Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
GLCM_ClusterProminence,GLCM_ClusterProminence,0.07860534750827745,2
GLRLM_ShortRunLowGreyLevelEmphasis,GLRLM_ShortRunLowGreyLevelEmphasis,0.042358395976094435,2
GLRLM_RunLengthVariance,GLRLM_RunLengthVariance,0.04132280859508684,3
NGTDM_Contrast,NGTDM_Contrast,0.037274615701928804,2
GLCM_ClusterShade,GLCM_ClusterShade,0.031924686576786515,5
GLSZM_HighGrayLevelZoneEmphasis,GLSZM_HighGrayLevelZoneEmphasis,0.028144922695810457,2
Morph_Asphericity,Morph_Asphericity,0.02508893992488216,3
GLRLM_LongRunLowGreyLevelEmphasis,GLRLM_LongRunLowGreyLevelEmphasis,0.021447796221673726,4
NGTDM_Busyness,NGTDM_Busyness,0.02015635445695638,4
GLCM_JointMaximum,GLCM_JointMaximum,0.019459577161167786,2
NGTDM_Strength,NGTDM_Strength,0.017721530580429978,4
GLCM_NormalisedInverseDifferenceMoment,GLCM_NormalisedInverseDifferenceMoment,0.01654856061206467,4
IH_IntensityHistogramSkewness_Intensity,IH_IntensityHistogramSkewness_Intensity,0.013809707068874275,4
IH_MaximumHistogramGradientGreyLevel_Intensity,IH_MaximumHistogramGradientGreyLevel_Intensity,0.009840555415236686,2
IH_MinimumHistogramGradientGreyLevel_Intensity,IH_MinimumHistogramGradientGreyLevel_Intensity,0.008537080498547999,4
GLRLM_RunEntropy,GLRLM_RunEntropy,0.008279843556875137,3
GLCM_Correlation,GLCM_Correlation,0.007093396827251672,5
Morph_SurfaceToVolumeRatio_cm,Morph_SurfaceToVolumeRatio_cm,0.0054376747863473145,3
GLSZM_SmallZoneEmphasis,GLSZM_SmallZoneEmphasis,0.0015224024447082491,2
