fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6358024691358024,0.7755834143114846,0.6296296296296297,0.6666666666666667,0.6666666666666666,0.8333333333333334,0.5555555555555556,6
2,0.7373737373737373,0.7994851108487473,0.6,0.606060606060606,0.6,0.6666666666666666,0.5454545454545454,6
3,0.7541666666666667,0.7701148081103324,0.6774193548387096,0.66875,0.75,0.625,0.9375,6
4,0.4125,0.5957587266165767,0.5769230769230769,0.50625,0.7027027027027027,0.6190476190476191,0.8125,6
5,0.6666666666666667,0.4909090909090909,0.38461538461538464,0.4861111111111111,0.42857142857142855,0.3,0.75,6
6,0.7111111111111111,0.7271293034450929,0.6842105263157895,0.6888888888888889,0.6666666666666666,0.75,0.6,6
7,0.6714285714285714,0.825555404294612,0.6774193548387096,0.5261904761904762,0.8,0.6896551724137931,0.9523809523809523,6
8,0.5727272727272728,0.6598865288147037,0.5945945945945946,0.5742424242424242,0.6666666666666666,0.6521739130434783,0.6818181818181818,6
9,0.7,0.7,0.5714285714285714,0.7,0.5714285714285714,0.4,1.0,6
10,0.7769230769230769,0.7222217978100329,0.7391304347826086,0.7230769230769231,0.6666666666666666,0.75,0.6,6
11,0.6823529411764706,0.5380391340685459,0.6666666666666666,0.6735294117647059,0.6086956521739131,0.5384615384615384,0.7,6
12,0.6166666666666667,0.7414727477162978,0.7142857142857143,0.6666666666666667,0.7894736842105263,0.75,0.8333333333333334,6
13,0.7882352941176471,0.8699822968872323,0.7407407407407407,0.6705882352941177,0.8205128205128205,0.7272727272727273,0.9411764705882353,6
14,0.5833333333333333,0.35714285714285715,0.375,0.5,0.375,0.25,0.75,6
15,0.9375,0.9901315789473684,0.8421052631578947,0.90625,0.896551724137931,1.0,0.8125,6
