Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
KNN,0.5355,+0.1250,5.11e-02,1.00e+00,✗,✗
ExtraTrees,0.5417,+0.1187,1.33e-01,1.00e+00,✗,✗
GradientBoosting,0.5573,+0.1032,6.88e-02,1.00e+00,✗,✗
XGBoost,0.5608,+0.0997,2.75e-01,1.00e+00,✗,✗
RandomForest,0.5677,+0.0928,1.06e-01,1.00e+00,✗,✗
LightGBM,0.5896,+0.0709,1.72e-01,1.00e+00,✗,✗
LogisticRegression,0.6381,+0.0224,8.24e-01,1.00e+00,✗,✗
SVM_Linear,0.6506,+0.0098,5.96e-01,1.00e+00,✗,✗
SVM_RBF,0.6574,+0.0031,8.60e-01,1.00e+00,✗,✗
