Feature_Original,Feature_Index,Feature_Sanitized,MeanAbsSHAP,Selection_Count
IH_MinimumHistogramGradientGreyLevel_Intensity,85,IH_MinimumHistogramGradientGreyLevel_Intensity,0.06219294837751255,11
IH_IntensityHistogramMode_Intensity,69,IH_IntensityHistogramMode_Intensity,0.05630079453475766,7
Morph_Compactness2,7,Morph_Compactness2,0.03504779286005021,6
Morph_Compactness1,6,Morph_Compactness1,0.032298901787693485,11
Morph_Sphericity,9,Morph_Sphericity,0.030936610315213185,13
