model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
SVM_RBF,0.7559943977591036,0.18393741223584875,0.7133413461538461,0.8328546045814754,0.1338146082183603,0.7452620340191469,0.6728406681688106,0.14388759348206098,0.6637931034482759,0.6855648926237162,0.15594818410668204,0.6646634615384616,0.6724549643904483,0.13219544816928727,0.6829268292682927,0.6896428571428571,0.10450428280561785,0.711864406779661,0.691764705882353,0.22127657309192936,0.65625,116,5
SVM_Linear,0.7386064425770308,0.16098127808194526,0.6941105769230769,0.7657839592976631,0.12728826951814853,0.7340266731934922,0.6417443883517298,0.1333442082748532,0.6551724137931034,0.6625583566760037,0.14279294371650864,0.6514423076923077,0.6574764195434823,0.130999118548934,0.6875,0.642389306599833,0.15197601885893955,0.6875,0.7235294117647058,0.2084711193725806,0.6875,116,5
KNN,0.7359379863056332,0.1580792902247267,0.7016225961538461,0.7927397335494168,0.09005033169164592,0.7400868932097633,0.6586553910803077,0.10881479670251942,0.6637931034482759,0.6810690943043884,0.11784201237732507,0.6574519230769231,0.678918918918919,0.10159363127850049,0.7022900763358778,0.7030555555555555,0.21761615317677313,0.6865671641791045,0.7470588235294117,0.16803361008336118,0.71875,116,5
LightGBM,0.7231271397447868,0.09489039110856091,0.6505408653846154,0.7476424732424736,0.08052691944186335,0.6837437920867164,0.6179743874960782,0.10555029177605733,0.6293103448275862,0.6489098972922502,0.06519676358069738,0.6262019230769231,0.6285714285714286,0.152529689314733,0.6614173228346457,0.6316666666666667,0.1570130135363088,0.6666666666666666,0.7164705882352941,0.23359385686571024,0.65625,116,5
XGBoost,0.7180788982259569,0.05920754577760643,0.7160456730769231,0.7212031645350304,0.15482804386055002,0.7182690282795262,0.611431505091127,0.09267194297739084,0.6379310344827587,0.6201680672268907,0.07867572868188404,0.6358173076923077,0.6153471915081822,0.1368390346982811,0.6666666666666666,0.6292759528053645,0.19294300549875884,0.6774193548387096,0.6450980392156862,0.11270672833882282,0.65625,116,5
LogisticRegression,0.7158037659508247,0.15085966190346564,0.6956129807692308,0.7355090724494981,0.15166921696171023,0.7306788408666144,0.6348478366275919,0.14031468371667918,0.646551724137931,0.6566760037348273,0.1492235703704788,0.6436298076923077,0.6482022259950952,0.1388037143568125,0.6771653543307087,0.6366750208855472,0.15398627137311466,0.6825396825396826,0.7117647058823529,0.22041169406111993,0.671875,116,5
RandomForest,0.6998054777466542,0.07402350718263577,0.6980168269230769,0.745997132741934,0.12117179610586572,0.7671866461732233,0.6022978998507363,0.07301181163195954,0.6206896551724138,0.6101680672268908,0.047816334420608016,0.6183894230769231,0.5991176470588235,0.1333868116512699,0.6507936507936508,0.6179271708683473,0.1699391550892711,0.6612903225806451,0.6250980392156863,0.1263110408733954,0.640625,116,5
NaiveBayes,0.6955026455026455,0.1558691682917246,0.6682692307692307,0.7649296537685953,0.10990350058667314,0.7465967414654174,0.6162763944743922,0.053255455202962404,0.6120689655172413,0.6090919701213818,0.08709681479916177,0.5907451923076923,0.6653828369373045,0.08140357929793224,0.6938775510204082,0.5927655677655678,0.09349615041609494,0.6144578313253012,0.8058823529411765,0.17008037993883482,0.796875,116,5
ExtraTrees,0.6897478991596638,0.0749942340733858,0.6802884615384616,0.7637379644664287,0.10936294961189023,0.7394174128901028,0.6369722293526521,0.04125296170056817,0.646551724137931,0.6605742296918767,0.03526894428292442,0.6418269230769231,0.6531558468939873,0.0813532249528966,0.6821705426356589,0.6504975674480319,0.1401548199761909,0.676923076923077,0.7235294117647059,0.17210280986267992,0.6875,116,5
GradientBoosting,0.6047502334267041,0.10039938703362423,0.5923978365384615,0.6660519903027518,0.17790122485487564,0.6482865760979768,0.5729195782588441,0.08736604364171308,0.5775862068965517,0.599673202614379,0.08141945520533013,0.5703125,0.6039215686274509,0.10162085113607792,0.6259541984732825,0.5954474421347487,0.15273402288182392,0.6119402985074627,0.6882352941176471,0.19295552313949085,0.640625,116,5
