Feature_Original,Feature_Index,Feature_Sanitized,MeanAbsSHAP,Selection_Count
IB_MinimumIntensity,37,IB_MinimumIntensity,0.05954705811761918,6
Morph_Compactness1,6,Morph_Compactness1,0.04839671130246361,7
Morph_Sphericity,9,Morph_Sphericity,0.04576086392252806,8
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,24,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0.03396958172633741,6
GLSZM_NormalisedZoneSizeNonUniformity,140,GLSZM_NormalisedZoneSizeNonUniformity,0.0237924179141161,10
GLRLM_LongRunHighGreyLevelEmphasis,117,GLRLM_LongRunHighGreyLevelEmphasis,0.013352330441191714,7
GLCM_JointMaximum,86,GLCM_JointMaximum,0.007873533586189611,8
