fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
2,0.9948839039748132,0.9976779058730929,0.9728260869565217,0.9793388429752066,0.9789029535864979,1.0,0.9586776859504132,2
3,1.0,1.0,0.994535519125683,0.9920634920634921,0.995850622406639,0.9917355371900827,1.0,2
4,0.9970238095238095,0.9984945670023885,0.9781420765027322,0.979563492063492,0.9831932773109243,0.9915254237288136,0.975,2
