model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
NaiveBayes,0.682120292561469,0.07404325666264143,0.6947115384615385,0.7015696195510753,0.1641612532838707,0.7444881509971175,0.6353745377104665,0.07202052881500709,0.6379310344827587,0.5908870214752568,0.07182398896864389,0.6231971153846154,0.6154954954954956,0.17414689648676027,0.7,0.6011278195488722,0.14557261757890871,0.6447368421052632,0.6643137254901961,0.2504725253734145,0.765625,116,5
GradientBoosting,0.6738204170557112,0.07320526148796967,0.6206430288461537,0.7176777245063123,0.08646324456931383,0.677938268728987,0.5966895791144957,0.10430175652474895,0.6120689655172413,0.6216363211951447,0.08695237856612764,0.6033653846153846,0.6281465483024147,0.12697921617939537,0.6616541353383458,0.6032976827094474,0.14365819123800097,0.6376811594202898,0.7317647058823529,0.21736388573893642,0.6875,116,5
XGBoost,0.6672198879551821,0.06664237458463836,0.62890625,0.7198839612105548,0.07758480847082856,0.672488457060797,0.576111634009298,0.1282494756473621,0.603448275862069,0.5839869281045751,0.08986393329305732,0.5955528846153846,0.5920255183413079,0.1697936252658511,0.6515151515151515,0.5796119085592769,0.18114302237808685,0.6323529411764706,0.6568627450980392,0.1807753815155468,0.671875,116,5
SVM_Linear,0.6629201680672269,0.05837115133262068,0.6277043269230769,0.6986356735623678,0.09802930507223367,0.686237726070748,0.5965830980291491,0.07235192889637528,0.5948275862068966,0.6044841269841269,0.07655024330020255,0.5913461538461539,0.5852287581699346,0.1083908452512164,0.6299212598425197,0.6187912087912089,0.16083437797320202,0.6349206349206349,0.6133333333333333,0.21226665275628384,0.625,116,5
LogisticRegression,0.6592211328976034,0.06411546596657317,0.6376201923076923,0.7184512136498299,0.08278405017732267,0.6952198090443029,0.6056164018900392,0.054747013854775116,0.6120689655172413,0.5927077497665734,0.07112007277101767,0.6105769230769231,0.5662800194822225,0.16648695426570412,0.64,0.6061355311355311,0.19483822592247035,0.6557377049180327,0.5584313725490196,0.19462362261310037,0.625,116,5
LightGBM,0.6551431683784625,0.04307984807715234,0.6119290865384616,0.7240494690835394,0.07218214837451097,0.6485368575191787,0.5628400026620272,0.043596247826085864,0.5689655172413793,0.5801330532212885,0.027989785617407087,0.5715144230769231,0.5594312578832702,0.09123801886123813,0.5833333333333334,0.5983494936436113,0.15744305429170738,0.625,0.5709803921568627,0.0925888913780311,0.546875,116,5
ExtraTrees,0.6401128229069406,0.07855184336062282,0.6274038461538461,0.7093969506721104,0.08891537075583594,0.7004043535507039,0.5914724812945058,0.03817316838337642,0.5948275862068966,0.5806862745098039,0.050963043805389366,0.5985576923076923,0.5427565019333651,0.149127837420678,0.6050420168067226,0.600125313283208,0.18268871678735882,0.6545454545454545,0.5113725490196079,0.14283556710800355,0.5625,116,5
RandomForest,0.6118417366946778,0.08865235456826853,0.6382211538461537,0.6852459401666119,0.08676361304546142,0.7019265213010708,0.635085992983657,0.10610202919815097,0.6293103448275862,0.6226470588235294,0.08614713810232458,0.6262019230769231,0.614154135338346,0.14138362038622745,0.6614173228346457,0.6288888888888888,0.0915167123643289,0.6666666666666666,0.6286274509803922,0.19761593281208842,0.65625,116,5
SVM_RBF,0.5593884220354808,0.14874244576680917,0.60546875,0.633361642580641,0.11168399240702312,0.6418043546923093,0.5847289961305534,0.08664627854489487,0.5948275862068966,0.5858006535947713,0.08971303113294089,0.5841346153846154,0.5888888888888889,0.15025698151442804,0.6518518518518519,0.5901902398676593,0.17431746853122618,0.6197183098591549,0.652156862745098,0.2245850546034832,0.6875,116,5
KNN,0.5534772798008093,0.16982903835342278,0.5949519230769231,0.6611801791543823,0.1376452461856897,0.7054532848696382,0.50679815179259,0.11933498271213432,0.5344827586206896,0.4890242763772175,0.11352347755301355,0.5186298076923077,0.5105218047456181,0.22696605753673477,0.6142857142857143,0.4886699507389163,0.21559840523446674,0.5657894736842105,0.5772549019607844,0.28353131016639965,0.671875,116,5
