Metric,Value
ROC-AUC,0.7337740384615384
PR-AUC,0.7882566438781473
Balanced Acc.,0.6628605769230769
Sensitivity,0.671875
Specificity,0.6538461538461539
PPV,0.7049180327868853
NPV,0.6181818181818182
Kappa,0.32396891811117756
