Metric,Value
ROC-AUC,0.72
PR-AUC,0.7783227859224924
Balanced Acc.,0.6481250000000001
Sensitivity,0.65625
Specificity,0.64
PPV,0.7
NPV,0.5925925925925926
Kappa,0.29368029739776946
