fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6694214876033058,0.6491062265126436,0.6818181818181818,0.6818181818181819,0.7586206896551724,0.6111111111111112,1.0,8
2,0.6083333333333333,0.8032799095182995,0.5652173913043478,0.49166666666666664,0.6875,0.6470588235294118,0.7333333333333333,8
3,0.6111111111111112,0.5457590249256916,0.6666666666666666,0.6805555555555556,0.6666666666666666,0.5833333333333334,0.7777777777777778,8
4,0.6240601503759398,0.8587943781364833,0.6153846153846154,0.556390977443609,0.7222222222222222,0.7647058823529411,0.6842105263157895,8
5,0.5666666666666667,0.6100598086124401,0.6363636363636364,0.6416666666666666,0.6363636363636364,0.5833333333333334,0.7,8
6,0.5637254901960784,0.47757400981085196,0.41379310344827586,0.4632352941176471,0.5142857142857142,0.391304347826087,0.75,8
7,0.5384615384615384,0.669693747944522,0.5238095238095238,0.4951923076923077,0.6153846153846154,0.6153846153846154,0.6153846153846154,8
8,0.6597222222222223,0.7339170070648904,0.72,0.6354166666666666,0.8108108108108109,0.7142857142857143,0.9375,8
9,0.3650793650793651,0.6806579155479782,0.3333333333333333,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.19047619047619047,8
10,0.7142857142857143,0.41666666666666663,0.6666666666666666,0.7857142857142857,0.5714285714285714,0.4,1.0,8
11,0.6294642857142857,0.720838618618224,0.6333333333333333,0.6205357142857143,0.7027027027027027,0.6190476190476191,0.8125,8
12,0.48571428571428565,0.7094543445295063,0.5483870967741935,0.4571428571428572,0.6818181818181818,0.6521739130434783,0.7142857142857143,8
13,0.875,0.9790695415695417,0.5,0.7083333333333334,0.5882352941176471,1.0,0.4166666666666667,8
14,0.419047619047619,0.31086462557050787,0.5454545454545454,0.47619047619047616,0.2857142857142857,0.2857142857142857,0.2857142857142857,8
15,0.638888888888889,0.5716231684981685,0.5294117647058824,0.5416666666666666,0.6,0.5,0.75,8
