file_name,old_column_name,cleaned_column_name,final_column_name
ADC_single_standardized.csv,INFO_PatientName,INFO_PatientName,INFO_PatientName
ADC_single_standardized.csv,INFO_NameOfRoi,INFO_NameOfRoi,INFO_NameOfRoi
ADC_single_standardized.csv,MORPHOLOGICAL_Volume(IBSI:RNU0)[cm3],Morph_Volume_cm3,Morph_Volume_cm3
ADC_single_standardized.csv,MORPHOLOGICAL_ApproximateVolume(IBSI:YEKZ)[cm3],Morph_ApproximateVolume_cm3,Morph_ApproximateVolume_cm3
ADC_single_standardized.csv,MORPHOLOGICAL_voxelsCounting(IBSI:No)[#vx],Morph_voxelsCounting_vx,Morph_voxelsCounting_vx
ADC_single_standardized.csv,MORPHOLOGICAL_SurfaceArea(IBSI:C0JK)[cm2],Morph_SurfaceArea_cm2,Morph_SurfaceArea_cm2
ADC_single_standardized.csv,MORPHOLOGICAL_SurfaceToVolumeRatio(IBSI:2PR5)[cm],Morph_SurfaceToVolumeRatio_cm,Morph_SurfaceToVolumeRatio_cm
ADC_single_standardized.csv,MORPHOLOGICAL_Compacity(IBSI:No)[],Morph_Compacity,Morph_Compacity
ADC_single_standardized.csv,MORPHOLOGICAL_Compactness1(IBSI:SKGS)[],Morph_Compactness1,Morph_Compactness1
ADC_single_standardized.csv,MORPHOLOGICAL_Compactness2(IBSI:BQWJ)[],Morph_Compactness2,Morph_Compactness2
ADC_single_standardized.csv,MORPHOLOGICAL_SphericalDisproportion(IBSI:KRCK)[],Morph_SphericalDisproportion,Morph_SphericalDisproportion
ADC_single_standardized.csv,MORPHOLOGICAL_Sphericity(IBSI:QCFX)[],Morph_Sphericity,Morph_Sphericity
ADC_single_standardized.csv,MORPHOLOGICAL_Asphericity(IBSI:25C7)[],Morph_Asphericity,Morph_Asphericity
ADC_single_standardized.csv,MORPHOLOGICAL_MaxIntensityCoor-RoiCentroidCoor-Dist(IBSI:No)[cm],Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm
