Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
LogisticRegression,KNN,0.6559171597633136,0.5045857988165681,0.15133136094674549,3.1067521130151743,0.0018915493955729392,✓,✓,0.08511972280078227,✗
SVM_RBF,KNN,0.6396449704142013,0.5045857988165681,0.13505917159763325,3.0426496425855287,0.002345051883467858,✓,✓,0.1055273347560536,✗
SVM_Linear,KNN,0.642603550295858,0.5045857988165681,0.13801775147928996,3.034647894148706,0.0024081665259798393,✓,✓,0.10836749366909276,✗
NaiveBayes,KNN,0.6535502958579882,0.5045857988165681,0.14896449704142012,2.3628790837359412,0.01813358503794557,✓,✗,0.8160113267075507,✗
LogisticRegression,RandomForest,0.6559171597633136,0.5831360946745563,0.07278106508875726,2.19416165984342,0.028223789785376555,✓,✗,1.0,✗
XGBoost,KNN,0.6251479289940829,0.5045857988165681,0.12056213017751483,2.110379397651465,0.034825689598590434,✓,✗,1.0,✗
ExtraTrees,KNN,0.6035502958579881,0.5045857988165681,0.09896449704142007,1.7948991884287768,0.07266976327820578,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.6559171597633136,0.5678994082840236,0.08801775147928992,1.7735338624934043,0.07614028590001223,✗,✗,1.0,✗
LightGBM,KNN,0.6060650887573964,0.5045857988165681,0.10147928994082833,1.7069144347914127,0.0878379574338679,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.642603550295858,0.5831360946745563,0.059467455621301735,1.6665059494202263,0.0956126842120315,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.6396449704142013,0.5831360946745563,0.056508875739645026,1.5266015028106898,0.12686013311562724,✗,✗,1.0,✗
RandomForest,KNN,0.5831360946745563,0.5045857988165681,0.07855029585798823,1.517305574729232,0.1291895513775911,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.642603550295858,0.5678994082840236,0.0747041420118344,1.5118270975078036,0.13057785398511562,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.6559171597633136,0.6035502958579881,0.05236686390532541,1.4108339384856576,0.1582935847903052,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.6396449704142013,0.5678994082840236,0.07174556213017769,1.350685374872161,0.17679623916234388,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.6535502958579882,0.5678994082840236,0.08565088757396455,1.2513264037872545,0.21081541605541265,✗,✗,1.0,✗
XGBoost,GradientBoosting,0.6251479289940829,0.5678994082840236,0.05724852071005926,1.1562574548167608,0.2475758651313974,✗,✗,1.0,✗
NaiveBayes,RandomForest,0.6535502958579882,0.5831360946745563,0.07041420118343189,1.1343009294868678,0.25666833942138767,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.6559171597633136,0.6060650887573964,0.04985207100591715,1.114575136122455,0.26503253007214644,✗,✗,1.0,✗
