model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
SVM_RBF,0.7985230868723692,0.07762985987811895,0.7228125,0.8355788688644022,0.1053816907526887,0.795871206733347,0.6833195789717529,0.11841013484751264,0.6842105263157895,0.7068234981392876,0.10536465727104752,0.6728125,0.732899984290418,0.08594085257493808,0.7313432835820896,0.7310101010101011,0.17598603519372152,0.7,0.8030409356725146,0.15668953073545924,0.765625,114,5
SVM_Linear,0.7900402751598924,0.0978273368439209,0.72453125,0.8308542784285564,0.12502641381378934,0.7698655167050834,0.6850511807033546,0.07484734440286973,0.6842105263157895,0.7001568314726209,0.08498423740121128,0.6815625000000001,0.6952485952323795,0.12610188497119276,0.7142857142857143,0.7252380952380951,0.15715440073040984,0.7258064516129032,0.7230409356725146,0.22502923976608188,0.703125,114,5
ExtraTrees,0.7669075926731429,0.13042465622912983,0.715625,0.8459882502818967,0.11589340610165576,0.7851444514580088,0.71340977862717,0.10967982815804314,0.7105263157894737,0.7188216754006227,0.11889902571654735,0.7159375,0.7124844720496895,0.1294127960130774,0.7226890756302521,0.7685314685314686,0.0958878145057898,0.7818181818181819,0.6859117490696438,0.19135676992569228,0.671875,114,5
LogisticRegression,0.7639413961902,0.08606325649400523,0.7053125,0.7930262170372855,0.1359392616198595,0.7396306756849418,0.6607957260131173,0.0935019675235942,0.6578947368421053,0.6832270069112175,0.1032924283080606,0.6603125000000001,0.6659458188869954,0.12285494061895368,0.6776859504132231,0.7224908424908424,0.1498876034150338,0.7192982456140351,0.672514619883041,0.23371804308179003,0.640625,114,5
NaiveBayes,0.7593546308378845,0.14719580816631017,0.64140625,0.7601285490712835,0.20889627408884318,0.6536023331353399,0.6172190128711867,0.12662689418538917,0.6228070175438597,0.6172341839447102,0.13820313101372728,0.5896875,0.7116374245309778,0.09635250116935795,0.7189542483660131,0.6396217817270449,0.19874016342826573,0.6179775280898876,0.8746198830409357,0.12121699720645873,0.859375,114,5
RandomForest,0.7330652963906552,0.09775295010141097,0.7028124999999998,0.7810833375809718,0.11158956394126016,0.7382427968191465,0.6840478362217493,0.07490397619795318,0.6842105263157895,0.6972307663097137,0.08058845029898189,0.6815625000000001,0.7039174022011551,0.10058850609113826,0.7142857142857143,0.7177045177045176,0.13796859966387262,0.7258064516129032,0.7192450824029771,0.15705967412482386,0.703125,114,5
GradientBoosting,0.7304971910952773,0.0933843481345435,0.6482812500000001,0.7784791242176547,0.14078379976361363,0.7349816387858045,0.588205996901649,0.025819873086678782,0.5877192982456141,0.6060625047467152,0.04563204265424718,0.578125,0.6339987900786448,0.05831770727217741,0.6412213740458015,0.6458980785296575,0.1444833363357374,0.6268656716417911,0.6876661350345561,0.18491476261316772,0.65625,114,5
XGBoost,0.7198969070978641,0.10049517348034182,0.665,0.8077786274385502,0.0819470586739379,0.7662845143294559,0.6177054829228742,0.06950514753385717,0.6140350877192983,0.6288296498822815,0.08282094638658645,0.6059375,0.6590480172001911,0.07699864026537503,0.6615384615384615,0.6638994991936168,0.12123660387529901,0.6515151515151515,0.7104731525784157,0.18317878231150544,0.671875,114,5
KNN,0.7191611144481959,0.133508116491609,0.651875,0.7804154851843639,0.11495423928297657,0.7417099062955729,0.5861616644225339,0.07382150706058961,0.5877192982456141,0.6087174375332269,0.10841587268563764,0.5803125,0.6208297755883964,0.10737134884756223,0.6356589147286822,0.6452991452991453,0.18444515735388153,0.6307692307692307,0.6697076023391813,0.23196329378994449,0.640625,114,5
LightGBM,0.7148996343015482,0.07895298215533152,0.6703125,0.7924003985238376,0.09308665545333358,0.6954111951556375,0.6177054829228742,0.06950514753385717,0.6140350877192983,0.6313296498822816,0.0756721350436839,0.6125,0.6347132833066336,0.10370294813402682,0.6451612903225806,0.673015873015873,0.11603598020633057,0.6666666666666666,0.6571398192450824,0.2186942114453706,0.625,114,5
