Single_Tag,Dataset,Original_Input_File,Single_Input_File,Rows,Columns_Total,N_Features_Total,Label_Column,Label_Counts,Status,Error,Result_Source,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Pooled_PR_AUC,Mean_Bal_Acc,Pooled_Bal_Acc,Mean_F1,Pooled_F1,Mean_Specificity,Pooled_Specificity,Avg_Features,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count,Composite_Rank_Score,Run_Name,Run_Dir,Run_Status,Final_Status,Result_Error
Post2,Post2,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/Post2_M1.csv,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Single/output/all_single_datasets_standardized/Post2_single_standardized.csv,117,148,145,Label,"{""1"": 65, ""0"": 52}",dataset_standardized,,nested_cv_outputs_single_dataset_batch_smote_compare/Post2/fs_method_comparison/_comparison_summary/publication_fs_comparison_best_per_method.csv,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,SVM_RBF,0.7897615039281706,0.1272521514572494,0.7440828402366864,0.8761986278988442,0.8146227235534622,0.6882954545454545,0.6692307692307693,0.6944312733786417,0.7121212121212122,0.6244444444444444,0.6153846153846154,10.8,22,5,2.4545454545454546,,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_single_dataset_batch_smote_compare/Post2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,completed,success,
Post1,Post1,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/Post1_M1.csv,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Single/output/all_single_datasets_standardized/Post1_single_standardized.csv,116,148,145,Label,"{""1"": 64, ""0"": 52}",dataset_standardized,,nested_cv_outputs_single_dataset_batch_smote_compare/Post1/fs_method_comparison/_comparison_summary/publication_fs_comparison_best_per_method.csv,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,KNN,0.7672478991596638,0.0981678212557853,0.7647235576923077,0.798354315666422,0.8150282786635179,0.6785504201680672,0.7049278846153846,0.6263520871143375,0.7008547008547008,0.7869047619047619,0.7692307692307693,7.2,17,5,2.1176470588235294,,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_single_dataset_batch_smote_compare/Post1/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,completed,success,
ADC,ADC,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/ADC_M1.csv,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Single/output/all_single_datasets_standardized/ADC_single_standardized.csv,114,147,144,Label,"{""1"": 64, ""0"": 50}",dataset_standardized,,nested_cv_outputs_single_dataset_batch_smote_compare/ADC/fs_method_comparison/_comparison_summary/publication_fs_comparison_best_per_method.csv,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,SVM_Linear,0.7641100685598292,0.0801971311881608,0.6912499999999999,0.7985308324026308,0.7204339314980122,0.6926427811954128,0.6825,0.670807453416149,0.6837606837606838,0.7418831168831169,0.74,8.8,29,4,1.5172413793103448,,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_single_dataset_batch_smote_compare/ADC/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,completed,success,
Pre,Pre,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/Pre_M1.csv,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Single/output/all_single_datasets_standardized/Pre_single_standardized.csv,117,148,145,Label,"{""1"": 65, ""0"": 52}",dataset_standardized,,nested_cv_outputs_single_dataset_batch_smote_compare/Pre/fs_method_comparison/_comparison_summary/publication_fs_comparison_best_per_method.csv,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,LogisticRegression,0.6981748035914702,0.0703878787130751,0.6786982248520711,0.7527950189509405,0.7395409264937207,0.592121212121212,0.5942307692307692,0.609094304388422,0.6356589147286822,0.5488888888888889,0.5576923076923077,10.4,34,5,1.5294117647058822,,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_single_dataset_batch_smote_compare/Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,completed,success,
T2,T2,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/T2_M1.csv,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Single/output/all_single_datasets_standardized/T2_single_standardized.csv,117,148,145,Label,"{""1"": 65, ""0"": 52}",dataset_standardized,,nested_cv_outputs_single_dataset_batch_smote_compare/T2/fs_method_comparison/_comparison_summary/publication_fs_comparison_best_per_method.csv,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,SVM_RBF,0.6744991582491583,0.0494379918900018,0.6420118343195267,0.7083171821340213,0.6790838135038568,0.592260101010101,0.5903846153846154,0.5853632478632479,0.6129032258064516,0.5866666666666667,0.5961538461538461,12.4,26,5,2.3846153846153846,,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_single_dataset_batch_smote_compare/T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,completed,success,
