Model,Mean_AUC,Std_AUC,Min_AUC,Max_AUC,Mean_PR_AUC,Std_PR_AUC,Min_PR_AUC,Max_PR_AUC,Mean_Accuracy,Std_Accuracy,Min_Accuracy,Max_Accuracy,Mean_Balanced_Accuracy,Std_Balanced_Accuracy,Min_Balanced_Accuracy,Max_Balanced_Accuracy,Mean_Precision,Std_Precision,Min_Precision,Max_Precision,Mean_Recall,Std_Recall,Min_Recall,Max_Recall,Mean_F1,Std_F1,Min_F1,Max_F1,Mean_Specificity,Std_Specificity,Min_Specificity,Max_Specificity,Mean_n_feats,Std_n_feats,Min_n_feats,Max_n_feats
SVM_RBF,0.7632990974167445,0.1381395035992118,0.55,0.9259259259259258,0.816849522055324,0.04345605954196891,0.7651633986928104,0.8688533512495451,0.6700136904252588,0.06075153859883109,0.5833333333333334,0.7307692307692307,0.6993137254901961,0.04451983225639698,0.6323529411764706,0.7524509803921569,0.7423737373737374,0.2443950300668059,0.375,1.0,0.7152941176470589,0.2295474711742461,0.4,1.0,0.6667743067743068,0.10619152808542688,0.5454545454545454,0.8,0.6833333333333332,0.25579698740491863,0.4444444444444444,1.0,5.6,2.6076809620810595,4.0,10.0
SVM_Linear,0.7588632119514472,0.10846057059901548,0.5875,0.8888888888888888,0.8075531273577907,0.04068355398035597,0.7555555555555555,0.8613346547640214,0.6575026382590342,0.00920689315843915,0.6451612903225806,0.6666666666666666,0.6844444444444444,0.06033754214993447,0.630718954248366,0.7777777777777778,0.7293506493506493,0.211147524523727,0.42857142857142855,1.0,0.6799999999999999,0.22984875424284903,0.4,1.0,0.6488522288522288,0.06608054205894284,0.5714285714285714,0.7272727272727273,0.6888888888888889,0.2173067468400883,0.5,1.0,5.6,2.6076809620810595,4.0,10.0
LogisticRegression,0.7490701836290071,0.11051867067158874,0.5625,0.8518518518518519,0.7959318654977745,0.05938778016670509,0.7222222222222222,0.855919006398546,0.6353393609233431,0.0881153908773825,0.5,0.7307692307692307,0.6673692810457517,0.03352360232641279,0.6323529411764706,0.7107843137254902,0.678888888888889,0.20527007202496864,0.3333333333333333,0.8333333333333334,0.7152941176470589,0.2295474711742461,0.4,1.0,0.6451382416899658,0.12534256580779166,0.5,0.8,0.6194444444444445,0.2298180976874784,0.3333333333333333,0.875,5.6,2.6076809620810595,4.0,10.0
ExtraTrees,0.7418588546529723,0.08440496029115388,0.6124999999999999,0.8148148148148148,0.8187874080887421,0.04316303670989542,0.7744542245061017,0.8664761343582617,0.6284428091992051,0.08405744898244544,0.5,0.7307692307692307,0.6442857142857144,0.05322065989767502,0.5555555555555556,0.6895424836601307,0.7138347763347763,0.2649755756408823,0.2857142857142857,1.0,0.5933333333333333,0.19454103164885786,0.3,0.8235294117647058,0.5942124542124542,0.16223848059280155,0.4,0.8,0.6952380952380952,0.22198116176918728,0.4444444444444444,1.0,5.6,2.6076809620810595,4.0,10.0
LightGBM,0.7190787426081544,0.07237086076864051,0.625,0.8148148148148148,0.7990350864752902,0.03682735520149999,0.7651503356436943,0.8580994094522161,0.6452687221319034,0.113767370436672,0.5,0.7692307692307693,0.6540756302521007,0.084101885069121,0.5555555555555556,0.7401960784313726,0.6642683632157317,0.22183192559841305,0.2857142857142857,0.8461538461538461,0.6486274509803921,0.1708607244476772,0.4,0.8823529411764706,0.6308333333333334,0.17686506155823992,0.4,0.8333333333333334,0.6595238095238095,0.15689414340509927,0.4444444444444444,0.8333333333333334,5.6,2.6076809620810595,4.0,10.0
RandomForest,0.7125217864923747,0.12232717817235142,0.5125000000000001,0.8148148148148148,0.8056586069052425,0.05225067386614227,0.7255421865715983,0.8632801118527762,0.6361351168915128,0.09658844919049933,0.5,0.7692307692307693,0.6476680672268907,0.06085466429805737,0.5555555555555556,0.7189542483660131,0.676173957621326,0.22412216752200015,0.2857142857142857,0.8181818181818182,0.6250980392156862,0.1790358216998747,0.4,0.8823529411764706,0.6152380952380951,0.16125218626020593,0.4,0.8333333333333334,0.6702380952380953,0.1826280841841666,0.4444444444444444,0.875,5.6,2.6076809620810595,4.0,10.0
NaiveBayes,0.7048692810457516,0.09234226702858116,0.575,0.8186274509803921,0.7228718725293166,0.18515986211327834,0.40277777777777773,0.853344225822623,0.6382129241417339,0.05627675452911663,0.5833333333333334,0.7307692307692307,0.6467577030812325,0.022665189653286347,0.6111111111111112,0.6642156862745098,0.7016666666666667,0.21216476825545022,0.3333333333333333,0.875,0.5780392156862744,0.20135259652570467,0.4,0.8823529411764706,0.5938556487522005,0.13685984604078105,0.4444444444444444,0.8108108108108109,0.7154761904761905,0.2060895802605331,0.4444444444444444,0.9166666666666666,5.6,2.6076809620810595,4.0,10.0
GradientBoosting,0.700296451914099,0.15455583795283107,0.4625,0.8888888888888888,0.7573374918706988,0.06677626840870318,0.6803751803751803,0.8385762142092066,0.5916317275605374,0.08751881814190027,0.5,0.6923076923076923,0.6232749766573296,0.06299751072848404,0.5125,0.6666666666666666,0.6311779448621555,0.1863156613621319,0.3333333333333333,0.8,0.6564705882352941,0.2504528770020738,0.4,1.0,0.5972239791974137,0.12289042221275158,0.47058823529411764,0.7777777777777778,0.5900793650793651,0.20183360468676076,0.3333333333333333,0.8333333333333334,5.6,2.6076809620810595,4.0,10.0
KNN,0.6805217086834734,0.10465362372699735,0.5062500000000001,0.7777777777777777,0.7651586300694767,0.038313506507362774,0.7218300653594771,0.821493430595281,0.6325632469125239,0.11901659345049717,0.5,0.7692307692307693,0.6487301587301587,0.09436755656811975,0.5392156862745098,0.7450980392156863,0.69356591121297,0.26515495237545306,0.2857142857142857,1.0,0.6133333333333333,0.19753576075779858,0.4,0.8235294117647058,0.607563025210084,0.17385618407763925,0.4,0.8235294117647058,0.684126984126984,0.19971004428636957,0.4444444444444444,1.0,5.6,2.6076809620810595,4.0,10.0
XGBoost,0.6657282913165267,0.14751743142577753,0.475,0.8888888888888888,0.7178609184623025,0.04881236166544136,0.6432053975436328,0.7557534211877683,0.5892002509911298,0.12589024417469635,0.4482758620689655,0.7692307692307693,0.6145238095238096,0.11027617617228223,0.48039215686274506,0.7222222222222222,0.5912785752259436,0.14953476472832722,0.375,0.7894736842105263,0.6599999999999999,0.3373620440845818,0.29411764705882354,1.0,0.5762703962703963,0.19679088723840815,0.38461538461538464,0.8333333333333334,0.569047619047619,0.13938686238267897,0.42857142857142855,0.75,5.6,2.6076809620810595,4.0,10.0
