Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
SVM_RBF,XGBoost,0.7442908653846154,0.6256009615384615,0.11868990384615397,2.8348304746075557,0.0045850008719697235,✓,✓,0.20632503923863757,✗
SVM_RBF,GradientBoosting,0.7442908653846154,0.6618088942307692,0.08248197115384626,2.6810667762278757,0.007338786988936243,✓,✓,0.3302454145021309,✗
SVM_Linear,XGBoost,0.7373798076923077,0.6256009615384615,0.11177884615384626,2.633242102351212,0.008457403776437035,✓,✓,0.38058316993966657,✗
LogisticRegression,XGBoost,0.73046875,0.6256009615384615,0.10486778846153855,2.5018239099700894,0.012355536157703838,✓,✗,0.5559991270966728,✗
ExtraTrees,XGBoost,0.7244591346153846,0.6256009615384615,0.09885817307692313,2.4007257728277596,0.016362593463415565,✓,✗,0.7363167058537003,✗
ExtraTrees,GradientBoosting,0.7244591346153846,0.6618088942307692,0.06265024038461542,2.3450440531179244,0.01902483159978054,✓,✗,0.8561174219901243,✗
SVM_Linear,GradientBoosting,0.7373798076923077,0.6618088942307692,0.07557091346153855,2.330464369598887,0.01978162107918286,✓,✗,0.8901729485632287,✗
SVM_RBF,RandomForest,0.7442908653846154,0.689453125,0.05483774038461542,2.209798534864926,0.02711914746458603,✓,✗,1.0,✗
LogisticRegression,GradientBoosting,0.73046875,0.6618088942307692,0.06865985576923084,2.1849244354715776,0.028894387539084455,✓,✗,1.0,✗
SVM_Linear,RandomForest,0.7373798076923077,0.689453125,0.04792668269230771,1.7868140992916788,0.07396753978084714,✗,✗,1.0,✗
ExtraTrees,RandomForest,0.7244591346153846,0.689453125,0.03500600961538458,1.737035321804944,0.0823809363975669,✗,✗,1.0,✗
RandomForest,XGBoost,0.689453125,0.6256009615384615,0.06385216346153855,1.7129009632723147,0.08673076104745345,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.7442908653846154,0.6878004807692308,0.05649038461538458,1.6978369383448821,0.08953854209096643,✗,✗,1.0,✗
KNN,XGBoost,0.689453125,0.6256009615384615,0.06385216346153855,1.6949233266635666,0.09008996676896322,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.73046875,0.689453125,0.041015625,1.590630598656725,0.1116927340415865,✗,✗,1.0,✗
SVM_RBF,NaiveBayes,0.7442908653846154,0.6944110576923077,0.04987980769230771,1.5368633335959507,0.12432678012890018,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.7373798076923077,0.6878004807692308,0.04957932692307687,1.522359295004598,0.1279190782321944,✗,✗,1.0,✗
LightGBM,XGBoost,0.6878004807692308,0.6256009615384615,0.062199519230769384,1.4547270767256246,0.1457448334650012,✗,✗,1.0,✗
SVM_RBF,LogisticRegression,0.7442908653846154,0.73046875,0.013822115384615419,1.4298284520253983,0.1527662609428225,✗,✗,1.0,✗
NaiveBayes,XGBoost,0.6944110576923077,0.6256009615384615,0.06881009615384626,1.3738703774039474,0.1694819274635101,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.7244591346153846,0.6878004807692308,0.036658653846153744,1.3188050686568997,0.18723428930338282,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.73046875,0.6878004807692308,0.04266826923076916,1.295530482183896,0.19513729299925042,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.7373798076923077,0.6944110576923077,0.04296875,1.2867170506738923,0.1981929278611385,✗,✗,1.0,✗
