fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.8429752066115702,0.8009962259962259,0.6818181818181818,0.6818181818181819,0.6956521739130435,0.6666666666666666,0.7272727272727273,8
2,0.21666666666666667,0.5152120382147977,0.34782608695652173,0.5,0.0,0.0,0.0,8
3,0.7129629629629629,0.68498260998261,0.6666666666666666,0.6666666666666666,0.631578947368421,0.6,0.6666666666666666,8
4,0.7894736842105263,0.931894377888455,0.7307692307692307,0.6353383458646616,0.8205128205128205,0.8,0.8421052631578947,8
5,0.8166666666666667,0.777603785103785,0.7272727272727273,0.7333333333333334,0.7272727272727273,0.6666666666666666,0.8,8
6,0.5882352941176471,0.5458078958078959,0.5172413793103449,0.5637254901960784,0.5882352941176471,0.45454545454545453,0.8333333333333334,8
7,0.625,0.8198024198024196,0.6190476190476191,0.6923076923076923,0.5555555555555556,1.0,0.38461538461538464,8
8,0.7013888888888888,0.7920114317656888,0.68,0.6527777777777778,0.75,0.75,0.75,8
9,0.4761904761904762,0.7442263857185034,0.5333333333333333,0.4126984126984127,0.6818181818181818,0.6521739130434783,0.7142857142857143,8
10,0.7142857142857143,0.41666666666666663,0.4444444444444444,0.6428571428571428,0.4444444444444444,0.2857142857142857,1.0,8
11,0.6428571428571429,0.6620111908366219,0.7333333333333333,0.7366071428571428,0.7333333333333333,0.7857142857142857,0.6875,8
12,0.5333333333333333,0.6773536235347309,0.45161290322580644,0.49047619047619045,0.48484848484848486,0.6666666666666666,0.38095238095238093,8
13,0.9166666666666666,0.9880952380952382,0.8571428571428571,0.7083333333333333,0.9166666666666666,0.9166666666666666,0.9166666666666666,8
14,0.419047619047619,0.4228741496598639,0.36363636363636365,0.5333333333333333,0.5,0.3333333333333333,1.0,8
15,0.6944444444444444,0.7269307081807082,0.5294117647058824,0.5416666666666666,0.6,0.5,0.75,8
