Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
IH_IntensityHistogramMedian_Intensity,4,0.8,True
Morph_Compactness2,3,0.6,True
Morph_Sphericity,3,0.6,True
GLSZM_SmallZoneEmphasis,2,0.4,True
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,2,0.4,True
Morph_SurfaceToVolumeRatio_cm,2,0.4,True
GLCM_ClusterTendency,2,0.4,True
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,2,0.4,True
Morph_SphericalDisproportion,2,0.4,True
GLSZM_LargeZoneHighGreyLevelEmphasis,2,0.4,True
GLSZM_LargeZoneEmphasis,2,0.4,True
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2,False
LOCAL_INTENSITY_HISTOGRAM_LocalIntensityPeak_Intensity,1,0.2,False
IH_MaximumHistogramGradient_Intensity,1,0.2,False
IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,1,0.2,False
Morph_SphereDiameter_mm,1,0.2,False
GLCM_JointEntropyLog2,1,0.2,False
Morph_Compacity,1,0.2,False
GLSZM_LowGrayLevelZoneEmphasis,1,0.2,False
GLSZM_ZoneSizeNonUniformity,1,0.2,False
GLCM_AngularSecondMoment,1,0.2,False
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.2,False
GLRLM_ShortRunLowGreyLevelEmphasis,1,0.2,False
Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,1,0.2,False
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,1,0.2,False
NGTDM_Coarseness,1,0.2,False
IB_MedianIntensity,1,0.2,False
IH_IntensityHistogramMaximumGreyLevel_Intensity,1,0.2,False
IB_MaximumIntensity,1,0.2,False
