Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
SVM_Linear,KNN,0.7987301587301586,0.6707936507936508,0.1279365079365078,4.423180476134264,9.725843022277477e-06,✓,✓,0.00043766293600248647,✓
LogisticRegression,KNN,0.7806349206349207,0.6707936507936508,0.10984126984126985,3.5941168986979615,0.0003254936837879314,✓,✓,0.014647215770456912,✓
SVM_Linear,XGBoost,0.7987301587301586,0.6526984126984127,0.14603174603174596,3.2284659315627433,0.0012445608216607228,✓,✓,0.056005236974732524,✗
SVM_Linear,NaiveBayes,0.7987301587301586,0.6822222222222222,0.11650793650793645,3.1391527557431824,0.0016943709673112983,✓,✓,0.07624669352900842,✗
SVM_Linear,SVM_RBF,0.7987301587301586,0.7177777777777777,0.08095238095238089,2.9418089119283866,0.003263012100990188,✓,✓,0.14683554454455847,✗
LogisticRegression,SVM_RBF,0.7806349206349207,0.7177777777777777,0.06285714285714294,2.878257139986657,0.003998790445897891,✓,✓,0.1799455700654051,✗
LogisticRegression,XGBoost,0.7806349206349207,0.6526984126984127,0.12793650793650801,2.8756390810028165,0.004032104654364298,✓,✓,0.1814447094463934,✗
SVM_Linear,ExtraTrees,0.7987301587301586,0.7044444444444445,0.09428571428571408,2.8420865662505674,0.004481932006248079,✓,✓,0.20168694028116357,✗
SVM_Linear,GradientBoosting,0.7987301587301586,0.7022222222222222,0.09650793650793643,2.756819227866085,0.005836660919103855,✓,✓,0.2626497413596735,✗
LogisticRegression,ExtraTrees,0.7806349206349207,0.7044444444444445,0.07619047619047614,2.6538797366253735,0.007957218120172303,✓,✓,0.35807481540775365,✗
LogisticRegression,NaiveBayes,0.7806349206349207,0.6822222222222222,0.09841269841269851,2.647033205579784,0.008120137919065974,✓,✓,0.36540620635796883,✗
LogisticRegression,GradientBoosting,0.7806349206349207,0.7022222222222222,0.07841269841269849,2.4221646752532946,0.015428357313018764,✓,✗,0.6942760790858443,✗
SVM_Linear,LightGBM,0.7987301587301586,0.6982539682539682,0.10047619047619039,2.4021777564859192,0.016297786716453135,✓,✗,0.733400402240391,✗
