Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
XGBoost,0.7085,+0.0967,1.91e-01,1.00e+00,✗,✗
KNN,0.7095,+0.0958,1.29e-01,1.00e+00,✗,✗
LightGBM,0.7147,+0.0905,1.22e-01,1.00e+00,✗,✗
RandomForest,0.7395,+0.0657,9.48e-01,1.00e+00,✗,✗
GradientBoosting,0.7416,+0.0636,1.12e-01,1.00e+00,✗,✗
ExtraTrees,0.7531,+0.0521,7.12e-01,1.00e+00,✗,✗
NaiveBayes,0.7684,+0.0368,6.07e-02,1.00e+00,✗,✗
LogisticRegression,0.7718,+0.0334,3.91e-01,1.00e+00,✗,✗
SVM_Linear,0.7833,+0.0219,6.01e-01,1.00e+00,✗,✗
