Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
RandomForest,LightGBM,0.739375,0.6631250000000001,0.07624999999999993,2.345474375716756,0.019002884753584578,✓,✗,0.855129813911306,✗
SVM_Linear,NaiveBayes,0.7225,0.65265625,0.06984374999999998,2.0887584668837733,0.036729470848883575,✓,✗,1.0,✗
RandomForest,XGBoost,0.739375,0.6834375,0.05593749999999997,2.054328411206993,0.039943916708304425,✓,✗,1.0,✗
LogisticRegression,NaiveBayes,0.7128125,0.65265625,0.06015624999999991,1.8924082146618095,0.058436612375857795,✗,✗,1.0,✗
SVM_RBF,NaiveBayes,0.7370312499999999,0.65265625,0.08437499999999987,1.8755265583235008,0.06072031930982219,✗,✗,1.0,✗
GradientBoosting,RandomForest,0.6770312500000001,0.739375,-0.06234374999999992,-1.8532817112086282,0.06384199113043149,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.725,0.6631250000000001,0.0618749999999999,1.7868567862355058,0.07396063847045091,✗,✗,1.0,✗
NaiveBayes,RandomForest,0.65265625,0.739375,-0.08671874999999996,-1.6894321181444223,0.0911366503054425,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.7370312499999999,0.6770312500000001,0.05999999999999983,1.590578582588992,0.11170444763305296,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.7370312499999999,0.6631250000000001,0.07390624999999984,1.5464578479286408,0.12199403264440717,✗,✗,1.0,✗
SVM_RBF,KNN,0.7370312499999999,0.68203125,0.05499999999999994,1.519117339756542,0.12873296284741922,✗,✗,1.0,✗
NaiveBayes,ExtraTrees,0.65265625,0.725,-0.07234374999999993,-1.514794915366004,0.1298243485331259,✗,✗,1.0,✗
RandomForest,KNN,0.739375,0.68203125,0.05734375000000003,1.4994133344627851,0.13376643643365135,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.7225,0.6631250000000001,0.059374999999999956,1.4151114417941466,0.1570358239920056,✗,✗,1.0,✗
SVM_RBF,XGBoost,0.7370312499999999,0.6834375,0.053593749999999885,1.3076129661813702,0.19100461677631497,✗,✗,1.0,✗
ExtraTrees,XGBoost,0.725,0.6834375,0.04156249999999995,1.2680929575535151,0.20476475618071766,✗,✗,1.0,✗
ExtraTrees,GradientBoosting,0.725,0.6770312500000001,0.04796874999999989,1.2663480625272847,0.20538849672633208,✗,✗,1.0,✗
SVM_Linear,KNN,0.7225,0.68203125,0.04046875000000005,1.205493519175251,0.22801283841248965,✗,✗,1.0,✗
ExtraTrees,KNN,0.725,0.68203125,0.04296875,1.1565229406536814,0.24746732163316965,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.7128125,0.6631250000000001,0.049687499999999885,1.1506077998474546,0.2498936226925763,✗,✗,1.0,✗
SVM_Linear,LogisticRegression,0.7225,0.7128125,0.009687500000000071,1.138386789746207,0.25495900774386115,✗,✗,1.0,✗
SVM_Linear,XGBoost,0.7225,0.6834375,0.0390625,1.0732870878995713,0.28314232672543094,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.7225,0.6770312500000001,0.04546874999999995,1.06038328441812,0.2889702636177388,✗,✗,1.0,✗
LogisticRegression,KNN,0.7128125,0.68203125,0.030781249999999982,0.9003851004272957,0.3679153471225727,✗,✗,1.0,✗
SVM_RBF,LogisticRegression,0.7370312499999999,0.7128125,0.024218749999999956,0.8579961084071228,0.3908946123071,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.7128125,0.6770312500000001,0.035781249999999876,0.8074257995399229,0.41942120791735094,✗,✗,1.0,✗
LogisticRegression,XGBoost,0.7128125,0.6834375,0.02937499999999993,0.7912368314427909,0.42880580237228594,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.7128125,0.739375,-0.026562500000000044,-0.7070668378567411,0.47952494304782967,✗,✗,1.0,✗
LightGBM,XGBoost,0.6631250000000001,0.6834375,-0.020312499999999956,-0.6668329281295347,0.5048788571956748,✗,✗,1.0,✗
NaiveBayes,KNN,0.65265625,0.68203125,-0.02937499999999993,-0.6371094437507375,0.5240535575938183,✗,✗,1.0,✗
NaiveBayes,XGBoost,0.65265625,0.6834375,-0.030781249999999982,-0.6139302026280308,0.5392614509749896,✗,✗,1.0,✗
ExtraTrees,RandomForest,0.725,0.739375,-0.014375000000000027,-0.6109427576851901,0.5412374768260626,✗,✗,1.0,✗
SVM_RBF,SVM_Linear,0.7370312499999999,0.7225,0.014531249999999885,0.5234528908652913,0.6006591258901862,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.7225,0.739375,-0.016874999999999973,-0.47379351108166645,0.6356471623057682,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.65265625,0.6770312500000001,-0.024375000000000036,-0.41529517931510046,0.6779258297801765,✗,✗,1.0,✗
LightGBM,KNN,0.6631250000000001,0.68203125,-0.018906249999999902,-0.39437381848120573,0.6933050705723531,✗,✗,1.0,✗
SVM_RBF,ExtraTrees,0.7370312499999999,0.725,0.012031249999999938,0.36921278340386227,0.7119691282089191,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.7128125,0.725,-0.012187500000000018,-0.3611582264436287,0.7179811680059625,✗,✗,1.0,✗
GradientBoosting,LightGBM,0.6770312500000001,0.6631250000000001,0.013906250000000009,0.3113842125492551,0.7555085543205683,✗,✗,1.0,✗
NaiveBayes,LightGBM,0.65265625,0.6631250000000001,-0.010468750000000027,-0.18560690229578644,0.852753040376332,✗,✗,1.0,✗
GradientBoosting,XGBoost,0.6770312500000001,0.6834375,-0.006406249999999947,-0.1651873047163463,0.8687965573647103,✗,✗,1.0,✗
GradientBoosting,KNN,0.6770312500000001,0.68203125,-0.004999999999999893,-0.11125109372631868,0.9114172361262278,✗,✗,1.0,✗
SVM_Linear,ExtraTrees,0.7225,0.725,-0.0024999999999999467,-0.07995211558888374,0.936275340212753,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.7370312499999999,0.739375,-0.002343750000000089,-0.06513605030000393,0.9480656773766567,✗,✗,1.0,✗
KNN,XGBoost,0.68203125,0.6834375,-0.0014062500000000533,-0.033675526922241523,0.9731358945877844,✗,✗,1.0,✗
