fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6790123456790123,0.8158349161652657,0.7407407407407407,0.6388888888888888,0.8292682926829268,0.7391304347826086,0.9444444444444444,10
2,0.48484848484848486,0.6034099293457583,0.5,0.5050505050505051,0.5,0.5555555555555556,0.45454545454545453,10
3,0.8666666666666667,0.8797777827392765,0.6129032258064516,0.625,0.4,1.0,0.25,10
4,0.59375,0.6945839400920417,0.5769230769230769,0.6375,0.5217391304347826,0.8571428571428571,0.375,10
5,0.5555555555555556,0.5179924242424242,0.46153846153846156,0.5416666666666666,0.46153846153846156,0.3333333333333333,0.75,10
6,0.7333333333333333,0.7458365164247517,0.631578947368421,0.6333333333333333,0.631578947368421,0.6666666666666666,0.6,10
7,0.49523809523809526,0.6853097220074746,0.4838709677419355,0.5404761904761904,0.5,0.7272727272727273,0.38095238095238093,10
8,0.6424242424242426,0.7445425808182671,0.5945945945945946,0.5742424242424242,0.6666666666666666,0.6521739130434783,0.6818181818181818,10
9,1.0,1.0,0.7142857142857143,0.8,0.6666666666666666,0.5,1.0,10
10,0.7615384615384616,0.7444198193111236,0.782608695652174,0.7615384615384615,0.7058823529411765,0.8571428571428571,0.6,10
11,0.8352941176470589,0.862705486234898,0.8518518518518519,0.8205882352941176,0.7777777777777778,0.875,0.7,10
12,0.4166666666666667,0.5870686155408378,0.35714285714285715,0.4777777777777778,0.1,0.5,0.05555555555555555,10
13,0.6941176470588235,0.7533272569650279,0.6666666666666666,0.6735294117647059,0.7096774193548387,0.7857142857142857,0.6470588235294118,10
14,0.6875,0.5416666666666666,0.25,0.4166666666666667,0.3333333333333333,0.21428571428571427,0.75,10
15,0.9583333333333334,0.9924172794117647,0.631578947368421,0.78125,0.72,1.0,0.5625,10
