precision,recall,threshold
0.5517241379310345,1.0,0.007901185197213478
0.5565217391304348,1.0,0.008090001576020026
0.5614035087719298,1.0,0.009548497314589106
0.5663716814159292,1.0,0.014284020822670501
0.5625,0.984375,0.015297722086634264
0.5585585585585585,0.96875,0.015732256244363606
0.5545454545454546,0.953125,0.023768842923021897
0.5596330275229358,0.953125,0.02895241589803621
0.5648148148148148,0.953125,0.03148614585992569
0.5700934579439252,0.953125,0.033794336827947635
0.5660377358490566,0.9375,0.04753189275848091
0.5714285714285714,0.9375,0.04974631582277461
0.5673076923076923,0.921875,0.05020730605812831
0.5728155339805825,0.921875,0.0838951552975463
0.5784313725490197,0.921875,0.13825606841976032
0.5742574257425742,0.90625,0.20207073568750714
0.58,0.90625,0.22699500788790858
0.5858585858585859,0.90625,0.23301985874411799
0.5918367346938775,0.90625,0.30761398731653755
0.5876288659793815,0.890625,0.35556374405351154
0.5833333333333334,0.875,0.36895053917310583
0.5894736842105263,0.875,0.37004425356715875
0.5851063829787234,0.859375,0.38124126615693277
0.5913978494623656,0.859375,0.3819729997408862
0.5978260869565217,0.859375,0.3954851573484597
0.6,0.84375,0.39882114456893014
0.6022727272727273,0.828125,0.3996530198147982
0.5977011494252874,0.8125,0.4041363372372854
0.5930232558139535,0.796875,0.4065270557686857
0.6,0.796875,0.47554896231158317
0.5952380952380952,0.78125,0.487876786436138
0.6024096385542169,0.78125,0.4915708752555682
0.6125,0.765625,0.49878963985294233
0.620253164556962,0.765625,0.50083388608131
0.6153846153846154,0.75,0.5019908195088858
0.6233766233766234,0.75,0.5041828946480857
0.618421052631579,0.734375,0.5092093492882955
0.6266666666666667,0.734375,0.5164795585709787
0.6351351351351351,0.734375,0.5248861561367905
0.6438356164383562,0.734375,0.5259902452752178
0.6338028169014085,0.703125,0.5272716658667145
0.6285714285714286,0.6875,0.5309663627000032
0.6376811594202898,0.6875,0.5380935219254123
0.6323529411764706,0.671875,0.538241400414059
0.6268656716417911,0.65625,0.5394009692972529
0.6212121212121212,0.640625,0.5432005997490759
0.6307692307692307,0.640625,0.5442422020214777
0.625,0.625,0.5561877357067548
0.6190476190476191,0.609375,0.5571703810381412
0.6129032258064516,0.59375,0.5662042825780238
0.6065573770491803,0.578125,0.5714919900451588
0.6166666666666667,0.578125,0.5827165659372305
0.6101694915254238,0.5625,0.5834372924366897
0.603448275862069,0.546875,0.5940412163459775
0.6296296296296297,0.53125,0.5956773465616211
0.6153846153846154,0.5,0.5973969243136572
0.6078431372549019,0.484375,0.5990286589307755
0.6,0.46875,0.6011081268692063
0.6122448979591837,0.46875,0.6036317008987312
0.6170212765957447,0.453125,0.6038698556564535
0.6444444444444445,0.453125,0.6058129544942782
0.6590909090909091,0.453125,0.6092067210422117
0.6744186046511628,0.453125,0.6156273716694118
0.6666666666666666,0.4375,0.6446475871152333
0.6585365853658537,0.421875,0.6542689735929488
0.65,0.40625,0.6573239839772398
0.6410256410256411,0.390625,0.6778492303004118
0.631578947368421,0.375,0.6818069894870171
0.6216216216216216,0.359375,0.6866367217339139
0.6388888888888888,0.359375,0.688095608976779
0.6285714285714286,0.34375,0.7042854369283738
0.6176470588235294,0.328125,0.7056973763169463
0.6060606060606061,0.3125,0.7073015685272183
0.59375,0.296875,0.7269808870493756
0.5666666666666667,0.265625,0.7371001620801145
0.5517241379310345,0.25,0.7419142868478613
0.5357142857142857,0.234375,0.7578430730920324
0.5555555555555556,0.234375,0.7814078057111694
0.5769230769230769,0.234375,0.793246905846069
0.6,0.234375,0.7962997248143131
0.5833333333333334,0.21875,0.8608188405340402
0.5652173913043478,0.203125,0.8698325115907475
0.5454545454545454,0.1875,0.8744097002059564
0.5714285714285714,0.1875,0.8825102831289449
0.6,0.1875,0.8931222144795208
0.631578947368421,0.1875,0.8974972962552423
0.6111111111111112,0.171875,0.9001242892252121
0.5882352941176471,0.15625,0.902372158697308
0.625,0.15625,0.9087782717862101
0.6,0.140625,0.9404585604126361
0.5714285714285714,0.125,0.9420459975760203
0.6153846153846154,0.125,0.9438312637053844
0.5833333333333334,0.109375,0.9554103915844817
0.6363636363636364,0.109375,0.9557681413336012
0.6,0.09375,0.9607726328462831
0.6666666666666666,0.09375,0.9626136135102961
0.625,0.078125,0.9662996420498475
0.7142857142857143,0.078125,0.9770325041199299
0.8333333333333334,0.078125,0.9800294864266039
0.8,0.0625,0.9842944196681471
0.75,0.046875,0.993885835237503
1.0,0.046875,0.9943914183563525
1.0,0.03125,0.9953035884354873
1.0,0.015625,0.9987328489685422
1.0,0.0,
