fold,n_estimators,max_depth,learning_rate,subsample
1,25,1,0.016584313263890035,0.9935871354122109
2,25,2,0.07786135445417827,0.7627606366351568
3,25,1,0.046854260167712165,0.9477558265315142
4,25,1,0.046854260167712165,0.9477558265315142
5,100,1,0.03970483329496214,0.8811413617128561
