Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
IH_IntensityHistogramMode_Intensity,IH_IntensityHistogramMode_Intensity,0.0411733729295908,5
Morph_Compactness2,Morph_Compactness2,0.03382931343752307,2
Morph_Compactness1,Morph_Compactness1,0.030888415382188165,4
Morph_Sphericity,Morph_Sphericity,0.029633290586694106,4
IH_AreaUnderCurveCIVH_Intensity,IH_AreaUnderCurveCIVH_Intensity,0.028947034269641597,3
GLCM_SumAverage,GLCM_SumAverage,0.028090376878861463,2
GLCM_InverseVariance,GLCM_InverseVariance,0.019428587455057975,3
GLCM_SumVariance,GLCM_SumVariance,0.015911606427155167,3
GLCM_Correlation,GLCM_Correlation,0.011785184649614722,3
IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0.010878820479867114,3
GLCM_NormalisedInverseDifferenceMoment,GLCM_NormalisedInverseDifferenceMoment,0.008688713674079078,3
GLCM_AngularSecondMoment,GLCM_AngularSecondMoment,0.005700688358563926,5
Morph_Volume_cm3,Morph_Volume_cm3,0.004966794266147652,5
