fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7037037037037037,0.815321142026172,0.4074074074074074,0.5555555555555556,0.2,1.0,0.1111111111111111,8
2,0.7171717171717171,0.7767059893854154,0.5,0.5252525252525253,0.375,0.6,0.2727272727272727,8
3,0.7666666666666666,0.7695537713025136,0.5806451612903226,0.5666666666666667,0.7111111111111111,0.5517241379310345,1.0,8
4,0.39375000000000004,0.5676337266165767,0.5769230769230769,0.50625,0.7027027027027027,0.6190476190476191,0.8125,8
5,0.7777777777777779,0.7041666666666666,0.6923076923076923,0.7083333333333333,0.6,0.5,0.75,8
6,0.6555555555555556,0.6815728715728715,0.6842105263157895,0.6722222222222223,0.75,0.6428571428571429,0.9,8
7,0.3666666666666667,0.6410242539309228,0.3225806451612903,0.5,0.0,0.0,0.0,8
8,0.5606060606060607,0.6460451541419553,0.5945945945945946,0.5742424242424242,0.6666666666666666,0.6521739130434783,0.6818181818181818,8
9,0.8,0.75,0.42857142857142855,0.6,0.5,0.3333333333333333,1.0,8
10,0.7538461538461538,0.713392857142857,0.6956521739130435,0.6730769230769231,0.5882352941176471,0.7142857142857143,0.5,8
11,0.22941176470588237,0.27235949235949236,0.6296296296296297,0.5,0.0,0.0,0.0,8
12,0.5833333333333334,0.7427286812698339,0.6071428571428571,0.5833333333333333,0.6857142857142857,0.7058823529411765,0.6666666666666666,8
13,0.6882352941176471,0.8067069536785199,0.6296296296296297,0.5617647058823529,0.7368421052631579,0.6666666666666666,0.8235294117647058,8
14,0.5,0.29374999999999996,0.4375,0.5416666666666666,0.4,0.2727272727272727,0.75,8
15,0.9166666666666667,0.9862253289473684,0.6842105263157895,0.8125,0.7692307692307693,1.0,0.625,8
