fold,n_estimators,max_depth,learning_rate,subsample
1,75,1,0.026577711982616582,0.9534328396959711
2,100,1,0.07772235382026987,0.8730704498200098
3,100,1,0.07772235382026987,0.8730704498200098
4,100,1,0.07772235382026987,0.8730704498200098
5,50,3,0.06571271013022326,0.8008335850362696
