fpr,tpr,threshold
0.0,0.0,inf
0.0,0.015384615384615385,0.5568212372414596
0.0,0.03076923076923077,0.5558921926713642
0.038461538461538464,0.03076923076923077,0.5518927233860143
0.038461538461538464,0.046153846153846156,0.5463721414341878
0.07692307692307693,0.06153846153846154,0.5454790560554716
0.07692307692307693,0.07692307692307693,0.5370463838584302
0.11538461538461539,0.07692307692307693,0.531775826917777
0.11538461538461539,0.09230769230769231,0.5305304879880154
0.1346153846153846,0.09230769230769231,0.5297118436216075
0.1346153846153846,0.23076923076923078,0.5160731912115226
0.19230769230769232,0.23076923076923078,0.5143552073028521
0.19230769230769232,0.24615384615384617,0.5132061887073928
0.23076923076923078,0.24615384615384617,0.5122746878223327
0.23076923076923078,0.3076923076923077,0.5092866388106989
0.25,0.3076923076923077,0.508952191807745
0.25,0.35384615384615387,0.5080318481600296
0.28846153846153844,0.4153846153846154,0.5077400350193699
0.3076923076923077,0.4307692307692308,0.5074530911502939
0.3076923076923077,0.49230769230769234,0.5057329413964852
0.3269230769230769,0.49230769230769234,0.5054709589676023
0.3269230769230769,0.5384615384615384,0.5039227140822674
0.3269230769230769,0.5692307692307692,0.5038502503141514
0.34615384615384615,0.5846153846153846,0.5026608063768867
0.34615384615384615,0.6,0.5022970643894085
0.38461538461538464,0.6,0.5006719412435509
0.38461538461538464,0.6153846153846154,0.5006339439639373
0.4230769230769231,0.6153846153846154,0.49917853505222426
0.4423076923076923,0.6461538461538462,0.4990094723154484
0.4807692307692308,0.6615384615384615,0.49858329572556614
0.4807692307692308,0.6923076923076923,0.49807535921762963
0.5,0.6923076923076923,0.49804973499127453
0.5769230769230769,0.6923076923076923,0.4974803386556728
0.5961538461538461,0.6923076923076923,0.49669214951444157
0.5961538461538461,0.7230769230769231,0.4956028551858319
0.6153846153846154,0.7230769230769231,0.494986041199734
0.6346153846153846,0.7538461538461538,0.4942130782218914
0.6538461538461539,0.7692307692307693,0.4940309314820406
0.6538461538461539,0.7846153846153846,0.49394243841201446
0.6923076923076923,0.7846153846153846,0.49275309496408326
0.6923076923076923,0.8,0.4923528633170523
0.7307692307692307,0.8,0.490713134451552
0.7307692307692307,0.8461538461538461,0.48922331981315814
0.75,0.8461538461538461,0.4891136285459155
0.75,0.8769230769230769,0.48747011268213103
0.7692307692307693,0.8769230769230769,0.4873262016312002
0.7692307692307693,0.8923076923076924,0.48721972483521286
0.8076923076923077,0.8923076923076924,0.48589021420406536
0.8076923076923077,0.9384615384615385,0.4820350978286938
0.8461538461538461,0.9384615384615385,0.4808258244498043
0.8653846153846154,0.9384615384615385,0.4799269515627402
0.8653846153846154,0.9538461538461539,0.476745572190206
0.9230769230769231,0.9538461538461539,0.467713679223023
0.9230769230769231,0.9692307692307692,0.46344005386599707
0.9423076923076923,0.9846153846153847,0.45984288317456185
0.9615384615384616,0.9846153846153847,0.45069926556278267
0.9615384615384616,1.0,0.44982834008957745
1.0,1.0,0.4223928757748034
