fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6312217194570136,0.6994600491140284,0.6333333333333333,0.6221719457013575,0.6857142857142857,0.6666666666666666,0.7058823529411765,2
2,0.6875,0.7679903947484964,0.6206896551724138,0.6274038461538461,0.6206896551724138,0.6923076923076923,0.5625,2
3,0.6682692307692308,0.7450742035319875,0.6206896551724138,0.6418269230769231,0.56,0.7777777777777778,0.4375,2
4,0.4495192307692308,0.5092346999687531,0.5517241379310345,0.5288461538461539,0.6486486486486487,0.5714285714285714,0.75,2
