Quad_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Experiment_ID,FS_METHOD,Best_Model_No_SMOTE,Best_Model_SMOTE,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Std_PR_AUC_No_SMOTE,Std_PR_AUC_SMOTE,Delta_Std_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Acc_No_SMOTE,Mean_Acc_SMOTE,Delta_Mean_Acc_SMOTE_minus_No_SMOTE,Std_Acc_No_SMOTE,Std_Acc_SMOTE,Delta_Std_Acc_SMOTE_minus_No_SMOTE,Pooled_Acc_No_SMOTE,Pooled_Acc_SMOTE,Delta_Pooled_Acc_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Std_Bal_Acc_No_SMOTE,Std_Bal_Acc_SMOTE,Delta_Std_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_Prec_No_SMOTE,Mean_Prec_SMOTE,Delta_Mean_Prec_SMOTE_minus_No_SMOTE,Std_Prec_No_SMOTE,Std_Prec_SMOTE,Delta_Std_Prec_SMOTE_minus_No_SMOTE,Pooled_Prec_No_SMOTE,Pooled_Prec_SMOTE,Delta_Pooled_Prec_SMOTE_minus_No_SMOTE,Mean_Rec_No_SMOTE,Mean_Rec_SMOTE,Delta_Mean_Rec_SMOTE_minus_No_SMOTE,Std_Rec_No_SMOTE,Std_Rec_SMOTE,Delta_Std_Rec_SMOTE_minus_No_SMOTE,Pooled_Rec_No_SMOTE,Pooled_Rec_SMOTE,Delta_Pooled_Rec_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Std_F1_No_SMOTE,Std_F1_SMOTE,Delta_Std_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Mean_Specificity_No_SMOTE,Mean_Specificity_SMOTE,Delta_Mean_Specificity_SMOTE_minus_No_SMOTE,Std_Specificity_No_SMOTE,Std_Specificity_SMOTE,Delta_Std_Specificity_SMOTE_minus_No_SMOTE,Pooled_Specificity_No_SMOTE,Pooled_Specificity_SMOTE,Delta_Pooled_Specificity_SMOTE_minus_No_SMOTE,Mean_Kappa_No_SMOTE,Mean_Kappa_SMOTE,Delta_Mean_Kappa_SMOTE_minus_No_SMOTE,Std_Kappa_No_SMOTE,Std_Kappa_SMOTE,Delta_Std_Kappa_SMOTE_minus_No_SMOTE,Pooled_Kappa_No_SMOTE,Pooled_Kappa_SMOTE,Delta_Pooled_Kappa_SMOTE_minus_No_SMOTE,Pooled_Brier_No_SMOTE,Pooled_Brier_SMOTE,Delta_Pooled_Brier_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,SVM_Linear,LogisticRegression,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6797420634920636,0.6734126984126985,-0.006329365079365101,0.1772623134018692,0.166343223568653,-0.010919089833216211,0.6406349206349207,0.7012698412698413,0.0606349206349206,0.7634868417233073,0.7546905290229474,-0.008796312700359854,0.1637891523006072,0.1504786377784961,-0.0133105145221111,0.6885643101408006,0.7517917448009976,0.06322743466019709,0.6297058823529411,0.6237535014005603,-0.00595238095238082,0.1746809031239135,0.143844785832916,-0.0308361172909975,0.6194690265486725,0.6106194690265486,-0.008849557522123908,0.5988492063492064,0.6058333333333333,0.0069841269841269815,0.1813183086457034,0.1545243190573772,-0.026793989588326184,0.603015873015873,0.6115873015873016,0.008571428571428563,0.6620213996529787,0.6572943722943723,-0.004727027358606417,0.2345102561660141,0.242405549681303,0.00789529351528892,0.6351351351351351,0.6666666666666666,0.03153153153153154,0.7355555555555555,0.5947619047619048,-0.1407936507936507,0.1993074428869214,0.2279663507899063,0.028658907902984893,0.746031746031746,0.6031746031746031,-0.1428571428571429,0.6799493991144845,0.6133994440688152,-0.0665499550456693,0.1851838596143381,0.2176030031065335,0.03241914349219541,0.6861313868613139,0.6333333333333333,-0.052798053527980615,0.4621428571428571,0.616904761904762,0.15476190476190488,0.3610754910044181,0.2482962351872522,-0.11277925581716591,0.46,0.62,0.15999999999999998,0.1888623796210003,0.2011041018556526,0.012241722234652308,0.3456433793913744,0.3005613901568547,-0.045081989234519726,0.2108169563098911,0.2204452806522421,0.009628324342350975,0.2305870912055586,0.2214086857039253,-0.009178405501633291,10.4,10.4,0.0,41,41,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_RBF,SVM_RBF,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7875,0.7904761904761906,0.0029761904761905766,0.0552656836779481,0.0629960786151556,0.007730394937207501,0.7552380952380952,0.7650793650793651,0.009841269841269984,0.8169401633459957,0.8190883370104233,0.002148173664427544,0.1047551679843135,0.1050956519047305,0.00034048392041699516,0.801558693862986,0.7948672459253328,-0.006691447937653194,0.7219887955182074,0.7319887955182072,0.009999999999999787,0.0312006029804658,0.051265448017402,0.020064845036936202,0.7168141592920354,0.7256637168141593,0.008849557522123908,0.7163888888888889,0.7217063492063491,0.005317460317460276,0.0458524147732611,0.0310173311220029,-0.014835083651258203,0.7047619047619047,0.7188888888888889,0.01412698412698421,0.7447115113988179,0.7519949494949495,0.007283438096131634,0.1411499182070931,0.1014917933828591,-0.039658124824234,0.7183098591549296,0.7424242424242424,0.02411438326931281,0.8434920634920635,0.7979365079365079,-0.04555555555555557,0.1760534287532116,0.1468160443181758,-0.02923738443503579,0.8095238095238095,0.7777777777777778,-0.031746031746031744,0.7599139784946236,0.7579310344827587,-0.00198294401186494,0.0605107333419286,0.0666571535027777,0.0061464201608491045,0.7611940298507462,0.7596899224806202,-0.0015041073701260732,0.5892857142857143,0.6454761904761905,0.056190476190476235,0.2304732388634297,0.1779806099148694,-0.05249262894856033,0.6,0.66,0.06000000000000005,0.4200031298904537,0.4416178718736169,0.02161474198316321,0.0689149834788951,0.0682136144074541,-0.0007013690714409992,0.4163976759199483,0.440504711707395,0.024107035787446718,0.1997485216918733,0.1936880855441604,-0.0060604361477129,6.0,6.0,0.0,17,17,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,SVM_Linear,KNN,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7397222222222222,0.7490079365079365,0.009285714285714342,0.0458745262562357,0.0538054851694132,0.0079309589131775,0.6673015873015874,0.7295238095238094,0.06222222222222196,0.7891351190062306,0.8059908177000541,0.01685569869382353,0.1099153142092123,0.0614176814664788,-0.0484976327427335,0.7214383505402753,0.8090902346377062,0.08765188409743097,0.6702240896358542,0.6686554621848739,-0.0015686274509802978,0.0971307085021384,0.0582337648663469,-0.0388969436357915,0.6637168141592921,0.6637168141592921,0.0,0.6676190476190477,0.6845634920634921,0.01694444444444443,0.0575194819494134,0.0607954639374859,0.003275981988072503,0.6406349206349207,0.6633333333333333,0.022698412698412662,0.6750641025641027,0.7234090909090909,0.04834498834498824,0.1445816813790773,0.1300738823747221,-0.014507799004355199,0.654320987654321,0.711864406779661,0.05754341912534,0.8657142857142857,0.6974603174603173,-0.16825396825396832,0.1330556443175443,0.1671982452431725,0.03414260092562821,0.8412698412698413,0.6666666666666666,-0.17460317460317465,0.7376497695852534,0.6894834820352062,-0.04816628755004726,0.0861581151378314,0.0823377177550647,-0.0038203973827667104,0.7361111111111112,0.6885245901639344,-0.04758652094717675,0.4695238095238094,0.6716666666666666,0.20214285714285724,0.1973658733972502,0.1294861639970335,-0.0678797094002167,0.44,0.66,0.22000000000000003,0.334836132885405,0.3442557164851456,0.0094195835997406,0.126135012842274,0.119409842613115,-0.006725170229158986,0.2921200131882624,0.323992443324937,0.03187243013667457,0.2268266641337784,0.2193119681225787,-0.007514696011199695,10.0,10.0,0.0,44,44,0
ADC_Post1_Post2_T2,ADC,Post1,Post2,T2,corr_mrmr_auto_k,corr_mrmr,KNN,SVM_RBF,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7066071428571428,0.6980952380952381,-0.008511904761904665,0.1449344068892115,0.0445565479614203,-0.10037785892779119,0.6646031746031745,0.6615873015873016,-0.0030158730158729163,0.7486750193552927,0.7668252802066444,0.01815026085135174,0.1433718247762071,0.0695237932714617,-0.0738480315047454,0.7123603611638374,0.7203505566270672,0.007990195463229766,0.628655462184874,0.6259383753501401,-0.0027170868347339283,0.1209005445754163,0.0704876456380035,-0.0504128989374128,0.6194690265486725,0.6194690265486725,0.0,0.6160317460317459,0.628095238095238,0.01206349206349211,0.1017426887002484,0.0702631557839568,-0.0314795329162916,0.5988888888888889,0.6195238095238096,0.020634920634920673,0.6346566831860949,0.6816239316239316,0.04696724843783673,0.152796213208226,0.15574563384516,0.002949420636933986,0.6282051282051282,0.6724137931034483,0.044208664898320094,0.7882539682539683,0.6428571428571429,-0.1453968253968254,0.1316622414748584,0.1587301587301587,0.027067917255300306,0.7777777777777778,0.6190476190476191,-0.15873015873015872,0.694991674991675,0.6432900432900432,-0.05170163170163178,0.1272793898930678,0.1116309166080374,-0.015648473285030412,0.6950354609929078,0.6446280991735537,-0.050407361819354124,0.4438095238095238,0.6133333333333333,0.16952380952380947,0.1165412348073884,0.1571976816340212,0.0406564468266328,0.42,0.62,0.2,0.2353241800152555,0.2444157890966401,0.009091609081384594,0.2036935023258219,0.1373924082745976,-0.06630109405122431,0.2040950040950041,0.2366064414768264,0.0325114373818223,0.2242677332541959,0.2315193367789487,0.007251603524752792,12.0,12.0,0.0,44,44,0
ADC_Post1_Post2_T2,ADC,Post1,Post2,T2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_RBF,LogisticRegression,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7807936507936508,0.7879365079365079,0.0071428571428571175,0.0532294197434864,0.072436712718471,0.019207292974984608,0.7485714285714286,0.7704761904761904,0.02190476190476187,0.8282702323189939,0.8429068148626971,0.014636582543703258,0.0687651908683099,0.0655575771936872,-0.003207613674622703,0.8048729266446981,0.8224610558316985,0.017588129187000368,0.6994677871148459,0.6994677871148459,0.0,0.0728277930279908,0.0774488985187802,0.004621105490789396,0.6902654867256637,0.6902654867256637,0.0,0.7041269841269842,0.6972222222222222,-0.006904761904761969,0.0730057791504727,0.0752312300129525,0.0022254508624797997,0.6850793650793651,0.6912698412698413,0.006190476190476191,0.7308158508158508,0.7460539460539461,0.015238095238095384,0.0838127309668783,0.0654527584503426,-0.018359972516535705,0.71875,0.7413793103448276,0.022629310344827624,0.7673015873015874,0.7106349206349206,-0.056666666666666754,0.149005606263351,0.1247538266297084,-0.024251779633642598,0.7301587301587301,0.6825396825396826,-0.04761904761904756,0.732855279962358,0.7191686702757483,-0.01368660968660973,0.0704362199710191,0.0726165636296303,0.0021803436586111946,0.7244094488188977,0.7107438016528925,-0.013665647166005157,0.6409523809523809,0.6838095238095239,0.04285714285714293,0.1142003649556737,0.1201227641125939,0.005922399156920194,0.64,0.7,0.05999999999999994,0.3928368298368297,0.3853130203130203,-0.007523809523809433,0.1541129444175193,0.1599034845146707,0.005790540097151409,0.3709241291554001,0.3786331500392773,0.0077090208838772045,0.2023013838653075,0.1984057437604249,-0.0038956401048825806,8.0,8.0,0.0,26,26,0
ADC_Post1_Post2_T2,ADC,Post1,Post2,T2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,RandomForest,SVM_RBF,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7223809523809525,0.7379761904761905,0.015595238095237995,0.077585850011101,0.0741929365690204,-0.0033929134420806056,0.677142857142857,0.7087301587301587,0.03158730158730161,0.7712133731397348,0.7834802744147142,0.012266901274979425,0.1234893502978483,0.0989885702261207,-0.024500780071727596,0.7070831968041391,0.7501413492803393,0.04305815247620015,0.621750700280112,0.6653221288515405,0.04357142857142848,0.0857233202246987,0.0683454217483782,-0.0173778984763205,0.6106194690265486,0.6637168141592921,0.053097345132743445,0.6286507936507937,0.6737301587301587,0.04507936507936505,0.0860430204057494,0.0991423285491806,0.013099308143431201,0.6115873015873016,0.6571428571428571,0.04555555555555557,0.7157203907203907,0.7287393162393162,0.013018925518925473,0.1774861776320271,0.154133901132792,-0.023352276499235103,0.6666666666666666,0.6923076923076923,0.02564102564102566,0.6406349206349207,0.7474603174603175,0.10682539682539682,0.1973229757654394,0.1581118114599742,-0.0392111643054652,0.6031746031746031,0.7142857142857143,0.11111111111111116,0.6325741890959283,0.7073504273504272,0.07477623825449886,0.1310294229319722,0.0428292977664736,-0.0882001251654986,0.6333333333333333,0.703125,0.0697916666666667,0.6166666666666667,0.6000000000000001,-0.016666666666666607,0.2333333333333333,0.2438123139721299,0.010478980638796598,0.62,0.6,-0.020000000000000018,0.2440275622136746,0.3246943115364168,0.0806667493227422,0.173103127741342,0.1856826465588605,0.012579518817518481,0.2204452806522421,0.3155881415364998,0.09514286088425769,0.2308649377780223,0.2194538825466848,-0.011411055231337508,8.0,8.0,0.0,35,35,0
ADC_Post1_Pre_T2,ADC,Post1,Pre,T2,corr_mrmr_auto_k,corr_mrmr,SVM_RBF,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7149603174603174,0.7143253968253968,-0.0006349206349206549,0.1175504801959816,0.0752432018895199,-0.04230727830646171,0.6666666666666665,0.6876190476190476,0.020952380952381056,0.783412728396771,0.745537315501513,-0.037875412895257976,0.1032426583957236,0.1566819925387486,0.053439334143025,0.7063307260552725,0.7533842733501488,0.04705354729487632,0.6321288515406163,0.628795518207283,-0.0033333333333332993,0.0801796251751716,0.0661955702877769,-0.013984054887394709,0.6283185840707964,0.6194690265486725,-0.008849557522123908,0.6261904761904761,0.629047619047619,0.0028571428571428914,0.094153881432275,0.067084574501553,-0.027069306930722,0.6088888888888889,0.6298412698412699,0.020952380952380945,0.6467948717948717,0.6984126984126984,0.051617826617826656,0.0739308519795675,0.1328743043286355,0.058943452349068004,0.6363636363636364,0.7083333333333334,0.07196969696969702,0.8119047619047619,0.5395238095238095,-0.2723809523809524,0.1556769853226008,0.1287089211925802,-0.02696806413002059,0.7777777777777778,0.5396825396825397,-0.23809523809523814,0.7056022408963585,0.6044963086449154,-0.10110593225144304,0.0566519252894435,0.1242582516433837,0.06760632635394019,0.7,0.6126126126126126,-0.08738738738738738,0.4404761904761905,0.7185714285714286,0.2780952380952381,0.112183037994188,0.0677195765128807,-0.044463461481307295,0.44,0.72,0.27999999999999997,0.2461637653127014,0.2463136079019313,0.00014984258922989824,0.1892561305014271,0.1299138019772049,-0.05934232852422219,0.2242562929061785,0.2518860662047728,0.027629773298594285,0.2268922280693066,0.2234092056695262,-0.0034830223997803778,14.8,14.8,0.0,52,52,0
ADC_Post1_Pre_T2,ADC,Post1,Pre,T2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_Linear,SVM_Linear,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7671428571428571,0.7633333333333333,-0.003809523809523818,0.0632870698673597,0.0648746295642488,0.0015875596968891043,0.725079365079365,0.7336507936507937,0.008571428571428674,0.818654977046231,0.8158325429437625,-0.0028224341024685184,0.116883896575042,0.11799663395276,0.0011127373777179983,0.7954687364473012,0.7948027131179825,-0.0006660233293187545,0.6729411764705883,0.6407983193277311,-0.03214285714285714,0.0744958707302836,0.0843176060229117,0.0098217352926281,0.672566371681416,0.6371681415929203,-0.03539823008849563,0.7020238095238096,0.6626190476190477,-0.03940476190476194,0.0691857312377595,0.0997541699972828,0.030568438759523295,0.6671428571428571,0.6415873015873016,-0.025555555555555554,0.7426767676767676,0.7305555555555555,-0.012121212121212088,0.1789768162216044,0.2040485296911884,0.02507171346958398,0.703125,0.7037037037037037,0.0005787037037037202,0.7433333333333334,0.6133333333333333,-0.13000000000000012,0.1619480178755737,0.1656114745234374,0.0036634566478637165,0.7142857142857143,0.6031746031746031,-0.11111111111111116,0.7087404549473516,0.6432292853345485,-0.06551116961280312,0.0712388499258581,0.1209224762958259,0.0496836263699678,0.7086614173228346,0.6495726495726496,-0.05908876775018501,0.6607142857142858,0.7119047619047619,0.05119047619047612,0.2278759259810552,0.2223865605492498,-0.005489365431805393,0.62,0.68,0.06000000000000005,0.3706183645583201,0.2937760155561632,-0.07684234900215692,0.1319918925816228,0.1824336901983916,0.050441797616768785,0.3349769365357086,0.2780115318684742,-0.056965404667234376,0.2118192135364878,0.2087740581506758,-0.003045155385812015,9.6,9.6,0.0,33,33,0
ADC_Post1_Pre_T2,ADC,Post1,Pre,T2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LogisticRegression,LogisticRegression,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7830952380952381,0.7869047619047619,0.003809523809523818,0.0618719896972408,0.059544969783818,-0.0023270199134228023,0.7390476190476191,0.746984126984127,0.007936507936507908,0.8292115811162365,0.8335426836808415,0.004331102564605005,0.095797947611788,0.0945364370162288,-0.0012615105955592065,0.8016995683168302,0.8121274957780245,0.010427927461194253,0.6509383753501401,0.6509383753501401,0.0,0.0730633703489541,0.0506011690474701,-0.022462201301484006,0.6460176991150443,0.6460176991150443,0.0,0.6626984126984127,0.6615079365079364,-0.0011904761904762973,0.0608911729713772,0.0380489136332722,-0.022842259338105,0.6371428571428572,0.6392063492063491,0.0020634920634918785,0.6872727272727273,0.690017825311943,0.002745098039215743,0.129453183513435,0.1194567239775202,-0.009996459535914784,0.6716417910447762,0.676923076923077,0.00528128587830079,0.7463492063492063,0.7296825396825397,-0.016666666666666607,0.1778780896131513,0.1558739857080357,-0.02200410390511559,0.7142857142857143,0.6984126984126984,-0.015873015873015928,0.6925188834154351,0.6889096880131362,-0.0036091954022988704,0.0892664492588303,0.0734232274012592,-0.015843221857571102,0.6923076923076923,0.6875,-0.004807692307692291,0.579047619047619,0.5933333333333333,0.014285714285714235,0.135378867042546,0.1218377792166471,-0.013541087825898912,0.56,0.58,0.019999999999999907,0.3095223677032188,0.3066935388743899,-0.0028288288288289,0.1295136333898649,0.0867045710362997,-0.042809062353565214,0.2765685019206146,0.2795664647752629,0.0029979628546483172,0.2040684848494977,0.2026374369128687,-0.0014310479366289874,11.6,11.6,0.0,49,49,0
ADC_Post2_Pre_T2,ADC,Post2,Pre,T2,corr_mrmr_auto_k,corr_mrmr,LogisticRegression,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.715084129055421,0.6851080985291511,-0.029976030526269848,0.1095810933770847,0.1187652801057351,0.0091841867286504,0.6321875,0.6040625,-0.028125000000000067,0.8078322689893772,0.7962509123293213,-0.011581356660055886,0.0909860325492645,0.1100455590453199,0.0190595264960554,0.7356387137813727,0.7191134477965746,-0.016525265984798088,0.617310226005878,0.5813042030433334,-0.036006022962544626,0.0521261564705362,0.0603263045667256,0.008200148096189401,0.6140350877192983,0.5789473684210527,-0.03508771929824561,0.643905407458039,0.6047387407913724,-0.03916666666666668,0.0393188809625237,0.0667606963486059,0.027441815386082202,0.6146875,0.58125,-0.03343750000000001,0.6844877344877344,0.6511111111111111,-0.03337662337662328,0.1253011423058338,0.1369148604511054,0.011613718145271595,0.6724137931034483,0.6428571428571429,-0.029556650246305383,0.6474428495481127,0.5941095162147794,-0.053333333333333344,0.1551922536916649,0.1875890473050276,0.0323967936133627,0.609375,0.5625,-0.046875,0.6401656314699793,0.5941568898090637,-0.04600874166091562,0.0571128435596411,0.0877402988535228,0.0306274552938817,0.639344262295082,0.6,-0.03934426229508203,0.6403679653679654,0.6153679653679653,-0.025000000000000022,0.1184902339158887,0.1512080995099,0.0327178655940113,0.62,0.6,-0.020000000000000018,0.2615394610749265,0.1871690882825782,-0.07437037279234829,0.0837437284536688,0.125627657925466,0.04188392947179721,0.2264034546576186,0.1597051597051597,-0.06669829495245891,0.2455582993901019,0.2420009304756036,-0.0035573689144983156,14.0,14.0,0.0,53,53,0
