fold,n_estimators,max_depth,learning_rate,subsample
1,50,3,0.06571271013022326,0.8008335850362696
2,50,3,0.06571271013022326,0.8008335850362696
3,50,3,0.06571271013022326,0.8008335850362696
4,50,3,0.06571271013022326,0.8008335850362696
