Feature,Outlier_Count,Outlier_Rate
GLSZM_ZoneSizeVariance,33,0.28205128205128205
GLSZM_LargeZoneEmphasis,30,0.2564102564102564
GLSZM_LargeZoneLowGreyLevelEmphasis,28,0.23931623931623933
GLSZM_LargeZoneHighGreyLevelEmphasis,25,0.21367521367521367
IB_TotalLesionGlycolysis,21,0.1794871794871795
IH_MinimumHistogramGradient_Intensity,21,0.1794871794871795
IH_MaximumHistogramGradient_Intensity,21,0.1794871794871795
NGTDM_Busyness,21,0.1794871794871795
GLRLM_GreyLevelNonUniformity,20,0.17094017094017094
Morph_IntegratedIntensity_Intensity,20,0.17094017094017094
Morph_ApproximateVolume_cm3,19,0.1623931623931624
GLRLM_RunLengthNonUniformity,19,0.1623931623931624
Morph_voxelsCounting_vx,19,0.1623931623931624
Morph_Volume_cm3,19,0.1623931623931624
GLSZM_ZoneSizeNonUniformity,18,0.15384615384615385
GLCM_ClusterProminence,18,0.15384615384615385
GLCM_ClusterShade,18,0.15384615384615385
IB_IntensityBasedEnergy,18,0.15384615384615385
GLCM_AngularSecondMoment,17,0.1452991452991453
GLCM_JointMaximum,17,0.1452991452991453
GLRLM_LongRunLowGreyLevelEmphasis,16,0.13675213675213677
GLSZM_GreyLevelNonUniformity,15,0.1282051282051282
GLRLM_LowGreyLevelRunEmphasis,14,0.11965811965811966
Morph_SurfaceArea_cm2,14,0.11965811965811966
GLRLM_RunLengthVariance,14,0.11965811965811966
GLRLM_ShortRunLowGreyLevelEmphasis,12,0.10256410256410256
IH_Uniformity_Intensity,12,0.10256410256410256
GLRLM_LongRunsEmphasis,11,0.09401709401709402
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,10,0.08547008547008547
GLSZM_SmallZoneLowGreyLevelEmphasis,10,0.08547008547008547
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,9,0.07692307692307693
GLSZM_NormalisedGreyLevelNonUniformity,9,0.07692307692307693
GLRLM_RunPercentage,8,0.06837606837606838
Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,8,0.06837606837606838
Morph_CentreOfMassShift_mm,7,0.05982905982905983
GLSZM_LowGrayLevelZoneEmphasis,7,0.05982905982905983
Morph_SphereDiameter_mm,7,0.05982905982905983
Morph_Maximum3DDiameter_mm,7,0.05982905982905983
IB_IntensityKurtosis,6,0.05128205128205128
GLRLM_ShortRunsEmphasis,6,0.05128205128205128
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,6,0.05128205128205128
Morph_Compacity,6,0.05128205128205128
IH_IntensityHistogramKurtosis_Intensity,6,0.05128205128205128
GLCM_JointEntropyLog2,5,0.042735042735042736
GLCM_InverseDifferenceMoment,5,0.042735042735042736
IH_IntensityHistogramVariance_Intensity,5,0.042735042735042736
GLCM_JointEntropyLog10,5,0.042735042735042736
NGTDM_Complexity,5,0.042735042735042736
GLRLM_GreyLevelVariance,5,0.042735042735042736
Morph_Compactness1,5,0.042735042735042736
Morph_SphericalDisproportion,5,0.042735042735042736
Morph_Sphericity,5,0.042735042735042736
IB_IntensityVariance,5,0.042735042735042736
Morph_Asphericity,5,0.042735042735042736
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,5,0.042735042735042736
Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,5,0.042735042735042736
GLCM_Contrast,4,0.03418803418803419
Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,4,0.03418803418803419
GLCM_DifferenceVariance,4,0.03418803418803419
GLCM_SumEntropy,4,0.03418803418803419
IH_IntensityHistogramEntropyLog10_Intensity,4,0.03418803418803419
IH_IntensityHistogramEntropyLog2_Intensity,4,0.03418803418803419
GLCM_InverseDifference,4,0.03418803418803419
IH_IntensityHistogramSkewness_Intensity,4,0.03418803418803419
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,4,0.03418803418803419
IB_IntensitySkewness,4,0.03418803418803419
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,3,0.02564102564102564
GLSZM_SmallZoneHighGreyLevelEmphasis,3,0.02564102564102564
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,3,0.02564102564102564
NGTDM_Strength,3,0.02564102564102564
IH_RootMeanSquare_Intensity,3,0.02564102564102564
IB_IntensityBasedCoefficientOfVariation,3,0.02564102564102564
Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,3,0.02564102564102564
GLCM_SumVariance,2,0.017094017094017096
GLCM_JointVariance,2,0.017094017094017096
GLCM_ClusterTendency,2,0.017094017094017096
GLSZM_ZoneSizeEntropy,2,0.017094017094017096
IH_IntensityHistogramCoefficientOfVariation_Intensity,2,0.017094017094017096
Morph_Compactness2,2,0.017094017094017096
NGTDM_Coarseness,1,0.008547008547008548
GLRLM_RunEntropy,1,0.008547008547008548
GLRLM_HighGreyLevelRunEmphasis,1,0.008547008547008548
GLSZM_SmallZoneEmphasis,1,0.008547008547008548
GLRLM_LongRunHighGreyLevelEmphasis,1,0.008547008547008548
GLCM_Autocorrelation,1,0.008547008547008548
IB_IntensityBasedQuartileCoefficientOfDispersion,1,0.008547008547008548
GLSZM_NormalisedZoneSizeNonUniformity,1,0.008547008547008548
GLSZM_GreyLevelVariance,1,0.008547008547008548
Morph_SurfaceToVolumeRatio_cm,1,0.008547008547008548
NGTDM_Contrast,1,0.008547008547008548
GLRLM_ShortRunHighGreyLevelEmphasis,0,0.0
IB_IntensityInterquartileRange,0,0.0
IB_MaximumIntensity,0,0.0
IB_StandardDeviation,0,0.0
IB_90thIntensityPercentile,0,0.0
IB_75thIntensityPercentile,0,0.0
IB_IntensityRange,0,0.0
IB_50thIntensityPercentile,0,0.0
IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0,0.0
IB_25thIntensityPercentile,0,0.0
IB_10thIntensityPercentile,0,0.0
IB_MedianIntensity,0,0.0
IB_MeanIntensity,0,0.0
GLSZM_HighGrayLevelZoneEmphasis,0,0.0
Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,0,0.0
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0,0.0
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0,0.0
Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,0,0.0
Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0,0.0
Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0,0.0
GLSZM_ZonePercentage,0,0.0
IB_MinimumIntensity,0,0.0
IB_IntensityBasedRobustMeanAbsoluteDeviation,0,0.0
IB_IntensityBasedMeanAbsoluteDeviation,0,0.0
IB_IntensityBasedMedianAbsoluteDeviation,0,0.0
IH_AreaUnderCurveCIVH_Intensity,0,0.0
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,0,0.0
IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,0,0.0
IH_IntensityHistogramRange_Intensity,0,0.0
IH_MaximumHistogramGradientGreyLevel_Intensity,0,0.0
IH_IntensityHistogramInterquartileRange_Intensity,0,0.0
IH_MinimumHistogramGradientGreyLevel_Intensity,0,0.0
IH_IntensityHistogramMode_Intensity,0,0.0
GLCM_JointAverage,0,0.0
IH_IntensityHistogramMaximumGreyLevel_Intensity,0,0.0
IH_IntensityHistogramStd_Intensity,0,0.0
IH_IntensityHistogram90thPercentile,0,0.0
GLCM_DifferenceAverage,0,0.0
IH_IntensityHistogram75thPercentile,0,0.0
GLCM_DifferenceEntropy,0,0.0
GLCM_SumAverage,0,0.0
IH_IntensityHistogram50thPercentile,0,0.0
IH_IntensityHistogram25thPercentile,0,0.0
IH_IntensityHistogram10thPercentile,0,0.0
IH_IntensityHistogramMinimumGreyLevel_Intensity,0,0.0
GLCM_Dissimilarity,0,0.0
IH_IntensityHistogramMedian_Intensity,0,0.0
GLCM_NormalisedInverseDifference,0,0.0
IH_IntensityHistogramMean_Intensity,0,0.0
GLCM_NormalisedInverseDifferenceMoment,0,0.0
GLCM_InverseVariance,0,0.0
GLCM_Correlation,0,0.0
IB_RootMeanSquareIntensity,0,0.0
IB_AreaUnderCurveCIVH,0,0.0
IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,0,0.0
