fold,C,gamma
1,6.486353689595614,0.006132562376361757
2,0.5261731177551588,0.016662274671873117
3,6.368347774929446,0.011940580593550158
4,9.506534179352972,0.0025586480714241385
5,1.191315440221063,0.010812359274190459
