Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
SVM_Linear,KNN,0.6653846153846155,0.5390532544378699,0.12633136094674557,2.7942066807252033,0.005202721512097662,✓,✓,0.23412246804439477,✗
SVM_Linear,GradientBoosting,0.6653846153846155,0.5423076923076924,0.12307692307692308,2.6864854254226747,0.007220809835197207,✓,✓,0.32493644258387433,✗
ExtraTrees,GradientBoosting,0.6289940828402367,0.5423076923076924,0.08668639053254434,2.1578374461575702,0.030940472366273137,✓,✗,1.0,✗
XGBoost,GradientBoosting,0.6112426035502958,0.5423076923076924,0.06893491124260342,2.056418515301169,0.03974219312776114,✓,✗,1.0,✗
SVM_Linear,RandomForest,0.6653846153846155,0.5828402366863905,0.08254437869822495,2.005716606909674,0.044886492360930515,✓,✗,1.0,✗
SVM_Linear,SVM_RBF,0.6653846153846155,0.6211538461538462,0.044230769230769296,1.9150889107864668,0.05548116578559365,✗,✗,1.0,✗
SVM_RBF,KNN,0.6211538461538462,0.5390532544378699,0.08210059171597628,1.821436848808171,0.06854047807832693,✗,✗,1.0,✗
ExtraTrees,KNN,0.6289940828402367,0.5390532544378699,0.08994082840236683,1.7093523583085861,0.08738570015882445,✗,✗,1.0,✗
SVM_Linear,LogisticRegression,0.6653846153846155,0.6053254437869824,0.060059171597633076,1.7019145985569655,0.08877137872828317,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.6211538461538462,0.5423076923076924,0.07884615384615379,1.5946964125866812,0.11078014066076648,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.6653846153846155,0.5899408284023668,0.07544378698224863,1.4985776318644501,0.13398323914171256,✗,✗,1.0,✗
ExtraTrees,RandomForest,0.6289940828402367,0.5828402366863905,0.04615384615384621,1.3517780271536244,0.1764463352996103,✗,✗,1.0,✗
XGBoost,KNN,0.6112426035502958,0.5390532544378699,0.07218934911242592,1.3268463950777805,0.18455949961373685,✗,✗,1.0,✗
RandomForest,GradientBoosting,0.5828402366863905,0.5423076923076924,0.04053254437869813,1.2918326762442813,0.19641509660549195,✗,✗,1.0,✗
NaiveBayes,KNN,0.6143491124260356,0.5390532544378699,0.07529585798816574,1.2551517422127836,0.20942368011095458,✗,✗,1.0,✗
LightGBM,GradientBoosting,0.5899408284023668,0.5423076923076924,0.047633136094674455,1.247642424576892,0.21216203476263762,✗,✗,1.0,✗
LogisticRegression,KNN,0.6053254437869824,0.5390532544378699,0.0662721893491125,1.214739559376085,0.2244654394239861,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.6053254437869824,0.5423076923076924,0.06301775147929001,1.1791720958248586,0.23832965497965697,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.6143491124260356,0.5423076923076924,0.07204142011834325,1.1724065976832416,0.24103385188856508,✗,✗,1.0,✗
SVM_Linear,XGBoost,0.6653846153846155,0.6112426035502958,0.05414201183431966,1.092878743688631,0.2744470422505193,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.6653846153846155,0.6143491124260356,0.05103550295857984,1.0812474161070522,0.2795870712082489,✗,✗,1.0,✗
LightGBM,KNN,0.5899408284023668,0.5390532544378699,0.050887573964496946,0.9344126153988416,0.3500910927607731,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.6211538461538462,0.5828402366863905,0.038313609467455656,0.853634387122887,0.39330759915354496,✗,✗,1.0,✗
