Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
NaiveBayes,0.6817,+0.0745,8.19e-05,3.69e-03,✓,✓
KNN,0.6973,+0.0589,8.58e-02,1.00e+00,✗,✗
GradientBoosting,0.7080,+0.0482,2.47e-01,1.00e+00,✗,✗
LightGBM,0.7169,+0.0393,2.06e-01,1.00e+00,✗,✗
RandomForest,0.7200,+0.0361,1.95e-01,1.00e+00,✗,✗
ExtraTrees,0.7264,+0.0298,2.30e-01,1.00e+00,✗,✗
XGBoost,0.7290,+0.0272,3.45e-01,1.00e+00,✗,✗
LogisticRegression,0.7446,+0.0116,3.99e-01,1.00e+00,✗,✗
SVM_Linear,0.7561,+0.0001,7.64e-01,1.00e+00,✗,✗
