Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
SVM_RBF,NaiveBayes,0.7476331360946746,0.6115384615384616,0.13609467455621305,3.93865474227361,8.193974042633578e-05,✓,✓,0.00368728831918511,✓
SVM_Linear,NaiveBayes,0.7431952662721895,0.6115384615384616,0.13165680473372787,3.668961792322685,0.00024353746910495982,✓,✓,0.010959186109723192,✓
LogisticRegression,NaiveBayes,0.7340236686390533,0.6115384615384616,0.12248520710059174,3.4750331602723508,0.0005107902052560817,✓,✓,0.022985559236523675,✓
ExtraTrees,NaiveBayes,0.7210059171597634,0.6115384615384616,0.10946745562130178,2.9081366310837566,0.003635894443469658,✓,✓,0.1636152499561346,✗
XGBoost,NaiveBayes,0.7177514792899409,0.6115384615384616,0.10621301775147929,2.3688123200291153,0.017845306389876775,✓,✗,0.8030387875444549,✗
GradientBoosting,NaiveBayes,0.7125739644970415,0.6115384615384616,0.10103550295857988,2.259715448982747,0.023838916852382524,✓,✗,1.0,✗
RandomForest,NaiveBayes,0.7100591715976332,0.6115384615384616,0.09852071005917162,2.1328107649547112,0.03294025281805925,✓,✗,1.0,✗
SVM_RBF,KNN,0.7476331360946746,0.6892011834319527,0.05843195266272194,1.7181837903329389,0.08576309721628282,✗,✗,1.0,✗
KNN,NaiveBayes,0.6892011834319527,0.6115384615384616,0.0776627218934911,1.707810637951846,0.08767148455192023,✗,✗,1.0,✗
SVM_Linear,KNN,0.7431952662721895,0.6892011834319527,0.05399408284023677,1.5474004581032015,0.12176671085110731,✗,✗,1.0,✗
LightGBM,NaiveBayes,0.6896449704142011,0.6115384615384616,0.07810650887573956,1.3338396369495762,0.18225641771558787,✗,✗,1.0,✗
LogisticRegression,KNN,0.7340236686390533,0.6892011834319527,0.04482248520710064,1.296881482499026,0.19467196883228166,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.7476331360946746,0.7100591715976332,0.03757396449704142,1.29662926372701,0.19475877852252022,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.7476331360946746,0.6896449704142011,0.05798816568047349,1.2635120880863273,0.20640520517382854,✗,✗,1.0,✗
SVM_RBF,ExtraTrees,0.7476331360946746,0.7210059171597634,0.026627218934911268,1.2011289113164998,0.2297011997067857,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.7476331360946746,0.7125739644970415,0.035059171597633165,1.1568723376140795,0.24732452197829513,✗,✗,1.0,✗
SVM_Linear,LogisticRegression,0.7431952662721895,0.7340236686390533,0.00917159763313613,1.09560020803965,0.27325377063355716,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.7431952662721895,0.6896449704142011,0.05355029585798832,1.0924297891112276,0.2746442353984484,✗,✗,1.0,✗
SVM_RBF,XGBoost,0.7476331360946746,0.7177514792899409,0.02988165680473376,0.9452639351165604,0.3445241457622704,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.7431952662721895,0.7100591715976332,0.03313609467455625,0.9383461005228477,0.34806657556592346,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.7431952662721895,0.7125739644970415,0.03062130177514799,0.9065088267367354,0.3646665950740954,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.7340236686390533,0.6896449704142011,0.04437869822485219,0.9000763351702266,0.3680796287632797,✗,✗,1.0,✗
