Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K
SVM_RBF,0.7561840628507295,0.14741109084914086,0.7476331360946745,0.8454317443781575,0.07796228888946051,0.8258012510908841,0.7069056152927121,0.12487412939770082,0.6837606837606838,0.716489898989899,0.1293875817518855,0.6865384615384615,0.7635497835497835,0.057194257349671714,0.7413793103448276,0.7063131313131313,0.19606695486678943,0.6615384615384615,0.7185185185185186,0.1037037037037037,0.6991869918699187,0.7266666666666667,0.14047538337136983,0.7115384615384616,10.4,10.4,5.122499389946279,4,10.0,18
SVM_Linear,0.7560956790123456,0.1061902664782002,0.7431952662721893,0.7993552407185456,0.07391753279149271,0.7808240011925464,0.733667861409797,0.12917893154833607,0.717948717948718,0.7438510101010101,0.1320422502513636,0.7230769230769232,0.7917388493859082,0.05528005257205576,0.7857142857142857,0.7188131313131313,0.18414511263649483,0.676923076923077,0.7424460118425635,0.10609046599608649,0.7272727272727273,0.7688888888888888,0.1172524974068704,0.7692307692307693,10.4,10.4,5.122499389946279,4,10.0,18
LogisticRegression,0.7446198092031426,0.11661468976144937,0.7340236686390533,0.7916877416489958,0.07468477664791558,0.7721272757102664,0.7172162485065711,0.128228843444922,0.7008547008547008,0.7223232323232324,0.13581331621584367,0.7019230769230769,0.756031746031746,0.0475597514414032,0.75,0.7313131313131314,0.17500455486952068,0.6923076923076923,0.7353317076689192,0.10251034543391314,0.72,0.7133333333333333,0.12888888888888886,0.7115384615384616,10.4,10.4,5.122499389946279,4,10.0,18
XGBoost,0.728975869809203,0.12873593699350686,0.7177514792899408,0.7966260551126167,0.04560796949385568,0.7517895179759873,0.6893144012498851,0.034269226459485214,0.6923076923076923,0.7080176767676768,0.038134532274310545,0.6903846153846154,0.722514619883041,0.12953711394709955,0.7301587301587301,0.7382575757575758,0.18814893822937492,0.7076923076923077,0.6983827135406082,0.06854960826043081,0.71875,0.6777777777777778,0.13806421837341393,0.6730769230769231,10.4,10.4,5.122499389946279,4,10.0,18
ExtraTrees,0.7263888888888889,0.1327417431344427,0.7210059171597634,0.8043571105738863,0.05217182783813435,0.7718401851639205,0.690555096038967,0.10166541569247019,0.6752136752136753,0.7104545454545454,0.10620029431455792,0.6788461538461539,0.7433333333333333,0.0891939210683977,0.7368421052631579,0.6853535353535353,0.21504960656164457,0.6461538461538462,0.6873595685360391,0.10583348243230517,0.6885245901639344,0.7355555555555554,0.11767290928776646,0.7115384615384616,10.4,10.4,5.122499389946279,4,10.0,18
RandomForest,0.7200476992143658,0.16976159275976105,0.7100591715976331,0.8311706221007402,0.07755587935990475,0.7770339975981333,0.6732588916459884,0.08084780207661235,0.6666666666666666,0.6882323232323232,0.08927378074083381,0.6673076923076924,0.7183208020050126,0.0854253730601898,0.7166666666666667,0.6964646464646465,0.24186145744092719,0.6615384615384615,0.6700085111849818,0.10771111017972998,0.688,0.6799999999999999,0.15498307354811283,0.6730769230769231,10.4,10.4,5.122499389946279,4,10.0,18
LightGBM,0.7169262065095399,0.12024953695211531,0.6896449704142013,0.7918756483208714,0.023607832757838728,0.7523408734179664,0.6455665839536808,0.10521179726107609,0.6410256410256411,0.6569191919191919,0.11889940137005969,0.6423076923076922,0.6736371471665589,0.07485096904262875,0.6949152542372882,0.6671717171717171,0.21942918778548753,0.6307692307692307,0.6484884486710045,0.11526389356857022,0.6612903225806451,0.6466666666666667,0.10479845442268083,0.6538461538461539,10.4,10.4,5.122499389946279,4,10.0,18
GradientBoosting,0.7080120650953984,0.16311704699761942,0.7125739644970414,0.7929526818881839,0.06510264733662578,0.7751565242713616,0.6720439297858654,0.14223169688260445,0.6752136752136753,0.6940025252525253,0.13509532226297477,0.6807692307692308,0.7020308123249299,0.10369680178711602,0.7454545454545455,0.6657828282828283,0.27717036435456294,0.6307692307692307,0.652602495543672,0.17576488289887018,0.6833333333333333,0.7222222222222222,0.05621826951410455,0.7307692307692307,10.4,10.4,5.122499389946279,4,10.0,18
KNN,0.6973099046015713,0.11928644872169467,0.6892011834319527,0.7865056950774061,0.0438966000393581,0.760176698246099,0.667488282326992,0.07523663487175428,0.6666666666666666,0.6719065656565656,0.08535826073226434,0.6711538461538462,0.7189285714285715,0.12292979579368686,0.7321428571428571,0.6438131313131313,0.08933863780513476,0.6307692307692307,0.6661552362880636,0.058234917134541354,0.6776859504132231,0.7,0.14973227135931572,0.7115384615384616,10.4,10.4,5.122499389946279,4,10.0,18
NaiveBayes,0.6817269921436588,0.1396662663176058,0.6115384615384615,0.7296198272391725,0.06715428937866884,0.6586731490108234,0.6137671169929235,0.12497107424160456,0.5897435897435898,0.6094191919191919,0.12008972000310196,0.5807692307692307,0.6638124215203323,0.11529455099356639,0.6231884057971014,0.6588383838383838,0.1921435922290679,0.6615384615384615,0.6388888888888888,0.10243938285880987,0.6417910447761194,0.5599999999999999,0.2952797376332994,0.5,10.4,10.4,5.122499389946279,4,10.0,18
