Model,Mean_AUC,Std_AUC,Median_AUC,IQR_AUC,Min_AUC,Max_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Mean_Decision_Threshold,Std_Decision_Threshold,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,AUC_ACC_Composite
LogisticRegression,0.683119187155135,0.11432674286997796,0.6823529411764706,0.1195356341189674,0.4125,0.9375,0.6293556870479947,0.704227519994865,0.15319249367183718,0.6340075968395923,0.6316112875212061,0.12073309997725282,0.6467236467236467,0.6375514273308391,0.10570369793612977,0.6314102564102564,0.6367740646826104,0.19154411496742887,0.6550218340611353,0.7648146026087203,0.1456991982961058,0.7692307692307693,0.667306883360304,0.1357070808303546,0.7075471698113207,0.5102882520529579,0.25725881017641206,0.4935897435897436,0.46333089840118125,0.08475005512317142,6.0,6.0,0.0,6,6.0,6,0.6555267502237585
XGBoost,0.6475587478365256,0.12790758599343738,0.6846153846153846,0.2176062091503268,0.41414141414141414,0.8411764705882353,0.6019066403681788,0.7392152776947276,0.14196189018042096,0.6846595075123274,0.5650303533625795,0.0744706688875558,0.5783475783475783,0.593600261394379,0.0722198394027226,0.5737179487179487,0.6344310050488541,0.22459895773339864,0.6217616580310881,0.637555810202869,0.2085857905591001,0.6153846153846154,0.577747419503517,0.12089554031885892,0.6185567010309279,0.5496447125858891,0.2642614670026057,0.532051282051282,0.500386616140604,0.18710456650826013,6.0,6.0,0.0,6,6.0,6,0.615257369883335
NaiveBayes,0.6528579088546408,0.10960245518336832,0.625,0.17794117647058816,0.5307692307692308,0.875,0.569723865877712,0.6931899949030391,0.13783620704712288,0.599277946965694,0.5889931482245279,0.1442758534938045,0.5982905982905983,0.5818103165897284,0.09327310475730345,0.5846153846153846,0.6172015424189337,0.21049838146826585,0.6216216216216216,0.7069791047732225,0.276300658922221,0.7076923076923077,0.6065073353224764,0.19225063756848204,0.6618705035971223,0.45664152840623434,0.3171878544687617,0.46153846153846156,0.5841894503141385,0.28888106619153076,6.0,6.0,0.0,6,6.0,6,0.6124418677117557
ExtraTrees,0.6345394000214262,0.14116272656229856,0.638888888888889,0.11074635241301911,0.3,0.9375,0.5775805391190008,0.6761729930552092,0.16655808640791137,0.6226184708997111,0.5678340834794908,0.09240071228846297,0.5698005698005698,0.5957655579714404,0.09396557501886629,0.5628205128205128,0.5975933679423382,0.17344381767444536,0.61,0.6740131001895707,0.2110526115814941,0.6256410256410256,0.5948238022155261,0.12446861101897017,0.6177215189873417,0.5175180157533099,0.2025552248151772,0.5,0.4941644027276242,0.03785537098041316,6.0,6.0,0.0,6,6.0,6,0.6053870619496537
SVM_Linear,0.6509070888564353,0.13297561354685672,0.6888888888888889,0.1428030303030302,0.30952380952380953,0.8125000000000001,0.5557856673241289,0.6882133840867323,0.14541335946676184,0.5861317590721766,0.5453668198881777,0.13130630453655934,0.5470085470085471,0.569269570298982,0.10312043581612937,0.5416666666666667,0.6074030424755061,0.18634187411012856,0.5927835051546392,0.6377414198002433,0.26772291621075067,0.5897435897435898,0.5529525406321448,0.17650037595002588,0.5912596401028277,0.5007977207977208,0.31325681694376933,0.4935897435897436,0.5382801719463948,0.08634512447680688,6.0,6.0,0.0,6,6.0,6,0.5997242604932448
SVM_RBF,0.6186924271564794,0.1684351661287925,0.6419753086419754,0.1994949494949495,0.30952380952380953,0.9375,0.5618178829717291,0.6596636112189856,0.18216171879547707,0.5962688470352945,0.555093443733364,0.118802470414288,0.5527065527065527,0.5934133567957097,0.0892102550874749,0.5653846153846154,0.5508354218880533,0.27990733623986386,0.6376811594202898,0.5196187363834422,0.2977837978172697,0.4512820512820513,0.48383059566202113,0.23778415646489892,0.5285285285285285,0.6672079772079772,0.27862716801725435,0.6794871794871795,0.580640596043454,0.08393389180475617,6.0,6.0,0.0,6,6.0,6,0.5927218567339081
LightGBM,0.6073294878687036,0.16717308239567197,0.6666666666666667,0.13923611111111112,0.2,0.7823529411764706,0.5738165680473373,0.7006705622737146,0.16343025348694945,0.650677538152229,0.5236154326861987,0.08461427866098675,0.5299145299145299,0.5533645902028255,0.08975786765793009,0.5352564102564102,0.5787073112073112,0.2643296522256787,0.59375,0.4876157230568996,0.21450374288737775,0.48717948717948717,0.4829508093527701,0.17120125921324522,0.5352112676056338,0.6191134573487515,0.24497520406529555,0.5833333333333334,0.5703364384053159,0.16765321282860915,6.0,6.0,0.0,6,6.0,6,0.577276816093879
