,LogisticRegression,NaiveBayes,SVM_Linear,XGBoost,ExtraTrees,SVM_RBF,LightGBM
LogisticRegression,0.0,2.4744478326790853,4.315129482530525,0.9146048156463049,2.426011106842186,3.62458511290157,1.778903709703093
NaiveBayes,-2.4744478326790853,0.0,0.5101192348324393,-0.9325282380844666,-0.26550553682233413,0.29159372791404903,-0.11443601989729754
SVM_Linear,-4.315129482530525,-0.5101192348324393,0.0,-1.5407023146739092,-0.8595011146208728,-0.6282096656949234,-0.554268428240452
XGBoost,-0.9146048156463049,0.9325282380844666,1.5407023146739092,0.0,0.9357261360436667,1.3422227408703893,1.4584860828511272
ExtraTrees,-2.426011106842186,0.26550553682233413,0.8595011146208728,-0.9357261360436667,0.0,0.6237152645328156,0.13006598297746852
SVM_RBF,-3.62458511290157,-0.29159372791404903,0.6282096656949234,-1.3422227408703893,-0.6237152645328156,0.0,-0.3621041721495446
LightGBM,-1.778903709703093,0.11443601989729754,0.554268428240452,-1.4584860828511272,-0.13006598297746852,0.3621041721495446,0.0
