Fold,Repeat,Fold_Within_Repeat,Split_Random_State,Outer_CV_Strategy,n_train,n_test,n_features,FS_N_FEATURES_SELECTED,FS_N_FEATURES_CONFIG,FS_N_FEATURES_MODE,FS_METHOD,train_class_distribution,test_class_distribution,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,Decision_Threshold,BestInnerAUC
3,1,3,100,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 37}","{np.int64(1): 16, np.int64(0): 15}","['Pre_D_P15', 'Pre_D_P18', 'Pre_D_P27', 'Pre_D_P41', 'Pre_D_P43', 'Pre_D_P46', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P6']",LogisticRegression,0.7541666666666667,0.6774193548387096,0.66875,0.7701148081103324,0.625,0.9375,0.75,0.4,0.33528804907531506,0.598
3,1,3,100,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 37}","{np.int64(1): 16, np.int64(0): 15}","['Pre_D_P15', 'Pre_D_P18', 'Pre_D_P27', 'Pre_D_P41', 'Pre_D_P43', 'Pre_D_P46', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P6']",NaiveBayes,0.7875,0.5483870967741935,0.5333333333333333,0.7407346992389561,0.5333333333333333,1.0,0.6956521739130435,0.06666666666666667,0.01324118240867026,0.518
3,1,3,100,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 37}","{np.int64(1): 16, np.int64(0): 15}","['Pre_D_P15', 'Pre_D_P18', 'Pre_D_P27', 'Pre_D_P41', 'Pre_D_P43', 'Pre_D_P46', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P6']",SVM_Linear,0.7583333333333333,0.5806451612903226,0.5916666666666667,0.7719675749087515,0.8,0.25,0.38095238095238093,0.9333333333333333,0.6658184139493879,0.594
3,1,3,100,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 37}","{np.int64(1): 16, np.int64(0): 15}","['Pre_D_P15', 'Pre_D_P18', 'Pre_D_P27', 'Pre_D_P41', 'Pre_D_P43', 'Pre_D_P46', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P6']",SVM_RBF,0.7583333333333333,0.5806451612903226,0.5895833333333333,0.7702524168627745,0.7142857142857143,0.3125,0.43478260869565216,0.8666666666666667,0.6704570591910037,0.5773333333333334
3,1,3,100,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 37}","{np.int64(1): 16, np.int64(0): 15}","['Pre_D_P15', 'Pre_D_P18', 'Pre_D_P27', 'Pre_D_P41', 'Pre_D_P43', 'Pre_D_P46', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P6']",XGBoost,0.5874999999999999,0.6129032258064516,0.6145833333333333,0.6719924967505613,0.6428571428571429,0.5625,0.6,0.6666666666666666,0.3370450347661971,0.694
3,1,3,100,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 37}","{np.int64(1): 16, np.int64(0): 15}","['Pre_D_P15', 'Pre_D_P18', 'Pre_D_P27', 'Pre_D_P41', 'Pre_D_P43', 'Pre_D_P46', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P6']",LightGBM,0.6937500000000001,0.5806451612903226,0.5854166666666667,0.7147904751365429,0.6363636363636364,0.4375,0.5185185185185185,0.7333333333333333,0.5581892309610353,0.6106666666666667
3,1,3,100,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 37}","{np.int64(1): 16, np.int64(0): 15}","['Pre_D_P15', 'Pre_D_P18', 'Pre_D_P27', 'Pre_D_P41', 'Pre_D_P43', 'Pre_D_P46', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P6']",ExtraTrees,0.6104166666666666,0.5806451612903226,0.5833333333333333,0.6247401861526625,0.6153846153846154,0.5,0.5517241379310345,0.6666666666666666,0.5001718481832451,0.7273333333333333
4,1,4,100,repeated_stratified_group_kfold,91,26,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 42}","{np.int64(1): 16, np.int64(0): 10}","['Pre_D_P11', 'Pre_D_P12', 'Pre_D_P17', 'Pre_D_P19', 'Pre_D_P21', 'Pre_D_P34', 'Pre_D_P35', 'Pre_D_P39']",LogisticRegression,0.4125,0.5769230769230769,0.50625,0.5957587266165767,0.6190476190476191,0.8125,0.7027027027027027,0.2,0.38985383624399383,0.7194901960784315
4,1,4,100,repeated_stratified_group_kfold,91,26,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 42}","{np.int64(1): 16, np.int64(0): 10}","['Pre_D_P11', 'Pre_D_P12', 'Pre_D_P17', 'Pre_D_P19', 'Pre_D_P21', 'Pre_D_P34', 'Pre_D_P35', 'Pre_D_P39']",NaiveBayes,0.55,0.6153846153846154,0.5375,0.670354171000624,0.6363636363636364,0.875,0.7368421052631579,0.2,0.7529497836077569,0.6042941176470589
4,1,4,100,repeated_stratified_group_kfold,91,26,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 42}","{np.int64(1): 16, np.int64(0): 10}","['Pre_D_P11', 'Pre_D_P12', 'Pre_D_P17', 'Pre_D_P19', 'Pre_D_P21', 'Pre_D_P34', 'Pre_D_P35', 'Pre_D_P39']",SVM_Linear,0.41875,0.5769230769230769,0.50625,0.5977689605347054,0.6190476190476191,0.8125,0.7027027027027027,0.2,0.38276601907111807,0.7292941176470589
4,1,4,100,repeated_stratified_group_kfold,91,26,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 42}","{np.int64(1): 16, np.int64(0): 10}","['Pre_D_P11', 'Pre_D_P12', 'Pre_D_P17', 'Pre_D_P19', 'Pre_D_P21', 'Pre_D_P34', 'Pre_D_P35', 'Pre_D_P39']",SVM_RBF,0.3625,0.5384615384615384,0.475,0.5458281710610212,0.6,0.75,0.6666666666666666,0.2,0.49028491357325804,0.7636078431372549
4,1,4,100,repeated_stratified_group_kfold,91,26,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 42}","{np.int64(1): 16, np.int64(0): 10}","['Pre_D_P11', 'Pre_D_P12', 'Pre_D_P17', 'Pre_D_P19', 'Pre_D_P21', 'Pre_D_P34', 'Pre_D_P35', 'Pre_D_P39']",XGBoost,0.475,0.5769230769230769,0.525,0.6818232679263985,0.631578947368421,0.75,0.6857142857142857,0.3,0.37863892316818243,0.6998823529411765
4,1,4,100,repeated_stratified_group_kfold,91,26,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 42}","{np.int64(1): 16, np.int64(0): 10}","['Pre_D_P11', 'Pre_D_P12', 'Pre_D_P17', 'Pre_D_P19', 'Pre_D_P21', 'Pre_D_P34', 'Pre_D_P35', 'Pre_D_P39']",LightGBM,0.35625,0.46153846153846156,0.43125,0.5395132645132645,0.5625,0.5625,0.5625,0.3,0.4029859854086963,0.678640522875817
4,1,4,100,repeated_stratified_group_kfold,91,26,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 42}","{np.int64(1): 16, np.int64(0): 10}","['Pre_D_P11', 'Pre_D_P12', 'Pre_D_P17', 'Pre_D_P19', 'Pre_D_P21', 'Pre_D_P34', 'Pre_D_P35', 'Pre_D_P39']",ExtraTrees,0.3,0.5,0.44375,0.5212253087787312,0.5789473684210527,0.6875,0.6285714285714286,0.2,0.4918280746606618,0.7192747252747252
5,1,5,100,repeated_stratified_group_kfold,104,13,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 61, np.int64(0): 43}","{np.int64(1): 4, np.int64(0): 9}","['Pre_D_P2', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P32', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P44', 'Pre_D_P45', 'Pre_D_P9']",LogisticRegression,0.6666666666666667,0.38461538461538464,0.4861111111111111,0.4909090909090909,0.3,0.75,0.42857142857142855,0.2222222222222222,0.4097420667405624,0.7413684210526317
5,1,5,100,repeated_stratified_group_kfold,104,13,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 61, np.int64(0): 43}","{np.int64(1): 4, np.int64(0): 9}","['Pre_D_P2', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P32', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P44', 'Pre_D_P45', 'Pre_D_P9']",NaiveBayes,0.6944444444444444,0.8461538461538461,0.8194444444444444,0.5625,0.75,0.75,0.75,0.8888888888888888,0.45766551176555226,0.6536491228070176
5,1,5,100,repeated_stratified_group_kfold,104,13,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 61, np.int64(0): 43}","{np.int64(1): 4, np.int64(0): 9}","['Pre_D_P2', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P32', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P44', 'Pre_D_P45', 'Pre_D_P9']",SVM_Linear,0.6666666666666667,0.6153846153846154,0.6527777777777778,0.4909090909090909,0.42857142857142855,0.75,0.5454545454545454,0.5555555555555556,0.577560870297486,0.7518947368421053
5,1,5,100,repeated_stratified_group_kfold,104,13,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 61, np.int64(0): 43}","{np.int64(1): 4, np.int64(0): 9}","['Pre_D_P2', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P32', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P44', 'Pre_D_P45', 'Pre_D_P9']",SVM_RBF,0.7222222222222222,0.6923076923076923,0.7083333333333333,0.6875,0.5,0.75,0.6,0.6666666666666666,0.6058819576904849,0.7273333333333334
5,1,5,100,repeated_stratified_group_kfold,104,13,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 61, np.int64(0): 43}","{np.int64(1): 4, np.int64(0): 9}","['Pre_D_P2', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P32', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P44', 'Pre_D_P45', 'Pre_D_P9']",XGBoost,0.5555555555555556,0.5384615384615384,0.6666666666666666,0.5166666666666666,0.4,1.0,0.5714285714285714,0.3333333333333333,0.6075206875801087,0.7773333333333333
5,1,5,100,repeated_stratified_group_kfold,104,13,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 61, np.int64(0): 43}","{np.int64(1): 4, np.int64(0): 9}","['Pre_D_P2', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P32', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P44', 'Pre_D_P45', 'Pre_D_P9']",LightGBM,0.6666666666666667,0.5384615384615384,0.5277777777777778,0.5654761904761905,0.3333333333333333,0.5,0.4,0.5555555555555556,0.9270186234171804,0.7856666666666667
5,1,5,100,repeated_stratified_group_kfold,104,13,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 61, np.int64(0): 43}","{np.int64(1): 4, np.int64(0): 9}","['Pre_D_P2', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P32', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P44', 'Pre_D_P45', 'Pre_D_P9']",ExtraTrees,0.638888888888889,0.6153846153846154,0.6527777777777778,0.46590909090909094,0.42857142857142855,0.75,0.5454545454545454,0.5555555555555556,0.5144330146981991,0.7343508771929825
6,2,1,101,repeated_stratified_group_kfold,98,19,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 55, np.int64(0): 43}","{np.int64(1): 10, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P11', 'Pre_D_P17', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P30', 'Pre_D_P31', 'Pre_D_P37', 'Pre_D_P47', 'Pre_D_P6', 'Pre_D_P7']",LogisticRegression,0.7111111111111111,0.6842105263157895,0.6888888888888889,0.7271293034450929,0.75,0.6,0.6666666666666666,0.7777777777777778,0.6558739395715038,0.7334957983193278
6,2,1,101,repeated_stratified_group_kfold,98,19,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 55, np.int64(0): 43}","{np.int64(1): 10, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P11', 'Pre_D_P17', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P30', 'Pre_D_P31', 'Pre_D_P37', 'Pre_D_P47', 'Pre_D_P6', 'Pre_D_P7']",NaiveBayes,0.8111111111111112,0.6842105263157895,0.6722222222222223,0.8309920634920634,0.6428571428571429,0.9,0.75,0.4444444444444444,0.6584647638783825,0.7194901960784313
6,2,1,101,repeated_stratified_group_kfold,98,19,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 55, np.int64(0): 43}","{np.int64(1): 10, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P11', 'Pre_D_P17', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P30', 'Pre_D_P31', 'Pre_D_P37', 'Pre_D_P47', 'Pre_D_P6', 'Pre_D_P7']",SVM_Linear,0.6888888888888889,0.6842105263157895,0.6722222222222223,0.7060686973844869,0.6428571428571429,0.9,0.75,0.4444444444444444,0.580240689133904,0.7234685990338164
6,2,1,101,repeated_stratified_group_kfold,98,19,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 55, np.int64(0): 43}","{np.int64(1): 10, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P11', 'Pre_D_P17', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P30', 'Pre_D_P31', 'Pre_D_P37', 'Pre_D_P47', 'Pre_D_P6', 'Pre_D_P7']",SVM_RBF,0.7111111111111111,0.6842105263157895,0.6722222222222223,0.7222755022755023,0.6428571428571429,0.9,0.75,0.4444444444444444,0.6296702637520573,0.7194901960784315
6,2,1,101,repeated_stratified_group_kfold,98,19,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 55, np.int64(0): 43}","{np.int64(1): 10, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P11', 'Pre_D_P17', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P30', 'Pre_D_P31', 'Pre_D_P37', 'Pre_D_P47', 'Pre_D_P6', 'Pre_D_P7']",XGBoost,0.6888888888888889,0.631578947368421,0.6166666666666667,0.7720921184079078,0.6,0.9,0.72,0.3333333333333333,0.4055370795726776,0.694
6,2,1,101,repeated_stratified_group_kfold,98,19,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 55, np.int64(0): 43}","{np.int64(1): 10, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P11', 'Pre_D_P17', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P30', 'Pre_D_P31', 'Pre_D_P37', 'Pre_D_P47', 'Pre_D_P6', 'Pre_D_P7']",LightGBM,0.6888888888888889,0.5263157894736842,0.5111111111111111,0.7969803807303807,0.5333333333333333,0.8,0.64,0.2222222222222222,0.5074988854524748,0.7531036414565826
6,2,1,101,repeated_stratified_group_kfold,98,19,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 55, np.int64(0): 43}","{np.int64(1): 10, np.int64(0): 9}","['Pre_D_P1', 'Pre_D_P11', 'Pre_D_P17', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P30', 'Pre_D_P31', 'Pre_D_P37', 'Pre_D_P47', 'Pre_D_P6', 'Pre_D_P7']",ExtraTrees,0.7,0.6842105263157895,0.6722222222222223,0.7383469308469308,0.6428571428571429,0.9,0.75,0.4444444444444444,0.5093117312642703,0.7447002801120448
7,2,2,101,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 44, np.int64(0): 42}","{np.int64(1): 21, np.int64(0): 10}","['Pre_D_P16', 'Pre_D_P19', 'Pre_D_P24', 'Pre_D_P27', 'Pre_D_P29', 'Pre_D_P39', 'Pre_D_P40', 'Pre_D_P41', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P50']",LogisticRegression,0.6714285714285714,0.6774193548387096,0.5261904761904762,0.825555404294612,0.6896551724137931,0.9523809523809523,0.8,0.1,0.3407896176786274,0.53775
7,2,2,101,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 44, np.int64(0): 42}","{np.int64(1): 21, np.int64(0): 10}","['Pre_D_P16', 'Pre_D_P19', 'Pre_D_P24', 'Pre_D_P27', 'Pre_D_P29', 'Pre_D_P39', 'Pre_D_P40', 'Pre_D_P41', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P50']",NaiveBayes,0.5428571428571428,0.7096774193548387,0.55,0.7525969084599922,0.7,1.0,0.8235294117647058,0.1,0.08349815064001066,0.4315
7,2,2,101,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 44, np.int64(0): 42}","{np.int64(1): 21, np.int64(0): 10}","['Pre_D_P16', 'Pre_D_P19', 'Pre_D_P24', 'Pre_D_P27', 'Pre_D_P29', 'Pre_D_P39', 'Pre_D_P40', 'Pre_D_P41', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P50']",SVM_Linear,0.30952380952380953,0.41935483870967744,0.30952380952380953,0.5833405487472176,0.5652173913043478,0.6190476190476191,0.5909090909090909,0.0,0.4282664784323149,0.5465
7,2,2,101,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 44, np.int64(0): 42}","{np.int64(1): 21, np.int64(0): 10}","['Pre_D_P16', 'Pre_D_P19', 'Pre_D_P24', 'Pre_D_P27', 'Pre_D_P29', 'Pre_D_P39', 'Pre_D_P40', 'Pre_D_P41', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P50']",SVM_RBF,0.30952380952380953,0.3225806451612903,0.5,0.5833405487472176,0.0,0.0,0.0,1.0,0.4167348380319007,0.544
7,2,2,101,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 44, np.int64(0): 42}","{np.int64(1): 21, np.int64(0): 10}","['Pre_D_P16', 'Pre_D_P19', 'Pre_D_P24', 'Pre_D_P27', 'Pre_D_P29', 'Pre_D_P39', 'Pre_D_P40', 'Pre_D_P41', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P50']",XGBoost,0.7047619047619048,0.7096774193548387,0.6285714285714286,0.858442962322226,0.75,0.8571428571428571,0.8,0.4,0.09746953174471852,0.6265000000000001
