Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Pre_GLSZM_HighGrayLevelZoneEmphasis,Pre_GLSZM_HighGrayLevelZoneEmphasis,0.09713212362429409,2
Post1_GLRLM_ShortRunHighGreyLevelEmphasis,Post1_GLRLM_ShortRunHighGreyLevelEmphasis,0.07384091981355141,2
Post1_GLCM_InverseDifferenceMoment,Post1_GLCM_InverseDifferenceMoment,0.061613710117504106,2
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,0.03942493041876883,2
Post1_Morph_Compactness2,Post1_Morph_Compactness2,0.03764370852505229,3
Post1_Morph_Compactness1,Post1_Morph_Compactness1,0.034895724570705125,3
Post1_Morph_Sphericity,Post1_Morph_Sphericity,0.033891533329907894,3
Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,0.030881912296756558,2
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.027067065040346092,3
Pre_IB_IntensityBasedEnergy,Pre_IB_IntensityBasedEnergy,0.014479829745946247,3
Pre_IB_IntensityBasedCoefficientOfVariation,Pre_IB_IntensityBasedCoefficientOfVariation,0.0080452296239358,3
