feature,n_valid,mean_benign,mean_malignant,median_benign,median_malignant,shapiro_p_benign,shapiro_p_malignant,normal_in_both_classes,correlation_method,correlation_coefficient,correlation_p_value,class_difference_test,class_difference_stat,class_difference_p_value,cohen_d_malignant_minus_benign,correlation_q_value_fdr,class_difference_q_value_fdr
Pre_Morph_Compacity,113,15.725971691799998,17.731158898253973,15.726982465,16.5978999,0.0004486820754049963,2.9189941876448695e-09,False,Spearman,0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,940.0,0.00024457452990570293,0.6439152546197785,0.005051273028832431,0.007377998318822038
Pre_Morph_Compactness1,113,0.03633255354,0.03289159390476191,0.035873995000000006,0.033991625,0.06092036468666679,0.00035935746465764595,False,Spearman,-0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,2210.0,0.00024457452990570293,-0.7272389022238462,0.005051273028832431,0.007377998318822038
Pre_Morph_Compactness2,113,0.47460927444000006,0.3939713005079365,0.4572585355,0.410531127,0.08330041721178028,0.06437580002156365,True,Pearson_point_biserial_equivalent,-0.349316065974218,0.00014933330232111064,Welch_t_test,3.9696651168305706,0.00012944107548970457,-0.7439129297144583,0.005051273028832431,0.007377998318822038
Pre_Morph_SphericalDisproportion,113,1.2960647178600002,1.3999829243968254,1.298014273,1.345502894,0.001356424923896451,1.7152705591341838e-08,False,Spearman,0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,940.0,0.00024457452990570293,0.6619667662314664,0.005051273028832431,0.007377998318822038
Pre_Morph_Sphericity,113,0.7759094775800002,0.7248480635238095,0.7704076195,0.743216536,0.0387696991581766,4.709697243546706e-05,False,Spearman,-0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,2210.0,0.00024457452990570293,-0.7179439686690497,0.005051273028832431,0.007377998318822038
Pre_Morph_Asphericity,113,0.29606471786000005,0.3999829243968255,0.298014273,0.345502894,0.0013564249238965144,1.7152705591341653e-08,False,Spearman,0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,940.0,0.00024457452990570293,0.6619667662314682,0.005051273028832431,0.007377998318822038
Post1_Morph_Compacity,113,15.721567458999997,17.731158898253973,15.726982465,16.5978999,0.00044230825815566875,2.9189941876448695e-09,False,Spearman,0.347400968432565,0.0001632583448752355,Mann_Whitney_U,939.0,0.00023910467553420368,0.6451523332167716,0.005051273028832431,0.007377998318822038
Post1_Morph_Compactness1,113,0.03634456939999999,0.03289159390476191,0.035873995000000006,0.033991625,0.0587632068655891,0.00035935746465764595,False,Spearman,-0.347400968432565,0.0001632583448752355,Mann_Whitney_U,2211.0,0.00023910467553420368,-0.7292680203011054,0.005051273028832431,0.007377998318822038
Post1_Morph_Compactness2,113,0.47494428242000003,0.3939713005079365,0.4572585355,0.410531127,0.08104169770253336,0.06437580002156365,True,Pearson_point_biserial_equivalent,-0.3503044828013372,0.00014258579355646967,Welch_t_test,3.9813975129899672,0.00012403536782914625,-0.7463118533268471,0.005051273028832431,0.007377998318822038
Post1_Morph_SphericalDisproportion,113,1.29581504624,1.3999829243968254,1.298014273,1.345502894,0.0013300341966999347,1.7152705591341838e-08,False,Spearman,0.347400968432565,0.0001632583448752355,Mann_Whitney_U,939.0,0.00023910467553420368,0.6633359314718543,0.005051273028832431,0.007377998318822038
Post1_Morph_Sphericity,113,0.7760764497000001,0.7248480635238095,0.7704076195,0.743216536,0.037416169834816514,4.709697243546706e-05,False,Spearman,-0.347400968432565,0.0001632583448752355,Mann_Whitney_U,2211.0,0.00023910467553420368,-0.719844403257792,0.005051273028832431,0.007377998318822038
Post1_Morph_Asphericity,113,0.29581504624,0.3999829243968255,0.298014273,0.345502894,0.0013300341966999026,1.7152705591341653e-08,False,Spearman,0.347400968432565,0.0001632583448752355,Mann_Whitney_U,939.0,0.00023910467553420368,0.663335931471855,0.005051273028832431,0.007377998318822038
Post2_Morph_Compacity,113,15.725971691799998,17.731158898253973,15.726982465,16.5978999,0.0004486820754049963,2.9189941876448695e-09,False,Spearman,0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,940.0,0.00024457452990570293,0.6439152546197785,0.005051273028832431,0.007377998318822038
Post2_Morph_Compactness1,113,0.03633255354,0.03289159390476191,0.035873995000000006,0.033991625,0.06092036468666679,0.00035935746465764595,False,Spearman,-0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,2210.0,0.00024457452990570293,-0.7272389022238462,0.005051273028832431,0.007377998318822038
Post2_Morph_Compactness2,113,0.47460927444000006,0.3939713005079365,0.4572585355,0.410531127,0.08330041721178028,0.06437580002156365,True,Pearson_point_biserial_equivalent,-0.349316065974218,0.00014933330232111064,Welch_t_test,3.9696651168305706,0.00012944107548970457,-0.7439129297144583,0.005051273028832431,0.007377998318822038
Post2_Morph_SphericalDisproportion,113,1.2960647178600002,1.3999829243968254,1.298014273,1.345502894,0.001356424923896451,1.7152705591341838e-08,False,Spearman,0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,940.0,0.00024457452990570293,0.6619667662314664,0.005051273028832431,0.007377998318822038
Post2_Morph_Sphericity,113,0.7759094775800002,0.7248480635238095,0.7704076195,0.743216536,0.0387696991581766,4.709697243546706e-05,False,Spearman,-0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,2210.0,0.00024457452990570293,-0.7179439686690497,0.005051273028832431,0.007377998318822038
