feature,n_valid,shapiro_stat,shapiro_p_value,is_normal_global_p_ge_0_05,shapiro_q_value_fdr,is_normal_after_fdr_q_ge_0_05
Pre_Morph_Volume_cm3,113,0.14709801407863266,1.1261040298880143e-22,False,1.9104774795084732e-21,False
Pre_Morph_ApproximateVolume_cm3,113,0.14738991873839524,1.134597887963386e-22,False,1.9104774795084732e-21,False
Pre_Morph_voxelsCounting_vx,113,0.14738991873839524,1.134597887963386e-22,False,1.9104774795084732e-21,False
Pre_Morph_SurfaceArea_cm2,113,0.2790028636315892,4.198914640895298e-21,False,3.5787234199505827e-20,False
Pre_Morph_SurfaceToVolumeRatio_cm,113,0.9643131799183118,0.004121625966404249,False,0.005109686985747733,False
Pre_Morph_Compacity,113,0.745025072397264,1.0091801197433197e-12,False,2.748338945757873e-12,False
Pre_Morph_Compactness1,113,0.934836678717454,3.351819854007816e-05,False,4.8827315378303e-05,False
Pre_Morph_Compactness2,113,0.9731365053240784,0.022338069482537425,False,0.026085100492511445,False
Pre_Morph_SphericalDisproportion,113,0.7851251553453946,1.4546224835154802e-11,False,3.5579279664365895e-11,False
Pre_Morph_Sphericity,113,0.9132227559747433,1.8617057680814084e-06,False,2.9429584630806543e-06,False
Pre_Morph_Asphericity,113,0.7851251553453948,1.4546224835155117e-11,False,3.5579279664365895e-11,False
Pre_Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,113,0.6426411916519965,3.4289929965825264e-15,False,1.260198441383629e-14,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,113,0.9539569314787024,0.0006615012289560657,False,0.0008644889706934866,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,113,0.9812634861018281,0.11447013147577965,True,0.12691634791495324,True
Pre_Morph_CentreOfMassShift_mm,113,0.7046588660989297,9.098941229478473e-14,False,2.8641884565836585e-13,False
Pre_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,113,0.6979008013274253,6.223572324530135e-14,False,1.9937461783008042e-13,False
Pre_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,113,0.7168126516304105,1.8301120413426022e-13,False,5.507381662048376e-13,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,113,0.6143197790450121,8.78517127968136e-16,False,3.59348248954198e-15,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,113,0.9507132849328674,0.0003855421632461631,False,0.0005131112613790847,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,113,0.9264132057132106,1.0310884361461355e-05,False,1.5455652748857187e-05,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,113,0.6722234080085812,1.5495980440190082e-14,False,5.292023508819632e-14,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,113,0.7690771700091155,4.8144515156332766e-12,False,1.240449429650709e-11,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,113,0.7201961291180575,2.2314822101585868e-13,False,6.540862834634886e-13,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,113,0.7404115546094094,7.567037956111712e-13,False,2.1152646641794904e-12,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,113,0.791847603971503,2.350484930901791e-11,False,5.5795117704029403e-11,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,113,0.7884097708941071,1.8366197735986262e-11,False,4.403022238693395e-11,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,113,0.695076349674417,5.319546705358925e-14,False,1.719403022724888e-13,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,113,0.828161226880677,3.826038725389011e-10,False,8.123319757130921e-10,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,113,0.8167200633908718,1.5278381449633763e-10,False,3.382736443282827e-10,False
Pre_Morph_Maximum3DDiameter_mm,113,0.6756688414313152,1.858811638832874e-14,False,6.201749430944704e-14,False
Pre_Morph_SphereDiameter_mm,113,0.6308841869491224,1.930505765096492e-15,False,7.367099400559679e-15,False
Pre_Morph_IntegratedIntensity_Intensity,113,0.15659221330200224,1.439359193100449e-22,False,2.2402959689876556e-21,False
Pre_IB_MeanIntensity,113,0.990827727457023,0.6524841153675054,True,0.6579366288663983,True
Pre_IB_IntensityVariance,113,0.8424287377594638,1.2734962161749091e-09,False,2.5611423903073172e-09,False
Pre_IB_IntensitySkewness,113,0.88815665569922,1.0350498149571552e-07,False,1.7884870310954187e-07,False
Pre_IB_IntensityKurtosis,113,0.7430829013392899,8.935911497466979e-13,False,2.4787739173050164e-12,False
Pre_IB_MedianIntensity,113,0.9884871609888355,0.4540188380849757,True,0.4682473486802313,True
Pre_IB_MinimumIntensity,113,0.5984203449871106,4.22146029589398e-16,False,1.808483582382983e-15,False
Pre_IB_10thIntensityPercentile,113,0.9797957368730135,0.08510684681194401,True,0.0950885140306288,True
Pre_IB_25thIntensityPercentile,113,0.9816213104415843,0.12301783380243476,True,0.1357696824282969,True
Pre_IB_50thIntensityPercentile,113,0.9884871609888355,0.4540188380849757,True,0.4682473486802313,True
Pre_IB_75thIntensityPercentile,113,0.9859852614428384,0.28956379414735123,True,0.3047153880271545,True
Pre_IB_90thIntensityPercentile,113,0.9860475132611988,0.2929737694472198,True,0.3078563266760336,True
Pre_IB_StandardDeviation,113,0.966837297775228,0.006603742942229506,False,0.008062579915976666,False
Pre_IB_MaximumIntensity,113,0.9879228806157002,0.4120125776171548,True,0.4273597509954443,True
Pre_IB_IntensityInterquartileRange,113,0.9097970146294148,1.2221796200973638e-06,False,1.9533290175507536e-06,False
Pre_IB_IntensityRange,113,0.9895612086422606,0.5410936287636913,True,0.5533646165664398,True
Pre_IB_IntensityBasedMeanAbsoluteDeviation,113,0.9496257526383679,0.00032278238137151816,False,0.00043276748909810953,False
Pre_IB_IntensityBasedRobustMeanAbsoluteDeviation,113,0.9205642604996738,4.736860679297657e-06,False,7.265862567397254e-06,False
Pre_IB_IntensityBasedMedianAbsoluteDeviation,113,0.9481480396969104,0.0002542124294789769,False,0.0003446625448366653,False
Pre_IB_IntensityBasedCoefficientOfVariation,113,0.7340693776195621,5.123069083436209e-13,False,1.4488679751593029e-12,False
Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,113,0.8907770770267432,1.3737977833964514e-07,False,2.3348112562888049e-07,False
Pre_IB_AreaUnderCurveCIVH,113,0.9903845653228681,0.6128154938943178,True,0.6222698703779608,True
Pre_IB_IntensityBasedEnergy,113,0.1983800641849962,4.351755558932728e-22,False,5.2511183744454915e-21,False
Pre_IB_RootMeanSquareIntensity,113,0.9917063527718388,0.7313514329433973,True,0.7354144964597495,True
Pre_IB_TotalLesionGlycolysis,113,0.15699082738231285,1.4543357809726493e-22,False,2.2402959689876556e-21,False
Pre_IH_IntensityHistogramMean_Intensity,113,0.9907912957905837,0.6492080906838159,True,0.6555462452951787,True
Pre_IH_IntensityHistogramVariance_Intensity,113,0.8431790393096891,1.3592340306067875e-09,False,2.7259984436546097e-09,False
Pre_IH_IntensityHistogramSkewness_Intensity,113,0.8866660912819656,8.826392343440941e-08,False,1.5301549319209449e-07,False
Pre_IH_IntensityHistogramKurtosis_Intensity,113,0.7418154732666741,8.256813153777825e-13,False,2.2992048935904405e-12,False
Pre_IH_IntensityHistogramMedian_Intensity,113,0.9871047119378119,0.3561557063738254,True,0.3710168797333087,True
Pre_IH_IntensityHistogramMinimumGreyLevel_Intensity,113,0.5430478427520606,3.8399966322129915e-17,False,1.9173500425670385e-16,False
Pre_IH_IntensityHistogram10thPercentile,113,0.9719231305934938,0.01758708883500083,False,0.02080564104009902,False
Pre_IH_IntensityHistogram25thPercentile,113,0.977884048812082,0.057812151706623405,True,0.06570800288162534,True
Pre_IH_IntensityHistogram50thPercentile,113,0.9871047119378119,0.3561557063738254,True,0.3710168797333087,True
Pre_IH_IntensityHistogram75thPercentile,113,0.9841396524579182,0.20300638039331834,True,0.21806620089727372,True
Pre_IH_IntensityHistogram90thPercentile,113,0.9855874522301269,0.26856289059822075,True,0.2838533325446888,True
Pre_IH_IntensityHistogramStd_Intensity,113,0.9663341717363249,0.006006691212787385,False,0.007383850800002313,False
Pre_IH_IntensityHistogramMaximumGreyLevel_Intensity,113,0.9864612108551969,0.31650237535444403,True,0.3306604902692893,True
Pre_IH_IntensityHistogramMode_Intensity,113,0.9712854735814241,0.015522402748019536,False,0.018483913798628526,False
Pre_IH_IntensityHistogramInterquartileRange_Intensity,113,0.9052720991060783,7.105529357357078e-07,False,1.1612648430533915e-06,False
Pre_IH_IntensityHistogramRange_Intensity,113,0.9872349155461615,0.3646372872506069,True,0.379306603404367,True
Pre_IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,113,0.9488648591238635,0.00028532846422282343,False,0.0003854063583905302,False
Pre_IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,113,0.9227312810529553,6.295885053954912e-06,False,9.596254271712329e-06,False
Pre_IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,113,0.948073784433292,0.00025119973966347377,False,0.0003412169071601407,False
Pre_IH_IntensityHistogramCoefficientOfVariation_Intensity,113,0.7864142688547522,1.5935639881723547e-11,False,3.845801091455949e-11,False
Pre_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,113,0.9002154794099514,3.943229179596038e-07,False,6.578105820339934e-07,False
Pre_IH_IntensityHistogramEntropyLog10_Intensity,113,0.9440105227176737,0.0001322884619723181,False,0.00018601762480850004,False
Pre_IH_IntensityHistogramEntropyLog2_Intensity,113,0.9440105226898241,0.00013228846140055876,False,0.00018601762480850004,False
Pre_IH_AreaUnderCurveCIVH_Intensity,113,0.9907912957939877,0.6492080909898386,True,0.6555462452951787,True
Pre_IH_Uniformity_Intensity,113,0.7200561614186132,2.2131789177041942e-13,False,6.51358348137332e-13,False
Pre_IH_RootMeanSquare_Intensity,113,0.8671386459919489,1.2200169373951208e-08,False,2.2706741971055723e-08,False
Pre_IH_MaximumHistogramGradient_Intensity,113,0.11901518667424837,5.515561664420636e-23,False,1.9104774795084732e-21,False
Pre_IH_MaximumHistogramGradientGreyLevel_Intensity,113,0.967522072311639,0.007517607995727531,False,0.009132127833736127,False
Pre_IH_MinimumHistogramGradient_Intensity,113,0.11378050598316292,4.8379138627017277e-23,False,1.9104774795084732e-21,False
Pre_IH_MinimumHistogramGradientGreyLevel_Intensity,113,0.9432027103920293,0.00011674939865582598,False,0.00016509094653675393,False
Pre_GLCM_JointMaximum,113,0.6106875976492352,7.416641571226437e-16,False,3.1038430621779998e-15,False
Pre_GLCM_JointAverage,113,0.9922188667985056,0.7761797301944025,True,0.7772532852558178,True
Pre_GLCM_JointVariance,113,0.8349837640303399,6.742492016558334e-10,False,1.4067908414951683e-09,False
Pre_GLCM_JointEntropyLog2,113,0.9440245170175856,0.00013257609634556236,False,0.00018601762480850004,False
Pre_GLCM_JointEntropyLog10,113,0.9440245170610145,0.00013257609723920722,False,0.00018601762480850004,False
Pre_GLCM_DifferenceAverage,113,0.9459870480068866,0.00018022857387478634,False,0.0002499721982477879,False
Pre_GLCM_DifferenceVariance,113,0.8240447631839665,2.73750198888631e-10,False,5.881161542889283e-10,False
Pre_GLCM_DifferenceEntropy,113,0.9421514629691979,9.934906673383143e-05,False,0.0001421516290816086,False
Pre_GLCM_SumAverage,113,0.9922188668078278,0.7761797309944147,True,0.7772532852558178,True
Pre_GLCM_SumVariance,113,0.8363939465872594,7.594580820004045e-10,False,1.570993289623694e-09,False
Pre_GLCM_SumEntropy,113,0.8822175174590644,5.527309013610684e-08,False,9.832362962786573e-08,False
Pre_GLCM_AngularSecondMoment,113,0.48344069289235925,3.656761635023791e-18,False,2.1011868442517652e-17,False
Pre_GLCM_Contrast,113,0.813424682718174,1.1811539421287883e-10,False,2.6231762395743644e-10,False
Pre_GLCM_Dissimilarity,113,0.9459870480068866,0.00018022857387478634,False,0.0002499721982477879,False
Pre_GLCM_InverseDifference,113,0.9424862309530938,0.0001045730035913957,False,0.00014933107416207196,False
Pre_GLCM_NormalisedInverseDifference,113,0.9909319140654674,0.6618609077680431,True,0.6664635566398653,True
Pre_GLCM_InverseDifferenceMoment,113,0.9202119551507812,4.524527323335244e-06,False,6.9696974087121636e-06,False
Pre_GLCM_NormalisedInverseDifferenceMoment,113,0.9500623494641927,0.00034657824069487197,False,0.00046295691192451533,False
Pre_GLCM_InverseVariance,113,0.9608483161131687,0.002193736457926929,False,0.002791327232933386,False
Pre_GLCM_Correlation,113,0.9902539084084977,0.6012269618415417,True,0.6122198598780255,True
Pre_GLCM_Autocorrelation,113,0.9298943576147348,1.6636433866867927e-05,False,2.4783494073276503e-05,False
Pre_GLCM_ClusterTendency,113,0.8363939465872594,7.594580820004045e-10,False,1.570993289623694e-09,False
Pre_GLCM_ClusterShade,113,0.837029808181015,8.014985437080913e-10,False,1.6532334633750944e-09,False
Pre_GLCM_ClusterProminence,113,0.6684649346815845,1.272618704749454e-14,False,4.429692029993292e-14,False
Pre_GLRLM_ShortRunsEmphasis,113,0.831441161248834,5.014613402756635e-10,False,1.0584781643136455e-09,False
Pre_GLRLM_LongRunsEmphasis,113,0.6160783706466888,9.539787254205702e-16,False,3.858550822371468e-15,False
Pre_GLRLM_LowGreyLevelRunEmphasis,113,0.49421519313839646,5.507451789457378e-18,False,3.091003950052048e-17,False
Pre_GLRLM_HighGreyLevelRunEmphasis,113,0.9330305596089716,2.5870485210183435e-05,False,3.8147110574690035e-05,False
Pre_GLRLM_ShortRunLowGreyLevelEmphasis,113,0.5771334709655553,1.634688454147297e-16,False,7.396965255016518e-16,False
Pre_GLRLM_ShortRunHighGreyLevelEmphasis,113,0.925796156714678,9.484295410395238e-06,False,1.4246120077025214e-05,False
Pre_GLRLM_LongRunLowGreyLevelEmphasis,113,0.2979897386595818,7.365471271558191e-21,False,6.059774091600148e-20,False
Pre_GLRLM_LongRunHighGreyLevelEmphasis,113,0.9690957603953285,0.010153840138591002,False,0.012130990528613673,False
Pre_GLRLM_GreyLevelNonUniformity,113,0.12948680984850736,7.182416675590579e-23,False,1.9104774795084732e-21,False
Pre_GLRLM_RunLengthNonUniformity,113,0.22714067559214224,9.565941904274028e-22,False,1.0184914615727054e-20,False
Pre_GLRLM_RunPercentage,113,0.8203248387562707,2.031769734041423e-10,False,4.4041954713951807e-10,False
Pre_GLRLM_GreyLevelVariance,113,0.8497892774174094,2.4346095924354027e-09,False,4.763938770062788e-09,False
Pre_GLRLM_RunLengthVariance,113,0.5652485422091483,9.771796508752626e-17,False,4.594013423595391e-16,False
Pre_GLRLM_RunEntropy,113,0.958460983055861,0.001436303625226754,False,0.0018437656465676773,False
Pre_NGTDM_Coarseness,113,0.9072828204928642,9.025215154602499e-07,False,1.455290817802274e-06,False
Pre_NGTDM_Contrast,113,0.839518019026079,9.909194386455994e-10,False,2.0039823284341175e-09,False
Pre_NGTDM_Busyness,113,0.24733696852040732,1.685927155053535e-21,False,1.672070219532547e-20,False
Pre_NGTDM_Complexity,113,0.77103813001795,5.495129850846835e-12,False,1.39595579368881e-11,False
Pre_NGTDM_Strength,113,0.8591051956867776,5.6954272381778805e-09,False,1.0822806615330146e-08,False
Pre_GLSZM_SmallZoneEmphasis,113,0.980219915191337,0.09272926176810559,True,0.10328613156939762,True
Pre_GLSZM_LargeZoneEmphasis,113,0.0921003901791475,2.8288834535165405e-23,False,1.9104774795084732e-21,False
Pre_GLSZM_LowGrayLevelZoneEmphasis,113,0.49186259240058483,5.033578450111075e-18,False,2.847117810844077e-17,False
Pre_GLSZM_HighGrayLevelZoneEmphasis,113,0.93115546476533,1.984403103764005e-05,False,2.9440734572236466e-05,False
Pre_GLSZM_SmallZoneLowGreyLevelEmphasis,113,0.47840143314963,3.0259638926907366e-18,False,1.7667724663774946e-17,False
Pre_GLSZM_SmallZoneHighGreyLevelEmphasis,113,0.8812530615934708,5.001019415762646e-08,False,8.962222913396425e-08,False
Pre_GLSZM_LargeZoneLowGreyLevelEmphasis,113,0.12750261437101762,6.830595790216921e-23,False,1.9104774795084732e-21,False
Pre_GLSZM_LargeZoneHighGreyLevelEmphasis,113,0.09261605391466288,2.864886994040026e-23,False,1.9104774795084732e-21,False
Pre_GLSZM_GreyLevelNonUniformity,113,0.2581883835983281,2.297085958205762e-21,False,2.1598574464168462e-20,False
Pre_GLSZM_NormalisedGreyLevelNonUniformity,113,0.6422714280961781,3.3668994998541913e-15,False,1.2436914479053236e-14,False
Pre_GLSZM_ZoneSizeNonUniformity,113,0.314122257843401,1.1983232423961915e-20,False,9.328882016073578e-20,False
Pre_GLSZM_NormalisedZoneSizeNonUniformity,113,0.9478787347153138,0.00024346375537445718,False,0.00033258067715303207,False
Pre_GLSZM_ZonePercentage,113,0.9787329982515738,0.06864001744651009,True,0.07752788242008317,True
Pre_GLSZM_GreyLevelVariance,113,0.8895253614721266,1.1994173366697017e-07,False,2.048061678652981e-07,False
Pre_GLSZM_ZoneSizeVariance,113,0.09032119356404089,2.708214660434356e-23,False,1.9104774795084732e-21,False
Pre_GLSZM_ZoneSizeEntropy,113,0.9529939350376161,0.0005626487948037575,False,0.0007406504135234917,False
Post1_Morph_Volume_cm3,113,0.14710061107519878,1.1261793064912e-22,False,1.9104774795084732e-21,False
Post1_Morph_ApproximateVolume_cm3,113,0.14739258757202833,1.1346758510892865e-22,False,1.9104774795084732e-21,False
Post1_Morph_voxelsCounting_vx,113,0.14739258757202833,1.1346758510892865e-22,False,1.9104774795084732e-21,False
Post1_Morph_SurfaceArea_cm2,113,0.2790241970520525,4.201539926737563e-21,False,3.5787234199505827e-20,False
Post1_Morph_SurfaceToVolumeRatio_cm,113,0.9642877787551033,0.004102330447834757,False,0.005109686985747733,False
Post1_Morph_Compacity,113,0.7454399212200878,1.0358320800617137e-12,False,2.8087731309538604e-12,False
Post1_Morph_Compactness1,113,0.9350892004127634,3.476395751548994e-05,False,5.0540371970310673e-05,False
Post1_Morph_Compactness2,113,0.9732576459614832,0.02288014328707682,False,0.026675078486060575,False
Post1_Morph_SphericalDisproportion,113,0.7855391002014491,1.49780317916093e-11,False,3.630148899295459e-11,False
Post1_Morph_Sphericity,113,0.9135220040476012,1.9322634049947728e-06,False,3.0478403163751975e-06,False
Post1_Morph_Asphericity,113,0.7855391002014489,1.497803179160892e-11,False,3.630148899295459e-11,False
Post1_Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,113,0.7117147366187591,1.3617049768273447e-13,False,4.195210226480841e-13,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,113,0.9817984793305318,0.12747668774043824,True,0.14047659349174624,True
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,113,0.9724903161602401,0.01966235215868788,False,0.023147224329902478,False
Post1_Morph_CentreOfMassShift_mm,113,0.7109107918231621,1.300114006864166e-13,False,4.039839231629426e-13,False
Post1_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,113,0.7092829590874876,1.1841317382102826e-13,False,3.6953076657941575e-13,False
Post1_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,113,0.7118944229466773,1.3758821875831972e-13,False,4.220926711060317e-13,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,113,0.636908659486856,2.5869421835094625e-15,False,9.704384149538087e-15,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,113,0.9665678402839368,0.006276644767301568,False,0.0076761669113620526,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,113,0.953625958690683,0.0006256124379584456,False,0.0008205496468875264,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,113,0.6925392707906933,4.624085403252223e-14,False,1.5080350594390132e-13,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,113,0.7842141342231046,1.364106651381606e-11,False,3.417346766782985e-11,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,113,0.7450340435687925,1.0097488391872848e-12,False,2.748338945757873e-12,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,113,0.8126231512993715,1.1099891793360414e-10,False,2.4727143564285964e-10,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,113,0.8491465340706011,2.2988295320054326e-09,False,4.5104405993819325e-09,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,113,0.8346458207607259,6.553561744320423e-10,False,1.3713233245341e-09,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,113,0.7809441941086224,1.0848083168996444e-11,False,2.7365896217259325e-11,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,113,0.8260377245392455,3.2171024234728893e-10,False,6.850535748806976e-10,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,113,0.8379460620571576,8.664110892751898e-10,False,1.7669905031978518e-09,False
Post1_Morph_Maximum3DDiameter_mm,113,0.6760144689145586,1.893193200182993e-14,False,6.258775693755648e-14,False
Post1_Morph_SphereDiameter_mm,113,0.6309147208753163,1.9333548150640043e-15,False,7.367099400559679e-15,False
Post1_Morph_IntegratedIntensity_Intensity,113,0.13943620927221367,9.251848073458622e-23,False,1.9104774795084732e-21,False
Post1_IB_MeanIntensity,113,0.9893450567974083,0.5228947568261123,True,0.5377497215086723,True
Post1_IB_IntensityVariance,113,0.8894891260430814,1.194729699649484e-07,False,2.0448801478634195e-07,False
Post1_IB_IntensitySkewness,113,0.8631114931751516,8.298454730375062e-09,False,1.5605405778679337e-08,False
Post1_IB_IntensityKurtosis,113,0.6177985617366306,1.0343349596281995e-15,False,4.114607202037453e-15,False
Post1_IB_MedianIntensity,113,0.9807932277124292,0.10411442620338426,True,0.115611724802531,True
Post1_IB_MinimumIntensity,113,0.5861450175341016,2.432002909124376e-16,False,1.0671333977006352e-15,False
Post1_IB_10thIntensityPercentile,113,0.9754684823232347,0.03554533705154565,False,0.04102489877325994,False
Post1_IB_25thIntensityPercentile,113,0.9794383809239636,0.07917087086775547,True,0.08914418430521766,True
Post1_IB_50thIntensityPercentile,113,0.9807932277124292,0.10411442620338426,True,0.115611724802531,True
Post1_IB_75thIntensityPercentile,113,0.9905210033514198,0.6249772083112444,True,0.6337303905004775,True
Post1_IB_90thIntensityPercentile,113,0.9905696481268025,0.629326107900383,True,0.6372476952725556,True
Post1_IB_StandardDeviation,113,0.9801544107016532,0.09150942845135891,True,0.10208447796422782,True
Post1_IB_MaximumIntensity,113,0.9875553678958178,0.38617058545990035,True,0.40112984773740007,True
Post1_IB_IntensityInterquartileRange,113,0.9532683162565059,0.0005891230368308381,False,0.0007740927017523172,False
Post1_IB_IntensityRange,113,0.990318430535525,0.6069420158038615,True,0.6171713756207806,True
