Fold,Repeat,Fold_Within_Repeat,Split_Random_State,Outer_CV_Strategy,n_train,n_test,n_features,FS_N_FEATURES_SELECTED,FS_N_FEATURES_CONFIG,FS_N_FEATURES_MODE,FS_METHOD,train_class_distribution,test_class_distribution,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,Decision_Threshold,BestInnerAUC
1,1,1,100,repeated_stratified_group_kfold,90,27,8,8,8,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Post_D2_P1', 'Post_D2_P10', 'Post_D2_P16', 'Post_D2_P20', 'Post_D2_P22', 'Post_D2_P25', 'Post_D2_P3', 'Post_D2_P31', 'Post_D2_P4', 'Post_D2_P49', 'Post_D2_P7']",LogisticRegression,0.5,0.3333333333333333,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.507409093990534,0.492
1,1,1,100,repeated_stratified_group_kfold,90,27,8,8,8,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Post_D2_P1', 'Post_D2_P10', 'Post_D2_P16', 'Post_D2_P20', 'Post_D2_P22', 'Post_D2_P25', 'Post_D2_P3', 'Post_D2_P31', 'Post_D2_P4', 'Post_D2_P49', 'Post_D2_P7']",NaiveBayes,0.7283950617283951,0.7037037037037037,0.6666666666666667,0.8713052252363847,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.3887332148865587,0.6881538461538461
1,1,1,100,repeated_stratified_group_kfold,90,27,8,8,8,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Post_D2_P1', 'Post_D2_P10', 'Post_D2_P16', 'Post_D2_P20', 'Post_D2_P22', 'Post_D2_P25', 'Post_D2_P3', 'Post_D2_P31', 'Post_D2_P4', 'Post_D2_P49', 'Post_D2_P7']",SVM_Linear,0.6728395061728396,0.6296296296296297,0.5833333333333333,0.8137931699554508,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.4444444444444444,0.5251159209789803,0.7777142857142857
1,1,1,100,repeated_stratified_group_kfold,90,27,8,8,8,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Post_D2_P1', 'Post_D2_P10', 'Post_D2_P16', 'Post_D2_P20', 'Post_D2_P22', 'Post_D2_P25', 'Post_D2_P3', 'Post_D2_P31', 'Post_D2_P4', 'Post_D2_P49', 'Post_D2_P7']",SVM_RBF,0.7469135802469136,0.7407407407407407,0.7222222222222222,0.8702437380985975,0.8235294117647058,0.7777777777777778,0.8,0.6666666666666666,0.5148252483284218,0.7241428571428571
1,1,1,100,repeated_stratified_group_kfold,90,27,8,8,8,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Post_D2_P1', 'Post_D2_P10', 'Post_D2_P16', 'Post_D2_P20', 'Post_D2_P22', 'Post_D2_P25', 'Post_D2_P3', 'Post_D2_P31', 'Post_D2_P4', 'Post_D2_P49', 'Post_D2_P7']",XGBoost,0.5987654320987654,0.6666666666666666,0.6388888888888888,0.732374539514352,0.7647058823529411,0.7222222222222222,0.7428571428571429,0.5555555555555556,0.7425451707839967,0.8077894736842106
1,1,1,100,repeated_stratified_group_kfold,90,27,8,8,8,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Post_D2_P1', 'Post_D2_P10', 'Post_D2_P16', 'Post_D2_P20', 'Post_D2_P22', 'Post_D2_P25', 'Post_D2_P3', 'Post_D2_P31', 'Post_D2_P4', 'Post_D2_P49', 'Post_D2_P7']",LightGBM,0.6419753086419753,0.6666666666666666,0.6666666666666666,0.7284881657526586,0.8,0.6666666666666666,0.7272727272727273,0.6666666666666666,0.6915786498090197,0.7123947368421053
1,1,1,100,repeated_stratified_group_kfold,90,27,8,8,8,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Post_D2_P1', 'Post_D2_P10', 'Post_D2_P16', 'Post_D2_P20', 'Post_D2_P22', 'Post_D2_P25', 'Post_D2_P3', 'Post_D2_P31', 'Post_D2_P4', 'Post_D2_P49', 'Post_D2_P7']",ExtraTrees,0.6790123456790123,0.6666666666666666,0.6944444444444444,0.8505015387471528,0.8461538461538461,0.6111111111111112,0.7096774193548387,0.7777777777777778,0.5591589325958726,0.7227692307692307
2,1,2,100,repeated_stratified_group_kfold,97,20,8,8,8,fixed,elasticnet_then_mrmr,"{np.int64(1): 54, np.int64(0): 43}","{np.int64(0): 9, np.int64(1): 11}","['Post_D2_P13', 'Post_D2_P14', 'Post_D2_P24', 'Post_D2_P26', 'Post_D2_P29', 'Post_D2_P30', 'Post_D2_P33', 'Post_D2_P36', 'Post_D2_P40', 'Post_D2_P48', 'Post_D2_P5']",LogisticRegression,0.5,0.55,0.5,0.55,0.55,1.0,0.7096774193548387,0.0,0.4962598869553576,0.492
2,1,2,100,repeated_stratified_group_kfold,97,20,8,8,8,fixed,elasticnet_then_mrmr,"{np.int64(1): 54, np.int64(0): 43}","{np.int64(0): 9, np.int64(1): 11}","['Post_D2_P13', 'Post_D2_P14', 'Post_D2_P24', 'Post_D2_P26', 'Post_D2_P29', 'Post_D2_P30', 'Post_D2_P33', 'Post_D2_P36', 'Post_D2_P40', 'Post_D2_P48', 'Post_D2_P5']",NaiveBayes,0.7272727272727273,0.65,0.6616161616161615,0.83502886002886,0.75,0.5454545454545454,0.631578947368421,0.7777777777777778,0.4859998176160621,0.7174901960784313
2,1,2,100,repeated_stratified_group_kfold,97,20,8,8,8,fixed,elasticnet_then_mrmr,"{np.int64(1): 54, np.int64(0): 43}","{np.int64(0): 9, np.int64(1): 11}","['Post_D2_P13', 'Post_D2_P14', 'Post_D2_P24', 'Post_D2_P26', 'Post_D2_P29', 'Post_D2_P30', 'Post_D2_P33', 'Post_D2_P36', 'Post_D2_P40', 'Post_D2_P48', 'Post_D2_P5']",SVM_Linear,0.5454545454545454,0.7,0.7272727272727273,0.7501847481723642,1.0,0.45454545454545453,0.625,1.0,0.6660807540858679,0.7727017543859649
