Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_Linear,0.6047337278106509,0.6061332673576701,0.502632226746828,0.7087260152145949,0.6566026983374388,0.6670125655407622,0.5415523801250371,0.791182839784241,0.6068376068376068,0.5807692307692307,0.8153846153846154,0.34615384615384615,0.6091954022988506,0.6,0.6973684210526315,0.1686746987951806,0.2405800851214381,18,34,12,53,16.0,0.0
LogisticRegression,0.5997041420118343,0.6003972937064965,0.4982346325617441,0.7022214145016155,0.6673510769638304,0.6735513751344264,0.5464349538126821,0.7871403255277665,0.5897435897435898,0.5942307692307692,0.5538461538461539,0.6346153846153846,0.6545454545454545,0.532258064516129,0.6,0.18490566037735845,0.2561455570387296,33,19,29,36,16.0,0.0
NaiveBayes,0.5976331360946746,0.5979297706565657,0.4908235002702216,0.7034899613053072,0.6560831224574235,0.6674622668685277,0.5405137381306317,0.7912058662963745,0.6153846153846154,0.5884615384615385,0.8307692307692308,0.34615384615384615,0.6136363636363636,0.6206896551724138,0.7058823529411765,0.18511066398390352,0.35079452556976626,18,34,11,54,16.0,0.0
KNN,0.5775147928994083,0.5781138911453477,0.4716992160898972,0.683170285137544,0.6235051588999456,0.6306833305414485,0.5129283466046352,0.7483775999800147,0.6068376068376068,0.5826923076923077,0.8,0.36538461538461536,0.611764705882353,0.59375,0.6933333333333334,0.17200000000000004,0.24915562425465154,19,33,13,52,16.0,0.0
LightGBM,0.5745562130177515,0.5746767581891982,0.461061322485931,0.6813661147486928,0.6130899103560898,0.6220115804036501,0.4991714968728243,0.7411968460566153,0.5299145299145299,0.5365384615384615,0.47692307692307695,0.5961538461538461,0.5961538461538461,0.47692307692307695,0.5299145299145299,0.07129455909943727,0.2818313718471147,31,21,34,31,16.0,0.0
RandomForest,0.5742603550295858,0.5748835539248889,0.4680854279103253,0.6824862713246254,0.6560571311850134,0.6616815153928352,0.5365296228135188,0.7762435261517081,0.5555555555555556,0.5615384615384615,0.5076923076923077,0.6153846153846154,0.6226415094339622,0.5,0.559322033898305,0.12030075187969924,0.2536982599950629,32,20,32,33,16.0,0.0
SVM_RBF,0.558284023668639,0.5589757989191657,0.45237744272237196,0.6646869625883128,0.645256541069454,0.6512231758075264,0.5290373585535619,0.7625329532270351,0.5555555555555556,0.5307692307692308,0.7538461538461538,0.3076923076923077,0.5764705882352941,0.5,0.6533333333333333,0.06400000000000006,0.2530213995341556,16,36,16,49,16.0,0.0
XGBoost,0.5535502958579882,0.5540819687010143,0.4481044072092368,0.6642287748392398,0.6593053474141706,0.6634878811382987,0.5473712781513133,0.7730880023772057,0.5555555555555556,0.5557692307692308,0.5538461538461539,0.5576923076923077,0.6101694915254238,0.5,0.5806451612903226,0.11026615969581743,0.3199116038042953,29,23,29,36,16.0,0.0
ExtraTrees,0.5396449704142012,0.5409334898740938,0.430388321550144,0.6524064171122994,0.6083126420792835,0.6164855777899095,0.4931794283777686,0.735662776248449,0.5299145299145299,0.5230769230769231,0.5846153846153846,0.46153846153846156,0.5757575757575758,0.47058823529411764,0.5801526717557252,0.046242774566473965,0.25328585950331006,24,28,27,38,16.0,0.0
GradientBoosting,0.49837278106508875,0.49925993296352317,0.3897202025106784,0.6109639190821257,0.553488202203263,0.5661084539500328,0.4508309186791131,0.6922849733515106,0.5042735042735043,0.4865384615384616,0.6461538461538462,0.3269230769230769,0.5454545454545454,0.425,0.5915492957746479,-0.027559055118110187,0.27498078516370733,17,35,23,42,16.0,0.0
