Metric,Value
ROC-AUC,0.5834319526627219
PR-AUC,0.6083370295363953
Balanced Acc.,0.551923076923077
Sensitivity,0.5846153846153846
Specificity,0.5192307692307693
PPV,0.6031746031746031
NPV,0.5
Kappa,0.10344827586206895
