Fold,Feature_Rank_in_Fold,Feature_Name
1,1,GLCM_NormalisedInverseDifference
1,2,IB_MinimumIntensity
1,3,GLRLM_ShortRunLowGreyLevelEmphasis
1,4,GLSZM_LargeZoneLowGreyLevelEmphasis
1,5,GLCM_Autocorrelation
1,6,IB_IntensitySkewness
1,7,GLSZM_SmallZoneEmphasis
1,8,NGTDM_Coarseness
1,9,GLRLM_RunLengthVariance
1,10,IH_MinimumHistogramGradient_Intensity
2,1,Morph_Compactness2
2,2,IH_IntensityHistogramMode_Intensity
2,3,IB_IntensityRange
2,4,IH_MinimumHistogramGradientGreyLevel_Intensity
2,5,GLSZM_SmallZoneHighGreyLevelEmphasis
2,6,GLSZM_HighGrayLevelZoneEmphasis
2,7,GLSZM_LargeZoneHighGreyLevelEmphasis
3,1,Morph_Compactness2
3,2,IH_MinimumHistogramGradientGreyLevel_Intensity
3,3,GLRLM_RunPercentage
3,4,GLRLM_ShortRunHighGreyLevelEmphasis
3,5,GLSZM_LargeZoneHighGreyLevelEmphasis
3,6,GLSZM_ZoneSizeVariance
4,1,Morph_Compactness2
4,2,GLSZM_SmallZoneHighGreyLevelEmphasis
4,3,NGTDM_Coarseness
4,4,GLSZM_ZoneSizeVariance
4,5,GLRLM_LowGreyLevelRunEmphasis
4,6,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
4,7,GLRLM_ShortRunLowGreyLevelEmphasis
4,8,GLSZM_NormalisedGreyLevelNonUniformity
4,9,IH_IntensityHistogramMode_Intensity
4,10,GLCM_Correlation
4,11,Morph_Volume_cm3
4,12,GLSZM_ZoneSizeEntropy
5,1,Morph_Compactness2
5,2,GLSZM_SmallZoneHighGreyLevelEmphasis
5,3,GLCM_InverseDifference
5,4,GLRLM_ShortRunHighGreyLevelEmphasis
