fold,C,l1_ratio
1,0.011337408993422364,0.018966613949799427
2,0.9792573218883194,0.5070565238880336
3,0.17262806059009234,0.04194132731567152
4,0.3675257878593652,0.20920212211718958
5,0.3675257878593652,0.20920212211718958
