fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7516339869281046,0.8615580811484385,0.5769230769230769,0.6241830065359477,0.5925925925925926,0.8,0.47058823529411764,6
2,0.6625,0.7975264931147283,0.6111111111111112,0.65,0.46153846153846156,1.0,0.3,6
3,0.7773109243697479,0.8531817308028382,0.7096774193548387,0.7226890756302521,0.6896551724137931,0.8333333333333334,0.5882352941176471,6
4,0.7205882352941176,0.7999833831695059,0.6551724137931034,0.6078431372549019,0.75,0.6521739130434783,0.8823529411764706,6
5,0.5925925925925926,0.5444444444444444,0.75,0.611111111111111,0.4,0.5,0.3333333333333333,6
6,0.717948717948718,0.8562309485386408,0.6842105263157895,0.5897435897435898,0.7857142857142857,0.7333333333333333,0.8461538461538461,6
7,0.7222222222222222,0.6795232001114355,0.6666666666666666,0.6388888888888888,0.5333333333333333,0.6666666666666666,0.4444444444444444,6
8,0.6217948717948719,0.7670527402417396,0.5681818181818182,0.5747863247863247,0.5957446808510638,0.6666666666666666,0.5384615384615384,6
9,0.54,0.44965034965034967,0.4666666666666667,0.45,0.3333333333333333,0.2857142857142857,0.4,6
10,0.6363636363636365,0.8229773049291766,0.5294117647058824,0.4090909090909091,0.6923076923076923,0.6,0.8181818181818182,6
11,0.869281045751634,0.8373677248677249,0.4230769230769231,0.5588235294117647,0.5454545454545454,0.375,1.0,6
12,0.6013986013986015,0.6519839386355224,0.5416666666666666,0.548951048951049,0.5217391304347826,0.6,0.46153846153846156,6
13,0.8194444444444444,0.9140694953194954,0.3333333333333333,0.5,0.0,0.0,0.0,6
14,0.55,0.732428086707978,0.6153846153846154,0.66875,0.5833333333333334,0.875,0.4375,6
15,0.8035714285714286,0.8616265503870546,0.8181818181818182,0.8035714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,6
