precision,recall,threshold
0.5555555555555556,1.0,1.245582676796633e-154
0.5603448275862069,1.0,4.168356048141351e-45
0.5565217391304348,0.9846153846153847,2.8657412035001303e-19
0.5614035087719298,0.9846153846153847,2.8837915783817514e-18
0.5575221238938053,0.9692307692307692,4.5425601571718694e-11
0.5625,0.9692307692307692,1.0544003023775798e-09
0.5675675675675675,0.9692307692307692,2.5252162193727786e-08
0.5727272727272728,0.9692307692307692,3.442326934306138e-08
0.5688073394495413,0.9538461538461539,1.2814819590384073e-07
0.5648148148148148,0.9384615384615385,3.7530845934393133e-07
0.5700934579439252,0.9384615384615385,1.774594118466771e-05
0.5660377358490566,0.9230769230769231,2.2969100913175687e-05
0.5714285714285714,0.9230769230769231,0.0002215314942194923
0.5673076923076923,0.9076923076923077,0.000439007399838395
0.5728155339805825,0.9076923076923077,0.0007669419775548899
0.5686274509803921,0.8923076923076924,0.0027594679021344464
0.5643564356435643,0.8769230769230769,0.012456385246430684
0.57,0.8769230769230769,0.014175470779877946
0.5656565656565656,0.8615384615384616,0.03372431832764468
0.5612244897959183,0.8461538461538461,0.07639591891489114
0.5670103092783505,0.8461538461538461,0.2093793193052624
0.5625,0.8307692307692308,0.24652023717442936
0.5684210526315789,0.8307692307692308,0.2539239165635534
0.574468085106383,0.8307692307692308,0.26285508818689207
0.5698924731182796,0.8153846153846154,0.2829166705134768
0.5652173913043478,0.8,0.30855976381402433
0.5604395604395604,0.7846153846153846,0.31368392584910737
0.5666666666666667,0.7846153846153846,0.3475420630222665
0.5617977528089888,0.7692307692307693,0.37431082882257655
0.5681818181818182,0.7692307692307693,0.3791104572095574
0.5747126436781609,0.7692307692307693,0.39773440315625297
0.5697674418604651,0.7538461538461538,0.4019212597086632
0.5647058823529412,0.7384615384615385,0.47671401813047554
0.5595238095238095,0.7230769230769231,0.5143330460661588
0.5542168674698795,0.7076923076923077,0.5274378598056692
0.5609756097560976,0.7076923076923077,0.5671615321294137
0.5679012345679012,0.7076923076923077,0.5844112385659362
0.575,0.7076923076923077,0.5905791948655303
0.569620253164557,0.6923076923076923,0.6265691311606565
0.5641025641025641,0.676923076923077,0.637359983115488
0.5584415584415584,0.6615384615384615,0.637780208883444
0.5657894736842105,0.6615384615384615,0.6458750843353424
0.56,0.6461538461538462,0.655284617102112
0.5675675675675675,0.6461538461538462,0.6616306986172752
0.5616438356164384,0.6307692307692307,0.6829640815231252
0.5694444444444444,0.6307692307692307,0.6865903475035238
0.5633802816901409,0.6153846153846154,0.6988419780072027
0.5571428571428572,0.6,0.7194018096543733
0.5507246376811594,0.5846153846153846,0.7307351134961545
0.5588235294117647,0.5846153846153846,0.760838447697248
0.5522388059701493,0.5692307692307692,0.7680855102370965
0.5454545454545454,0.5538461538461539,0.8013239617410082
0.5538461538461539,0.5538461538461539,0.8052662436863369
0.5625,0.5538461538461539,0.8211373582820232
0.5714285714285714,0.5538461538461539,0.8613446493140324
0.5645161290322581,0.5384615384615384,0.8734730009281954
0.5737704918032787,0.5384615384615384,0.8791976283705598
0.5833333333333334,0.5384615384615384,0.8801313877126021
0.576271186440678,0.5230769230769231,0.8853232169043629
0.5862068965517241,0.5230769230769231,0.8876896513358057
0.5964912280701754,0.5230769230769231,0.8925935229117976
0.6071428571428571,0.5230769230769231,0.8965961396420549
0.6,0.5076923076923077,0.9048874760530897
0.6111111111111112,0.5076923076923077,0.9121212514899191
0.6226415094339622,0.5076923076923077,0.9145464140881797
0.6346153846153846,0.5076923076923077,0.9153027246901094
0.6274509803921569,0.49230769230769234,0.9176663723745598
0.62,0.47692307692307695,0.9215043543339337
0.6122448979591837,0.46153846153846156,0.9367457788458079
0.6041666666666666,0.4461538461538462,0.9394271358598675
0.6170212765957447,0.4461538461538462,0.9442069716822107
0.6304347826086957,0.4461538461538462,0.9442162779417027
0.6222222222222222,0.4307692307692308,0.9476058140802532
0.6363636363636364,0.4307692307692308,0.9485871334820941
0.627906976744186,0.4153846153846154,0.9486227707460556
0.6190476190476191,0.4,0.9521744166878605
0.6341463414634146,0.4,0.9607200940616258
0.625,0.38461538461538464,0.9715545238025551
0.6153846153846154,0.36923076923076925,0.97729352403532
0.6052631578947368,0.35384615384615387,0.9773060517572756
0.5945945945945946,0.3384615384615385,0.9814212621687963
0.5833333333333334,0.3230769230769231,0.9844285814262729
0.5714285714285714,0.3076923076923077,0.9849092753121852
0.5882352941176471,0.3076923076923077,0.9888543751994007
0.6060606060606061,0.3076923076923077,0.9889140342144712
0.59375,0.2923076923076923,0.9902026026473705
0.5806451612903226,0.27692307692307694,0.9923814846840234
0.6,0.27692307692307694,0.9931192738241958
0.5862068965517241,0.26153846153846155,0.9946484757143697
0.5714285714285714,0.24615384615384617,0.997598835181597
0.5555555555555556,0.23076923076923078,0.9976658309802543
0.5384615384615384,0.2153846153846154,0.9983257363006454
0.52,0.2,0.9987827498915729
0.5,0.18461538461538463,0.9988757705567086
0.5217391304347826,0.18461538461538463,0.998922730350619
0.5454545454545454,0.18461538461538463,0.9990202475619366
0.5238095238095238,0.16923076923076924,0.9990833171392446
0.5,0.15384615384615385,0.99923362685502
0.5263157894736842,0.15384615384615385,0.9992355696867633
0.5,0.13846153846153847,0.9993037359121396
0.5294117647058824,0.13846153846153847,0.999453035451199
0.5625,0.13846153846153847,0.9994727690215482
0.6,0.13846153846153847,0.999568673259095
0.6428571428571429,0.13846153846153847,0.9995690943310228
0.6153846153846154,0.12307692307692308,0.9996136418780718
0.5833333333333334,0.1076923076923077,0.9997403738459989
0.6363636363636364,0.1076923076923077,0.9998184713592414
0.7,0.1076923076923077,0.9999033132296438
0.6666666666666666,0.09230769230769231,0.9999231068363728
0.625,0.07692307692307693,0.9999735215052159
0.5714285714285714,0.06153846153846154,0.9999986770200818
0.6666666666666666,0.06153846153846154,0.9999999999975433
0.6,0.046153846153846156,0.9999999999989129
0.5,0.03076923076923077,0.9999999999999769
0.3333333333333333,0.015384615384615385,1.0
1.0,0.0,
