Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
NaiveBayes,0.6947115384615385,0.6953063622919811,0.5958519444391563,0.7900599449685534,0.7444881509971175,0.7475182110758483,0.6329923798415646,0.8463618480388416,0.6379310344827587,0.6231971153846154,0.765625,0.4807692307692308,0.6447368421052632,0.625,0.7,0.25184275184275184,0.3006443314190134,25,27,15,49,11.6,7.127411872482185
RandomForest,0.6382211538461537,0.6366367775610782,0.533628787878788,0.7384002976190475,0.7019265213010708,0.7064383990412529,0.5877962206733289,0.8071926843665063,0.6293103448275862,0.6262019230769231,0.65625,0.5961538461538461,0.6666666666666666,0.5849056603773585,0.6614173228346457,0.25194961007798444,0.23752312313839827,31,21,22,42,11.6,7.127411872482185
LogisticRegression,0.6376201923076923,0.6364000055253127,0.5333707696915244,0.7377601621049201,0.6952198090443029,0.6987445373400727,0.5773736011264311,0.8082126614843828,0.6120689655172413,0.6105769230769231,0.625,0.5961538461538461,0.6557377049180327,0.5636363636363636,0.64,0.21996413628212796,0.24631881607580333,31,21,24,40,11.6,7.127411872482185
XGBoost,0.62890625,0.6261794322369554,0.5249384719776995,0.7260691864885412,0.672488457060797,0.6799663616262578,0.5554861173563831,0.7940324756496401,0.603448275862069,0.5955528846153846,0.671875,0.5192307692307693,0.6323529411764706,0.5625,0.6515151515151515,0.19249394673123488,0.2808056384758852,27,25,21,43,11.6,7.127411872482185
SVM_Linear,0.6277043269230769,0.6266539526642948,0.5231370192307693,0.7276102986835568,0.686237726070748,0.6891261256237665,0.5679848303865647,0.7932502337583468,0.5948275862068966,0.5913461538461539,0.625,0.5576923076923077,0.6349206349206349,0.5471698113207547,0.6299212598425197,0.18236352729454108,0.24103193574508106,29,23,24,40,11.6,7.127411872482185
ExtraTrees,0.6274038461538461,0.6260630325680746,0.519511212830885,0.7243134302501003,0.7004043535507039,0.7043275225549039,0.5843985168159028,0.8074978390054616,0.5948275862068966,0.5985576923076923,0.5625,0.6346153846153846,0.6545454545454545,0.5409836065573771,0.6050420168067226,0.19396806623299823,0.24139614731350167,33,19,28,36,11.6,7.127411872482185
GradientBoosting,0.6206430288461537,0.6182002575029099,0.5109372342976276,0.7175473131940524,0.677938268728987,0.6836980746434744,0.5644903504182988,0.7960615113118948,0.6120689655172413,0.6033653846153846,0.6875,0.5192307692307693,0.6376811594202898,0.574468085106383,0.6616541353383458,0.20861127956337167,0.2523748727668486,27,25,20,44,11.6,7.127411872482185
LightGBM,0.6119290865384616,0.6101060299955736,0.5055146790995847,0.7149066597954576,0.6485368575191787,0.6582777640772628,0.5314004681026346,0.7812388829734208,0.5689655172413793,0.5715144230769231,0.546875,0.5961538461538461,0.625,0.5166666666666667,0.5833333333333334,0.1409952606635072,0.25834727449382133,31,21,29,35,11.6,7.127411872482185
SVM_RBF,0.60546875,0.6046116564528244,0.4996676645242219,0.7049063880475832,0.6418043546923093,0.649945901029248,0.520285506731074,0.7757808205954576,0.5948275862068966,0.5841346153846154,0.6875,0.4807692307692308,0.6197183098591549,0.5555555555555556,0.6518518518518519,0.1704199634814364,0.24811397725593387,25,27,20,44,11.6,7.127411872482185
KNN,0.5949519230769231,0.5926730981448477,0.489592543629663,0.6910328584558822,0.7054532848696382,0.7066375413425455,0.5886491680270677,0.7998543681246196,0.5344827586206896,0.5186298076923077,0.671875,0.36538461538461536,0.5657894736842105,0.475,0.6142857142857143,0.03808353808353815,0.24917882586222734,19,33,21,43,11.6,7.127411872482185
