fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7345679012345679,0.8346467506633748,0.6666666666666666,0.6388888888888888,0.7428571428571429,0.7647058823529411,0.7222222222222222,8
2,0.404040404040404,0.5801134053737488,0.5,0.5454545454545454,0.16666666666666666,1.0,0.09090909090909091,8
3,0.5958333333333333,0.67616350439144,0.5806451612903226,0.58125,0.5806451612903226,0.6,0.5625,8
4,0.33125000000000004,0.5797395586869271,0.5384615384615384,0.4375,0.7,0.5833333333333334,0.875,8
5,0.75,0.6950757575757576,0.6153846153846154,0.6527777777777778,0.5454545454545454,0.42857142857142855,0.75,8
6,0.711111111111111,0.7954987118145012,0.5789473684210527,0.5611111111111111,0.6923076923076923,0.5625,0.9,8
7,0.7000000000000001,0.8296121181755185,0.7419354838709677,0.7047619047619047,0.8095238095238095,0.8095238095238095,0.8095238095238095,8
8,0.6848484848484848,0.783319066776609,0.4864864864864865,0.5151515151515151,0.45714285714285713,0.6153846153846154,0.36363636363636365,8
9,0.7,0.5,0.7142857142857143,0.8,0.6666666666666666,0.5,1.0,8
10,0.6384615384615384,0.5721303258145364,0.5217391304347826,0.5307692307692308,0.5217391304347826,0.46153846153846156,0.6,8
11,0.8470588235294118,0.7436752136752136,0.6296296296296297,0.7058823529411764,0.6666666666666666,0.5,1.0,8
12,0.5888888888888889,0.7730699338787576,0.5357142857142857,0.5722222222222222,0.5517241379310345,0.7272727272727273,0.4444444444444444,8
13,0.7470588235294119,0.8683757671064173,0.6666666666666666,0.6941176470588235,0.6896551724137931,0.8333333333333334,0.5882352941176471,8
14,0.75,0.7541666666666667,0.4375,0.5416666666666666,0.4,0.2727272727272727,0.75,8
15,0.8958333333333334,0.9815359477124184,0.42105263157894735,0.65625,0.47619047619047616,1.0,0.3125,8
