Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Morph_SphericalDisproportion,Morph_SphericalDisproportion,0.0662273308051578,4
GLSZM_GreyLevelVariance,GLSZM_GreyLevelVariance,0.05927542198543469,3
Morph_Compacity,Morph_Compacity,0.054105462433743846,3
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.043412513519242815,2
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.03983705152229731,3
IB_IntensitySkewness,IB_IntensitySkewness,0.03904849820701936,5
GLRLM_ShortRunLowGreyLevelEmphasis,GLRLM_ShortRunLowGreyLevelEmphasis,0.030289572156783455,2
IH_IntensityHistogramSkewness_Intensity,IH_IntensityHistogramSkewness_Intensity,0.02601037593365863,2
GLSZM_ZoneSizeVariance,GLSZM_ZoneSizeVariance,0.00857495155607804,2
IH_MaximumHistogramGradient_Intensity,IH_MaximumHistogramGradient_Intensity,0.0037404134440479175,2
GLRLM_LongRunLowGreyLevelEmphasis,GLRLM_LongRunLowGreyLevelEmphasis,0.0017664492501082683,2
