Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.048118050861759756,3
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.04748207132383259,5
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.0349831402764344,2
Pre_Morph_Compactness1,Pre_Morph_Compactness1,0.0309860841815254,4
Pre_Morph_Sphericity,Pre_Morph_Sphericity,0.030900661367827535,3
Pre_IB_IntensitySkewness,Pre_IB_IntensitySkewness,0.029972069000373983,3
Pre_Morph_Compactness2,Pre_Morph_Compactness2,0.029611743897656993,5
Pre_IH_IntensityHistogramSkewness_Intensity,Pre_IH_IntensityHistogramSkewness_Intensity,0.023462390878106323,2
Pre_IB_AreaUnderCurveCIVH,Pre_IB_AreaUnderCurveCIVH,0.021168672487432982,4
Pre_IH_IntensityHistogramVariance_Intensity,Pre_IH_IntensityHistogramVariance_Intensity,0.020288988868061252,2
Pre_IB_IntensityBasedCoefficientOfVariation,Pre_IB_IntensityBasedCoefficientOfVariation,0.009806079163679291,2
Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,0.0058941623597036745,2
ADC_FEATURE_RESULTS,ADC_FEATURE_RESULTS,0.005467878044007548,4
Pre_IB_IntensityBasedEnergy,Pre_IB_IntensityBasedEnergy,0.0032902526592378007,2
Pre_IB_MaximumIntensity,Pre_IB_MaximumIntensity,0.0012282065644277545,2
Pre_IH_IntensityHistogramMinimumGreyLevel_Intensity,Pre_IH_IntensityHistogramMinimumGreyLevel_Intensity,0.0005632857810893922,3
