Fold,Repeat,Fold_Within_Repeat,Split_Random_State,Outer_CV_Strategy,n_train,n_test,n_features,FS_N_FEATURES_SELECTED,FS_N_FEATURES_CONFIG,FS_N_FEATURES_MODE,FS_METHOD,train_class_distribution,test_class_distribution,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,Decision_Threshold,BestInnerAUC
1,1,1,100,repeated_stratified_group_kfold,90,27,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 43}","{np.int64(1): 18, np.int64(0): 9}","['Post_D2_P1', 'Post_D2_P10', 'Post_D2_P16', 'Post_D2_P20', 'Post_D2_P22', 'Post_D2_P25', 'Post_D2_P3', 'Post_D2_P31', 'Post_D2_P4', 'Post_D2_P49', 'Post_D2_P7']",SVM_Linear,0.7839506172839507,0.7407407407407407,0.6944444444444444,0.8904825141173686,0.7894736842105263,0.8333333333333334,0.8108108108108109,0.5555555555555556,0.5036238938059346,0.7703157894736842
2,1,2,100,repeated_stratified_group_kfold,97,20,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 54, np.int64(0): 43}","{np.int64(0): 9, np.int64(1): 11}","['Post_D2_P13', 'Post_D2_P14', 'Post_D2_P24', 'Post_D2_P26', 'Post_D2_P29', 'Post_D2_P30', 'Post_D2_P33', 'Post_D2_P36', 'Post_D2_P40', 'Post_D2_P48', 'Post_D2_P5']",SVM_Linear,0.6363636363636364,0.7,0.7171717171717171,0.8043403964456597,0.8571428571428571,0.5454545454545454,0.6666666666666666,0.8888888888888888,0.62500816735232,0.7922456140350878
3,1,3,100,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 37}","{np.int64(1): 16, np.int64(0): 15}","['Post_D2_P15', 'Post_D2_P18', 'Post_D2_P27', 'Post_D2_P41', 'Post_D2_P43', 'Post_D2_P46', 'Post_D2_P47', 'Post_D2_P50', 'Post_D2_P6']",SVM_Linear,0.775,0.6774193548387096,0.6770833333333333,0.8189605168223589,0.6875,0.6875,0.6875,0.6666666666666666,0.6265824834873961,0.694
4,1,4,100,repeated_stratified_group_kfold,91,26,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 42}","{np.int64(1): 16, np.int64(0): 10}","['Post_D2_P11', 'Post_D2_P12', 'Post_D2_P17', 'Post_D2_P19', 'Post_D2_P21', 'Post_D2_P34', 'Post_D2_P35', 'Post_D2_P39']",SVM_Linear,0.78125,0.6153846153846154,0.66875,0.8695600269613428,0.875,0.4375,0.5833333333333334,0.9,0.5663265370252373,0.8502091503267973
5,1,5,100,repeated_stratified_group_kfold,104,13,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 61, np.int64(0): 43}","{np.int64(1): 4, np.int64(0): 9}","['Post_D2_P2', 'Post_D2_P23', 'Post_D2_P28', 'Post_D2_P32', 'Post_D2_P37', 'Post_D2_P42', 'Post_D2_P44', 'Post_D2_P45', 'Post_D2_P9']",SVM_Linear,0.8888888888888888,0.7692307692307693,0.6944444444444444,0.6791666666666667,0.6666666666666666,0.5,0.5714285714285714,0.8888888888888888,0.7059003585410892,0.7238387096774194
6,2,1,101,repeated_stratified_group_kfold,98,19,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 55, np.int64(0): 43}","{np.int64(1): 10, np.int64(0): 9}","['Post_D2_P1', 'Post_D2_P11', 'Post_D2_P17', 'Post_D2_P23', 'Post_D2_P28', 'Post_D2_P30', 'Post_D2_P31', 'Post_D2_P37', 'Post_D2_P47', 'Post_D2_P6', 'Post_D2_P7']",SVM_Linear,0.8555555555555556,0.7894736842105263,0.7944444444444444,0.8660958485958484,0.875,0.7,0.7777777777777778,0.8888888888888888,0.6064520414388089,0.7258840579710145
7,2,2,101,repeated_stratified_group_kfold,86,31,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 44, np.int64(0): 42}","{np.int64(1): 21, np.int64(0): 10}","['Post_D2_P16', 'Post_D2_P19', 'Post_D2_P24', 'Post_D2_P27', 'Post_D2_P29', 'Post_D2_P39', 'Post_D2_P40', 'Post_D2_P41', 'Post_D2_P42', 'Post_D2_P48', 'Post_D2_P50']",SVM_Linear,0.923809523809524,0.7741935483870968,0.8071428571428572,0.96332081395996,0.9375,0.7142857142857143,0.8108108108108109,0.9,0.5111367098194525,0.6398333333333333
8,2,3,101,repeated_stratified_group_kfold,80,37,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 43, np.int64(0): 37}","{np.int64(1): 22, np.int64(0): 15}","['Post_D2_P12', 'Post_D2_P14', 'Post_D2_P15', 'Post_D2_P18', 'Post_D2_P2', 'Post_D2_P26', 'Post_D2_P3', 'Post_D2_P33', 'Post_D2_P34', 'Post_D2_P45', 'Post_D2_P49']",SVM_Linear,0.6303030303030304,0.5405405405405406,0.5287878787878788,0.7691195947752549,0.6190476190476191,0.5909090909090909,0.6046511627906976,0.4666666666666667,0.4144918441960214,0.8705432098765432
9,2,4,101,repeated_stratified_group_kfold,110,7,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 63, np.int64(0): 47}","{np.int64(0): 5, np.int64(1): 2}","['Post_D2_P10', 'Post_D2_P21', 'Post_D2_P32', 'Post_D2_P35', 'Post_D2_P44']",SVM_Linear,0.3999999999999999,0.7142857142857143,0.5,0.3333333333333333,0.0,0.0,0.0,1.0,0.6618550849393212,0.7605441176470589
10,2,5,101,repeated_stratified_group_kfold,94,23,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 55, np.int64(0): 39}","{np.int64(1): 10, np.int64(0): 13}","['Post_D2_P13', 'Post_D2_P20', 'Post_D2_P22', 'Post_D2_P25', 'Post_D2_P36', 'Post_D2_P4', 'Post_D2_P43', 'Post_D2_P46', 'Post_D2_P5', 'Post_D2_P9']",SVM_Linear,0.7230769230769231,0.6521739130434783,0.6346153846153846,0.7286554621848739,0.625,0.5,0.5555555555555556,0.7692307692307693,0.7202847506587848,0.6888051948051948
11,3,1,102,repeated_stratified_group_kfold,90,27,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 55, np.int64(0): 35}","{np.int64(1): 10, np.int64(0): 17}","['Post_D2_P1', 'Post_D2_P13', 'Post_D2_P20', 'Post_D2_P26', 'Post_D2_P28', 'Post_D2_P3', 'Post_D2_P35', 'Post_D2_P43', 'Post_D2_P48', 'Post_D2_P6']",SVM_Linear,0.8647058823529412,0.7777777777777778,0.7617647058823529,0.8155248917748917,0.7,0.7,0.7,0.8235294117647058,0.6064806475562896,0.6606666666666667
12,3,2,102,repeated_stratified_group_kfold,89,28,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 47, np.int64(0): 42}","{np.int64(0): 10, np.int64(1): 18}","['Post_D2_P14', 'Post_D2_P18', 'Post_D2_P19', 'Post_D2_P21', 'Post_D2_P24', 'Post_D2_P32', 'Post_D2_P33', 'Post_D2_P37', 'Post_D2_P39', 'Post_D2_P42', 'Post_D2_P45', 'Post_D2_P5']",SVM_Linear,0.5277777777777778,0.5,0.5222222222222221,0.7132769853603187,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.6,0.4373022478732942,0.8908253968253969
13,3,3,102,repeated_stratified_group_kfold,90,27,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 48, np.int64(0): 42}","{np.int64(1): 17, np.int64(0): 10}","['Post_D2_P17', 'Post_D2_P22', 'Post_D2_P23', 'Post_D2_P25', 'Post_D2_P27', 'Post_D2_P30', 'Post_D2_P4', 'Post_D2_P46', 'Post_D2_P49', 'Post_D2_P50']",SVM_Linear,0.7705882352941177,0.7037037037037037,0.6205882352941177,0.8787046945129737,0.6956521739130435,0.9411764705882352,0.8,0.3,0.4797780127088477,0.5303636363636364
14,3,4,102,repeated_stratified_group_kfold,101,16,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 61, np.int64(0): 40}","{np.int64(1): 4, np.int64(0): 12}","['Post_D2_P10', 'Post_D2_P11', 'Post_D2_P31', 'Post_D2_P34', 'Post_D2_P40', 'Post_D2_P41', 'Post_D2_P44', 'Post_D2_P7', 'Post_D2_P9']",SVM_Linear,0.625,0.25,0.5,0.3471590909090909,0.25,1.0,0.4,0.0,0.5341290569573613,0.8224313725490197
15,3,5,102,repeated_stratified_group_kfold,98,19,6,6,6,fixed,elasticnet_then_mrmr,"{np.int64(1): 49, np.int64(0): 49}","{np.int64(1): 16, np.int64(0): 3}","['Post_D2_P12', 'Post_D2_P15', 'Post_D2_P16', 'Post_D2_P2', 'Post_D2_P29', 'Post_D2_P36', 'Post_D2_P47']",SVM_Linear,0.9791666666666669,0.8421052631578947,0.90625,0.9963235294117648,1.0,0.8125,0.896551724137931,1.0,0.4932537649163341,0.669
