,SVM_RBF,SVM_Linear,ExtraTrees,NaiveBayes,LightGBM,XGBoost,LogisticRegression
SVM_RBF,0.0,0.13200278801963516,0.46409150995181064,1.0555548001764603,3.3258992518954584,2.721292794433144,5.149942361506156
SVM_Linear,-0.13200278801963516,0.0,0.3571888645446626,0.9057679273405199,3.161697971073675,2.592511699955421,5.213254545927166
ExtraTrees,-0.46409150995181064,-0.3571888645446626,0.0,0.3682748515435878,3.3196924968254926,2.638503191080101,5.070757569582321
NaiveBayes,-1.0555548001764603,-0.9057679273405199,-0.3682748515435878,0.0,2.599200111131753,1.984772701460546,4.816476706092452
LightGBM,-3.3258992518954584,-3.161697971073675,-3.3196924968254926,-2.599200111131753,0.0,-0.8724216773967767,3.068009524862699
XGBoost,-2.721292794433144,-2.592511699955421,-2.638503191080101,-1.984772701460546,0.8724216773967767,0.0,3.4533885110028923
LogisticRegression,-5.149942361506156,-5.213254545927166,-5.070757569582321,-4.816476706092452,-3.068009524862699,-3.4533885110028923,0.0
