fold,n_estimators,max_depth,learning_rate,num_leaves,subsample,colsample_bytree,reg_alpha,reg_lambda
1,50,6,0.20729584798369027,19,0.67413128782003,0.5541884452321275,9.490245203532942e-07,6.421168438428034
2,50,6,0.20729584798369027,19,0.67413128782003,0.5541884452321275,9.490245203532942e-07,6.421168438428034
3,100,4,0.010195361167134594,22,0.9182650033893149,0.5076274856231695,0.0024523948325711462,0.0027179461717410165
4,200,3,0.04237053583479054,56,0.601887542476389,0.5607845603915571,0.010882827930218712,0.27081629729075113
5,300,8,0.07756489247449486,30,0.74527520164374,0.6021726384343221,3.0966031594822784e-06,1.6550950157972402e-06
