Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K
LightGBM,0.7369703984287318,0.12376766419252962,0.6513313609467456,0.8163729412938906,0.06948997074948621,0.6959974711191044,0.6750592776399229,0.06425476764727321,0.6752136752136753,0.6946843434343434,0.07295485138619333,0.6711538461538462,0.7,0.14757295747452437,0.7076923076923077,0.7382575757575758,0.17073377801958564,0.7076923076923077,0.6917948717948718,0.07710064974216521,0.7076923076923077,0.6511111111111111,0.14531362421574945,0.6346153846153846,8.4,8.4,3.6660605559646715,4,10.0,12
RandomForest,0.7214884960718294,0.1285172871766615,0.6723372781065088,0.8005924342585381,0.09352054625734987,0.7257996176715451,0.6666960757283338,0.038970727055088424,0.6666666666666666,0.682121212121212,0.047819882359353014,0.6711538461538462,0.7316729323308271,0.16883477062720262,0.7321428571428571,0.6353535353535353,0.13026583135140107,0.6307692307692307,0.6545284780578898,0.07214976777099423,0.6776859504132231,0.7288888888888889,0.15612593840222486,0.7115384615384616,8.4,8.4,3.6660605559646715,4,10.0,12
ExtraTrees,0.7124102132435466,0.161397055968359,0.6943786982248522,0.7714653581750618,0.12076158841086124,0.7378723722115135,0.6599595625402076,0.05180506149710576,0.6581196581196581,0.6803156565656565,0.057297979797979785,0.6634615384615385,0.7361904761904763,0.17968478320434578,0.7272727272727273,0.6228535353535353,0.14483792735851356,0.6153846153846154,0.6437593324549846,0.08027379460748399,0.6666666666666666,0.7377777777777778,0.17350418929727232,0.7115384615384616,8.4,8.4,3.6660605559646715,4,10.0,12
XGBoost,0.7040993265993266,0.07927484276736649,0.6803254437869822,0.7839376997469398,0.06043841961722412,0.7533092787724758,0.6473412370186564,0.07885191941094327,0.6324786324786325,0.6526767676767676,0.09642033363979965,0.6269230769230769,0.667142857142857,0.08813255322964103,0.6666666666666666,0.7075757575757576,0.19328799815189876,0.676923076923077,0.6652540442014127,0.08335907007461757,0.6717557251908397,0.5977777777777777,0.1484737163421339,0.5769230769230769,8.4,8.4,3.6660605559646715,4,10.0,12
GradientBoosting,0.6990509259259261,0.15546159805722942,0.6665680473372781,0.7604981508780628,0.09631465357773883,0.7099146496998521,0.6520806911129492,0.1284993468764085,0.6410256410256411,0.6680934343434344,0.1395146463540337,0.6480769230769231,0.7273504273504273,0.16338876096203103,0.7169811320754716,0.6339646464646465,0.2276072173801399,0.5846153846153846,0.6440224909190426,0.12700165854561404,0.6440677966101694,0.7022222222222222,0.19147252647589347,0.7115384615384616,8.4,8.4,3.6660605559646715,4,10.0,12
LogisticRegression,0.6769149831649832,0.09779327821410819,0.6491124260355029,0.722183674004716,0.0701703702677152,0.7122619510499848,0.5966832092638544,0.08336454866311878,0.5897435897435898,0.605669191919192,0.06745703435923041,0.5884615384615384,0.6279411764705882,0.08783131923303934,0.639344262295082,0.6046717171717171,0.22426687918340374,0.6,0.5860224089635855,0.1263248304687575,0.6190476190476191,0.6066666666666667,0.15421645842575532,0.5769230769230769,8.4,8.4,3.6660605559646715,4,10.0,12
SVM_Linear,0.6699060044893379,0.12954960355526926,0.6337278106508877,0.7393756255706299,0.07031262375229873,0.6980958637662757,0.609586435070306,0.08963371012471612,0.6068376068376068,0.6265025252525253,0.09198701918089279,0.6,0.628778677462888,0.07731860219282999,0.6417910447761194,0.6907828282828283,0.29964023338380275,0.6615384615384615,0.6145166174577938,0.14459262235958045,0.6515151515151515,0.5622222222222222,0.16232873215777488,0.5384615384615384,8.4,8.4,3.6660605559646715,4,10.0,12
NaiveBayes,0.6667634680134681,0.09891569868750101,0.6437869822485207,0.7130101674830982,0.08605272400029654,0.7059180410149426,0.6431219557026009,0.10523417051998418,0.6239316239316239,0.6094696969696971,0.1110403456354533,0.6096153846153847,0.6566433566433567,0.06290187223026117,0.64,0.7300505050505051,0.1177080582233743,0.7384615384615385,0.6851001191133756,0.06340045662635144,0.6857142857142857,0.48888888888888893,0.2549267626613331,0.4807692307692308,8.4,8.4,3.6660605559646715,4,10.0,12
KNN,0.6397390572390573,0.08528955989699738,0.6211538461538462,0.708316937477621,0.09599655696914385,0.6847662704389801,0.5798456024262476,0.0669604293266934,0.5726495726495726,0.5847601010101009,0.07700216712180864,0.5692307692307692,0.6277777777777779,0.11600340565456167,0.6190476190476191,0.6117424242424242,0.20282667309916982,0.6,0.5842424242424242,0.09419125571840962,0.609375,0.5577777777777777,0.2143494320317777,0.5384615384615384,8.4,8.4,3.6660605559646715,4,10.0,12
SVM_RBF,0.6040867003367003,0.19098758548177988,0.6405325443786983,0.6868644182704853,0.10858219683746966,0.693098602127447,0.6413114603437184,0.05571034549617696,0.6410256410256411,0.6158080808080808,0.07334884495212333,0.6192307692307693,0.6304843304843305,0.09131754132223649,0.6385542168674698,0.7782828282828282,0.23282992615384476,0.8153846153846154,0.6708913642976571,0.1185134451377319,0.7162162162162162,0.4533333333333333,0.2834008634120864,0.4230769230769231,8.4,8.4,3.6660605559646715,4,10.0,12
